Condition,Low fixed image (Door1),Low risky image (Door2),High fixed image (Door3),High risky image (Door4),Extreme Wild Card,NonExtreme Wild Card,,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,Trial Type,Left Option Image,Right Option Image,Chosen Door,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,Feedback,Cumulative Reward,Block,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,trial.ran,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,Money conversion,First Outcome Reported,Shown Door (First Outcome),Displayed Image (First Outcome),outcomes.thisRepN,outcomes.thisTrialN,outcomes.thisN,outcomes.thisIndex,outcomes.ran,judgments.thisRepN,judgments.thisTrialN,judgments.thisN,judgments.thisIndex,judgments.ran,freqMouse.x,freqMouse.y,freqMouse.leftButton,freqMouse.midButton,freqMouse.rightButton,freqMouse.clicked_name,FQJ for first outcome,FQJ for second outcome,Shown Door,Displayed Image,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,judgBlock.thisRepN,judgBlock.thisTrialN,judgBlock.thisN,judgBlock.thisIndex,judgBlock.ran
0,resources/DG.BMP,resources/DP.BMP,resources/DB.BMP,resources/DR.BMP,resources/DBN.BMP,resources/DY.BMP,,2023-08-16_08h43.37.910,HF_wild_card,2022.2.4,Win32,2.222296299,59497c498fb2140001afda85,64d2fd46c836a06233681665,64dc7df8fbb02c379c4e5762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h43.37.910,HF_wild_card,2022.2.4,Win32,2.222296299,59497c498fb2140001afda85,64d2fd46c836a06233681665,64dc7df8fbb02c379c4e5762,0.00546875,-0.428385417,1,0,0,agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h43.37.910,HF_wild_card,2022.2.4,Win32,2.222296299,59497c498fb2140001afda85,64d2fd46c836a06233681665,64dc7df8fbb02c379c4e5762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h43.37.910,HF_wild_card,2022.2.4,Win32,2.222296299,59497c498fb2140001afda85,64d2fd46c836a06233681665,64dc7df8fbb02c379c4e5762,,,,,,,decisionTrl,resources/DBN.BMP,resources/DP.BMP,WildCard_Ex,-0.2640625,-0.102864583,1,0,0,8.1356,optionLeft,95,95,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h43.37.910,HF_wild_card,2022.2.4,Win32,2.222296299,59497c498fb2140001afda85,64d2fd46c836a06233681665,64dc7df8fbb02c379c4e5762,,,,,,,decisionTrl,resources/DG.BMP,resources/DBN.BMP,WildCard_Ex,0.38828125,0.013020833,1,0,0,1.4783,optionRight,95,190,1,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h43.37.910,HF_wild_card,2022.2.4,Win32,2.222296299,59497c498fb2140001afda85,64d2fd46c836a06233681665,64dc7df8fbb02c379c4e5762,,,,,,,decisionTrl,resources/DBN.BMP,resources/DG.BMP,WildCard_Ex,-0.323958333,0.0078125,1,0,0,18.0328,optionLeft,5,195,1,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h43.37.910,HF_wild_card,2022.2.4,Win32,2.222296299,59497c498fb2140001afda85,64d2fd46c836a06233681665,64dc7df8fbb02c379c4e5762,,,,,,,ctch,resources/DB.BMP,resources/DP.BMP,Door2,0.252864583,-0.01171875,1,0,0,2.0318,optionRight,20,215,1,3,0,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h43.37.910,HF_wild_card,2022.2.4,Win32,2.222296299,59497c498fb2140001afda85,64d2fd46c836a06233681665,64dc7df8fbb02c379c4e5762,,,,,,,decisionTrl,resources/DB.BMP,resources/DR.BMP,Door4,0.34921875,-0.04296875,1,0,0,2.039,optionRight,60,275,1,4,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h43.37.910,HF_wild_card,2022.2.4,Win32,2.222296299,59497c498fb2140001afda85,64d2fd46c836a06233681665,64dc7df8fbb02c379c4e5762,,,,,,,ctch,resources/DP.BMP,resources/DB.BMP,Door3,0.299739583,-0.010416667,1,0,0,4.056,optionRight,70,345,1,5,0,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h43.37.910,HF_wild_card,2022.2.4,Win32,2.222296299,59497c498fb2140001afda85,64d2fd46c836a06233681665,64dc7df8fbb02c379c4e5762,,,,,,,decisionTrl,resources/DR.BMP,resources/DB.BMP,Door4,-0.29140625,-0.067708333,1,0,0,5.6656,optionLeft,60,405,1,6,0,6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
