Condition,Low fixed image (Door1),Low risky image (Door2),High fixed image (Door3),High risky image (Door4),Extreme Wild Card,NonExtreme Wild Card,,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,Trial Type,Left Option Image,Right Option Image,Chosen Door,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,Feedback,Cumulative Reward,Block,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,trial.ran,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,Money conversion,First Outcome Reported,Shown Door (First Outcome),Displayed Image (First Outcome),outcomes.thisRepN,outcomes.thisTrialN,outcomes.thisN,outcomes.thisIndex,outcomes.ran,judgments.thisRepN,judgments.thisTrialN,judgments.thisN,judgments.thisIndex,judgments.ran,freqMouse.x,freqMouse.y,freqMouse.leftButton,freqMouse.midButton,freqMouse.rightButton,freqMouse.clicked_name,FQJ for first outcome,FQJ for second outcome,Shown Door,Displayed Image,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,judgBlock.thisRepN,judgBlock.thisTrialN,judgBlock.thisN,judgBlock.thisIndex,judgBlock.ran
0,resources/DP.BMP,resources/DBN.BMP,resources/DY.BMP,resources/DG.BMP,resources/DR.BMP,resources/DB.BMP,,2023-08-16_08h50.43.291,HF_wild_card,2022.2.4,Win32,59.99160118,63d12557d1c4aa48a49259ee,64d2fd46c836a06233681665,64dc7f2b274cd767a5864794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h50.43.291,HF_wild_card,2022.2.4,Win32,59.99160118,63d12557d1c4aa48a49259ee,64d2fd46c836a06233681665,64dc7f2b274cd767a5864794,0.00625,-0.421527799,1,0,0,agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h50.43.291,HF_wild_card,2022.2.4,Win32,59.99160118,63d12557d1c4aa48a49259ee,64d2fd46c836a06233681665,64dc7f2b274cd767a5864794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h50.43.291,HF_wild_card,2022.2.4,Win32,59.99160118,63d12557d1c4aa48a49259ee,64d2fd46c836a06233681665,64dc7f2b274cd767a5864794,,,,,,,sngl,resources/Empty.png,resources/DR.BMP,WildCard_Ex,0.415277863,-0.040972265,1,0,0,3.3149,optionRight,95,95,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h50.43.291,HF_wild_card,2022.2.4,Win32,59.99160118,63d12557d1c4aa48a49259ee,64d2fd46c836a06233681665,64dc7f2b274cd767a5864794,,,,,,,sngl,resources/DP.BMP,resources/Empty.png,Door1,-0.4125,-0.024305566,1,0,0,1.0255,optionLeft,30,125,1,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h50.43.291,HF_wild_card,2022.2.4,Win32,59.99160118,63d12557d1c4aa48a49259ee,64d2fd46c836a06233681665,64dc7f2b274cd767a5864794,,,,,,,decisionTrl,resources/DY.BMP,resources/DG.BMP,Door3,-0.330555534,-0.051388931,1,0,0,1.5925,optionLeft,70,195,1,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h50.43.291,HF_wild_card,2022.2.4,Win32,59.99160118,63d12557d1c4aa48a49259ee,64d2fd46c836a06233681665,64dc7f2b274cd767a5864794,,,,,,,sngl,resources/DY.BMP,resources/Empty.png,Door3,-0.341666667,-0.040972265,1,0,0,1.2269,optionLeft,70,265,1,3,0,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h50.43.291,HF_wild_card,2022.2.4,Win32,59.99160118,63d12557d1c4aa48a49259ee,64d2fd46c836a06233681665,64dc7f2b274cd767a5864794,,,,,,,decisionTrl,resources/DR.BMP,resources/DY.BMP,WildCard_Ex,-0.477083333,-0.019444466,1,0,0,2.284,optionLeft,95,360,1,4,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h50.43.291,HF_wild_card,2022.2.4,Win32,59.99160118,63d12557d1c4aa48a49259ee,64d2fd46c836a06233681665,64dc7f2b274cd767a5864794,,,,,,,decisionTrl,resources/DP.BMP,resources/DBN.BMP,Door2,0.491666667,0.027083333,1,0,0,2.3315,optionRight,40,400,1,5,0,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h50.43.291,HF_wild_card,2022.2.4,Win32,59.99160118,63d12557d1c4aa48a49259ee,64d2fd46c836a06233681665,64dc7f2b274cd767a5864794,,,,,,,sngl,resources/DR.BMP,resources/Empty.png,WildCard_Ex,-0.363194434,-0.064583333,1,0,0,1.1091,optionLeft,5,405,1,6,0,6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
