Condition,Low fixed image (Door1),Low risky image (Door2),High fixed image (Door3),High risky image (Door4),Extreme Wild Card,NonExtreme Wild Card,,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,Trial Type,Left Option Image,Right Option Image,Chosen Door,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,Feedback,Cumulative Reward,Block,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,trial.ran
1,resources/DB.BMP,resources/DG.BMP,resources/DP.BMP,resources/DR.BMP,resources/DY.BMP,resources/DBN.BMP,,2023-08-16_08h50.40,HF_wild_card,2022.2.4,MacIntel,57.47126437,57faccc03073510001230cfc,64d2fd46c836a06233681665,64dc7e44be06836382732687,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h50.40,HF_wild_card,2022.2.4,MacIntel,57.47126437,57faccc03073510001230cfc,64d2fd46c836a06233681665,64dc7e44be06836382732687,0.013293944,-0.421713442,1,0,0,agree,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h50.40,HF_wild_card,2022.2.4,MacIntel,57.47126437,57faccc03073510001230cfc,64d2fd46c836a06233681665,64dc7e44be06836382732687,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h50.40,HF_wild_card,2022.2.4,MacIntel,57.47126437,57faccc03073510001230cfc,64d2fd46c836a06233681665,64dc7e44be06836382732687,,,,,,,decisionTrl,resources/DR.BMP,resources/DBN.BMP,Door4,-0.264401773,-0.146971935,1,0,0,2.093,optionLeft,80,80,1,0,0,0,0,1
,,,,,,,,2023-08-16_08h50.40,HF_wild_card,2022.2.4,MacIntel,57.47126437,57faccc03073510001230cfc,64d2fd46c836a06233681665,64dc7e44be06836382732687,,,,,,,decisionTrl,resources/DBN.BMP,resources/DG.BMP,Door2,0.345642541,-0.012555391,1,0,0,2.155,optionRight,40,120,1,1,0,1,0,1
,,,,,,,,2023-08-16_08h50.40,HF_wild_card,2022.2.4,MacIntel,57.47126437,57faccc03073510001230cfc,64d2fd46c836a06233681665,64dc7e44be06836382732687,,,,,,,decisionTrl,resources/DP.BMP,resources/DR.BMP,Door3,-0.228951256,-0.003692762,1,0,0,2.21,optionLeft,70,190,1,2,0,2,0,1
,,,,,,,,2023-08-16_08h50.40,HF_wild_card,2022.2.4,MacIntel,57.47126437,57faccc03073510001230cfc,64d2fd46c836a06233681665,64dc7e44be06836382732687,,,,,,,ctch,resources/DG.BMP,resources/DP.BMP,Door3,0.265878877,0.025849335,1,0,0,2.564,optionRight,70,260,1,3,0,3,0,1
,,,,,,,,2023-08-16_08h50.40,HF_wild_card,2022.2.4,MacIntel,57.47126437,57faccc03073510001230cfc,64d2fd46c836a06233681665,64dc7e44be06836382732687,,,,,,,ctch,resources/DR.BMP,resources/DB.BMP,Door4,0,0.016986706,1,0,0,0.176,optionLeft,80,340,1,4,0,4,0,1
,,,,,,,,2023-08-16_08h50.40,HF_wild_card,2022.2.4,MacIntel,57.47126437,57faccc03073510001230cfc,64d2fd46c836a06233681665,64dc7e44be06836382732687,,,,,,,decisionTrl,resources/DBN.BMP,resources/DP.BMP,Door3,0.295420975,-0.09084195,1,0,0,1.621,optionRight,70,410,1,5,0,5,0,1
,,,,,,,,2023-08-16_08h50.40,HF_wild_card,2022.2.4,MacIntel,57.47126437,57faccc03073510001230cfc,64d2fd46c836a06233681665,64dc7e44be06836382732687,,,,,,,decisionTrl,resources/DB.BMP,resources/DG.BMP,Door2,0.41211226,-0.048005908,1,0,0,1.443,optionRight,40,450,1,6,0,6,0,1
,,,,,,,,2023-08-16_08h50.40,HF_wild_card,2022.2.4,MacIntel,57.47126437,57faccc03073510001230cfc,64d2fd46c836a06233681665,64dc7e44be06836382732687,,,,,,,decisionTrl,resources/DG.BMP,resources/DB.BMP,Door2,-0.40620384,0.014032496,1,0,0,1.456,optionLeft,40,490,1,7,0,7,0,1
,,,,,,,,2023-08-16_08h50.40,HF_wild_card,2022.2.4,MacIntel,57.47126437,57faccc03073510001230cfc,64d2fd46c836a06233681665,64dc7e44be06836382732687,,,,,,,sngl,resources/Empty.png,resources/DR.BMP,Door4,0.425406204,-0.008124077,1,0,0,0.944,optionRight,60,550,1,8,0,8,0,1
,,,,,,,,2023-08-16_08h50.40,HF_wild_card,2022.2.4,MacIntel,57.47126437,57faccc03073510001230cfc,64d2fd46c836a06233681665,64dc7e44be06836382732687,,,,,,,sngl,resources/DBN.BMP,resources/Empty.png,WildCard_NonEx,-0.276218612,0.02732644,1,0,0,1.95,optionLeft,55,605,1,9,0,9,0,1
,,,,,,,,2023-08-16_08h50.40,HF_wild_card,2022.2.4,MacIntel,57.47126437,57faccc03073510001230cfc,64d2fd46c836a06233681665,64dc7e44be06836382732687,,,,,,,sngl,resources/DB.BMP,resources/Empty.png,Door1,-0.339734121,-0.014032496,1,0,0,1.864,optionLeft,30,635,1,10,0,10,0,1
,,,,,,,,2023-08-16_08h50.40,HF_wild_card,2022.2.4,MacIntel,57.47126437,57faccc03073510001230cfc,64d2fd46c836a06233681665,64dc7e44be06836382732687,,,,,,,decisionTrl,resources/DB.BMP,resources/DG.BMP,Door2,0.361890694,-0.009601182,1,0,0,1.401,optionRight,20,655,1,11,0,11,0,1
,,,,,,,,2023-08-16_08h50.40,HF_wild_card,2022.2.4,MacIntel,57.47126437,57faccc03073510001230cfc,64d2fd46c836a06233681665,64dc7e44be06836382732687,,,,,,,sngl,resources/DP.BMP,resources/Empty.png,Door3,-0.387001477,0.02437223,1,0,0,1.878,optionLeft,70,725,1,12,0,12,0,1
,,,,,,,,2023-08-16_08h50.40,HF_wild_card,2022.2.4,MacIntel,57.47126437,57faccc03073510001230cfc,64d2fd46c836a06233681665,64dc7e44be06836382732687,,,,,,,decisionTrl,resources/DR.BMP,resources/DP.BMP,Door4,-0.29394387,0.002215657,1,0,0,1.243,optionLeft,60,785,1,13,0,13,0,1
,,,,,,,,2023-08-16_08h50.40,HF_wild_card,2022.2.4,MacIntel,57.47126437,57faccc03073510001230cfc,64d2fd46c836a06233681665,64dc7e44be06836382732687,,,,,,,decisionTrl,resources/DG.BMP,resources/DB.BMP,Door2,-0.387001477,-0.011078287,1,0,0,1.879,optionLeft,20,805,1,14,0,14,0,1
,,,,,,,,2023-08-16_08h50.40,HF_wild_card,2022.2.4,MacIntel,57.47126437,57faccc03073510001230cfc,64d2fd46c836a06233681665,64dc7e44be06836382732687,,,,,,,ctch,resources/DR.BMP,resources/DB.BMP,Door4,-0.353028065,-0.015509601,1,0,0,1.282,optionLeft,60,865,1,15,0,15,0,1
