Condition,Low fixed image (Door1),Low risky image (Door2),High fixed image (Door3),High risky image (Door4),NonExtreme Wild Card 1,NonExtreme Wild Card 2,,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,Trial Type,Left Option Image,Right Option Image,Chosen Door,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,Feedback,Cumulative Reward,Block,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,trial.ran,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,Money conversion,First Outcome Reported,Shown Door (First Outcome),Displayed Image (First Outcome),outcomes.thisRepN,outcomes.thisTrialN,outcomes.thisN,outcomes.thisIndex,outcomes.ran,judgments.thisRepN,judgments.thisTrialN,judgments.thisN,judgments.thisIndex,judgments.ran,freqMouse.x,freqMouse.y,freqMouse.leftButton,freqMouse.midButton,freqMouse.rightButton,freqMouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,FQJ for first outcome,FQJ for second outcome,Shown Door,Displayed Image,judgBlock.thisRepN,judgBlock.thisTrialN,judgBlock.thisN,judgBlock.thisIndex,judgBlock.ran
2,resources/DY.BMP,resources/DBN.BMP,resources/DB.BMP,resources/DG.BMP,resources/DP.BMP,resources/DR.BMP,,2023-08-16_08h49.55.515,HF_wild_card,2022.2.4,Win32,64.17661404,60a3e2171e2b64e740408760,64d2fd46c836a06233681665,64dc7f0e55301b020c696235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h49.55.515,HF_wild_card,2022.2.4,Win32,64.17661404,60a3e2171e2b64e740408760,64d2fd46c836a06233681665,64dc7f0e55301b020c696235,0.002916718,-0.42592598,1,0,0,agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h49.55.515,HF_wild_card,2022.2.4,Win32,64.17661404,60a3e2171e2b64e740408760,64d2fd46c836a06233681665,64dc7f0e55301b020c696235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h49.55.515,HF_wild_card,2022.2.4,Win32,64.17661404,60a3e2171e2b64e740408760,64d2fd46c836a06233681665,64dc7f0e55301b020c696235,,,,,,,ctch,resources/DG.BMP,resources/DY.BMP,Door1,0.238101883,-0.160185242,1,0,0,2.6668,optionRight,30,30,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h49.55.515,HF_wild_card,2022.2.4,Win32,64.17661404,60a3e2171e2b64e740408760,64d2fd46c836a06233681665,64dc7f0e55301b020c696235,,,,,,,ctch,resources/DBN.BMP,resources/DB.BMP,Door2,-0.224861069,-0.037037048,1,0,0,1.4127,optionLeft,40,70,1,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h49.55.515,HF_wild_card,2022.2.4,Win32,64.17661404,60a3e2171e2b64e740408760,64d2fd46c836a06233681665,64dc7f0e55301b020c696235,,,,,,,decisionTrl,resources/DY.BMP,resources/DBN.BMP,Door2,0.284398193,0.009259224,1,0,0,2.4116,optionRight,40,110,1,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h49.55.515,HF_wild_card,2022.2.4,Win32,64.17661404,60a3e2171e2b64e740408760,64d2fd46c836a06233681665,64dc7f0e55301b020c696235,,,,,,,decisionTrl,resources/DR.BMP,resources/DB.BMP,WildCard_NonEx,-0.396157379,0.034259224,1,0,0,3.5787,optionLeft,45,155,1,3,0,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h49.55.515,HF_wild_card,2022.2.4,Win32,64.17661404,60a3e2171e2b64e740408760,64d2fd46c836a06233681665,64dc7f0e55301b020c696235,,,,,,,decisionTrl,resources/DB.BMP,resources/DR.BMP,Door3,-0.348009224,-0.072222252,1,0,0,1.9625,optionLeft,70,225,1,4,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h49.55.515,HF_wild_card,2022.2.4,Win32,64.17661404,60a3e2171e2b64e740408760,64d2fd46c836a06233681665,64dc7f0e55301b020c696235,,,,,,,decisionTrl,resources/DB.BMP,resources/DG.BMP,Door3,-0.360972252,-0.06296299,1,0,0,2.5291,optionLeft,70,295,1,5,0,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h49.55.515,HF_wild_card,2022.2.4,Win32,64.17661404,60a3e2171e2b64e740408760,64d2fd46c836a06233681665,64dc7f0e55301b020c696235,,,,,,,sngl,resources/DG.BMP,resources/Empty.png,Door4,-0.295231438,-0.032407417,1,0,0,1.2285,optionLeft,80,375,1,6,0,6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
