Condition,Low fixed image (Door1),Low risky image (Door2),High fixed image (Door3),High risky image (Door4),Extreme Wild Card,NonExtreme Wild Card,,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID
1,resources/DB.BMP,resources/DG.BMP,resources/DBN.BMP,resources/DR.BMP,resources/DY.BMP,resources/DP.BMP,597fc43e413c2300012916f1,2023-08-16_08h32.37.348,HF_wild_card,2022.2.4,Linux x86_64,59.93048064,597fc43e413c2300012916f1,64d2fd46c836a06233681665,64dc7b20850f3faebf8bce49
