Condition,Low fixed image (Door1),Low risky image (Door2),High fixed image (Door3),High risky image (Door4),NonExtreme Wild Card 1,NonExtreme Wild Card 2,,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,Trial Type,Left Option Image,Right Option Image,Chosen Door,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,Feedback,Cumulative Reward,Block,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,trial.ran
2,resources/DBN.BMP,resources/DR.BMP,resources/DB.BMP,resources/DP.BMP,resources/DG.BMP,resources/DY.BMP,,2023-08-16_08h25.00.695,HF_wild_card,2022.2.4,Linux armv81,30.00660145,5bbbf217a83521000173d9df,64d2fd46c836a06233681665,64dc79b32f499cfdb18bcdf9,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h25.00.695,HF_wild_card,2022.2.4,Linux armv81,30.00660145,5bbbf217a83521000173d9df,64d2fd46c836a06233681665,64dc79b32f499cfdb18bcdf9,0.018810643,-0.418883092,1,0,0,agree,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h25.00.695,HF_wild_card,2022.2.4,Linux armv81,30.00660145,5bbbf217a83521000173d9df,64d2fd46c836a06233681665,64dc79b32f499cfdb18bcdf9,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h25.00.695,HF_wild_card,2022.2.4,Linux armv81,30.00660145,5bbbf217a83521000173d9df,64d2fd46c836a06233681665,64dc79b32f499cfdb18bcdf9,,,,,,,decisionTrl,resources/DP.BMP,resources/DY.BMP,Door4,-0.009957989,-0.472733581,1,0,0,2.2033,optionLeft,80,80,1,0,0,0,0,1
,,,,,,,,2023-08-16_08h25.00.695,HF_wild_card,2022.2.4,Linux armv81,30.00660145,5bbbf217a83521000173d9df,64d2fd46c836a06233681665,64dc79b32f499cfdb18bcdf9,,,,,,,ctch,resources/DR.BMP,resources/DB.BMP,Door2,-0.148440611,-0.230257053,1,0,0,5.3614,optionLeft,20,100,1,1,0,1,0,1
,,,,,,,,2023-08-16_08h25.00.695,HF_wild_card,2022.2.4,Linux armv81,30.00660145,5bbbf217a83521000173d9df,64d2fd46c836a06233681665,64dc79b32f499cfdb18bcdf9,,,,,,,decisionTrl,resources/DB.BMP,resources/DP.BMP,Door4,0.680301555,-0.272184798,1,0,0,1.2814,optionRight,80,180,1,2,0,2,0,1
,,,,,,,,2023-08-16_08h25.00.695,HF_wild_card,2022.2.4,Linux armv81,30.00660145,5bbbf217a83521000173d9df,64d2fd46c836a06233681665,64dc79b32f499cfdb18bcdf9,,,,,,,sngl,resources/DY.BMP,resources/Empty.png,WildCard_NonEx,-0.248905663,-0.285591718,1,0,0,5.6705,optionLeft,45,225,1,3,0,3,0,1
,,,,,,,,2023-08-16_08h25.00.695,HF_wild_card,2022.2.4,Linux armv81,30.00660145,5bbbf217a83521000173d9df,64d2fd46c836a06233681665,64dc79b32f499cfdb18bcdf9,,,,,,,sngl,resources/DR.BMP,resources/Empty.png,Door2,-0.227507286,-0.249162767,1,0,0,3.111,optionLeft,40,265,1,4,0,4,0,1
,,,,,,,,2023-08-16_08h25.00.695,HF_wild_card,2022.2.4,Linux armv81,30.00660145,5bbbf217a83521000173d9df,64d2fd46c836a06233681665,64dc79b32f499cfdb18bcdf9,,,,,,,sngl,resources/DBN.BMP,resources/Empty.png,Door1,-0.263396995,0.170243717,1,0,0,4.3902,optionLeft,30,295,1,5,0,5,0,1
,,,,,,,,2023-08-16_08h25.00.695,HF_wild_card,2022.2.4,Linux armv81,30.00660145,5bbbf217a83521000173d9df,64d2fd46c836a06233681665,64dc79b32f499cfdb18bcdf9,,,,,,,decisionTrl,resources/DR.BMP,resources/DBN.BMP,Door1,0.232288398,-0.276518368,1,0,0,8.7864,optionRight,30,325,1,6,0,6,0,1
,,,,,,,,2023-08-16_08h25.00.695,HF_wild_card,2022.2.4,Linux armv81,30.00660145,5bbbf217a83521000173d9df,64d2fd46c836a06233681665,64dc79b32f499cfdb18bcdf9,,,,,,,ctch,resources/DR.BMP,resources/DB.BMP,Door2,-0.528981662,0.040778929,1,0,0,7.1831,optionLeft,40,365,1,7,0,7,0,1
,,,,,,,,2023-08-16_08h25.00.695,HF_wild_card,2022.2.4,Linux armv81,30.00660145,5bbbf217a83521000173d9df,64d2fd46c836a06233681665,64dc79b32f499cfdb18bcdf9,,,,,,,decisionTrl,resources/DY.BMP,resources/DB.BMP,WildCard_NonEx,-0.384609704,0.146002982,1,0,0,7.8283,optionLeft,55,420,1,8,0,8,0,1
