Condition,Low fixed image (Door1),Low risky image (Door2),High fixed image (Door3),High risky image (Door4),Extreme Wild Card,NonExtreme Wild Card,,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID
0,resources/DBN.BMP,resources/DG.BMP,resources/DP.BMP,resources/DB.BMP,resources/DY.BMP,resources/DR.BMP,,2023-08-03_06h14.03.822,HF_wild_card,2022.2.4,Linux armv81,30.12048193,55e56224c70c7a00112a6565,64b543b0a84ad6ab4a25b86a,64cb378ac069a8412117aa1c
