Condition,Low fixed image (Door1),Low risky image (Door2),High fixed image (Door3),High risky image (Door4),NonExtreme Wild Card 1,NonExtreme Wild Card 2,,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,Trial Type,Left Option Image,Right Option Image,Chosen Door,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,Feedback,Cumulative Reward,Block,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,trial.ran
2,resources/DR.BMP,resources/DBN.BMP,resources/DP.BMP,resources/DG.BMP,resources/DB.BMP,resources/DY.BMP,,2023-08-16_08h54.07.607,HF_wild_card,2022.2.4,MacIntel,2.777777778,597a088221db3a00014176c3,64d2fd46c836a06233681665,64dc7f8ade80fc8d131f2163,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h54.07.607,HF_wild_card,2022.2.4,MacIntel,2.777777778,597a088221db3a00014176c3,64d2fd46c836a06233681665,64dc7f8ade80fc8d131f2163,0.011904762,-0.411904762,1,0,0,agree,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h54.07.607,HF_wild_card,2022.2.4,MacIntel,2.777777778,597a088221db3a00014176c3,64d2fd46c836a06233681665,64dc7f8ade80fc8d131f2163,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h54.07.607,HF_wild_card,2022.2.4,MacIntel,2.777777778,597a088221db3a00014176c3,64d2fd46c836a06233681665,64dc7f8ade80fc8d131f2163,,,,,,,decisionTrl,resources/DG.BMP,resources/DY.BMP,Door4,-0.276984127,-0.13968254,1,0,0,2.071,optionLeft,80,80,1,0,0,0,0,1
,,,,,,,,2023-08-16_08h54.07.607,HF_wild_card,2022.2.4,MacIntel,2.777777778,597a088221db3a00014176c3,64d2fd46c836a06233681665,64dc7f8ade80fc8d131f2163,,,,,,,decisionTrl,resources/DBN.BMP,resources/DY.BMP,Door2,-0.268253968,-0.065079365,1,0,0,1.427,optionLeft,20,100,1,1,0,1,0,1
,,,,,,,,2023-08-16_08h54.07.607,HF_wild_card,2022.2.4,MacIntel,2.777777778,597a088221db3a00014176c3,64d2fd46c836a06233681665,64dc7f8ade80fc8d131f2163,,,,,,,ctch,resources/DP.BMP,resources/DBN.BMP,Door3,-0.48968254,-0.026190476,1,0,0,1.026,optionLeft,70,170,1,2,0,2,0,1
,,,,,,,,2023-08-16_08h54.07.607,HF_wild_card,2022.2.4,MacIntel,2.777777778,597a088221db3a00014176c3,64d2fd46c836a06233681665,64dc7f8ade80fc8d131f2163,,,,,,,ctch,resources/DR.BMP,resources/DG.BMP,Door1,-0.40952381,-0.03968254,1,0,0,0.776,optionLeft,30,200,1,3,0,3,0,1
,,,,,,,,2023-08-16_08h54.07.607,HF_wild_card,2022.2.4,MacIntel,2.777777778,597a088221db3a00014176c3,64d2fd46c836a06233681665,64dc7f8ade80fc8d131f2163,,,,,,,sngl,resources/DP.BMP,resources/Empty.png,Door3,-0.395238095,-0.019047619,1,0,0,0.66,optionLeft,70,270,1,4,0,4,0,1
,,,,,,,,2023-08-16_08h54.07.607,HF_wild_card,2022.2.4,MacIntel,2.777777778,597a088221db3a00014176c3,64d2fd46c836a06233681665,64dc7f8ade80fc8d131f2163,,,,,,,sngl,resources/Empty.png,resources/DBN.BMP,Door2,0.357936508,-0.028571429,1,0,0,0.561,optionRight,20,290,1,5,0,5,0,1
,,,,,,,,2023-08-16_08h54.07.607,HF_wild_card,2022.2.4,MacIntel,2.777777778,597a088221db3a00014176c3,64d2fd46c836a06233681665,64dc7f8ade80fc8d131f2163,,,,,,,decisionTrl,resources/DP.BMP,resources/DG.BMP,Door3,-0.333333333,-0.01984127,1,0,0,0.694,optionLeft,70,360,1,6,0,6,0,1
,,,,,,,,2023-08-16_08h54.07.607,HF_wild_card,2022.2.4,MacIntel,2.777777778,597a088221db3a00014176c3,64d2fd46c836a06233681665,64dc7f8ade80fc8d131f2163,,,,,,,sngl,resources/Empty.png,resources/DP.BMP,Door3,0.384126984,-0.034126984,1,0,0,0.559,optionRight,70,430,1,7,0,7,0,1
,,,,,,,,2023-08-16_08h54.07.607,HF_wild_card,2022.2.4,MacIntel,2.777777778,597a088221db3a00014176c3,64d2fd46c836a06233681665,64dc7f8ade80fc8d131f2163,,,,,,,decisionTrl,resources/DG.BMP,resources/DP.BMP,Door4,-0.330952381,-0.014285714,1,0,0,0.611,optionLeft,60,490,1,8,0,8,0,1
,,,,,,,,2023-08-16_08h54.07.607,HF_wild_card,2022.2.4,MacIntel,2.777777778,597a088221db3a00014176c3,64d2fd46c836a06233681665,64dc7f8ade80fc8d131f2163,,,,,,,sngl,resources/DY.BMP,resources/Empty.png,WildCard_NonEx,-0.280952381,0.014285714,1,0,0,0.627,optionLeft,55,545,1,9,0,9,0,1
,,,,,,,,2023-08-16_08h54.07.607,HF_wild_card,2022.2.4,MacIntel,2.777777778,597a088221db3a00014176c3,64d2fd46c836a06233681665,64dc7f8ade80fc8d131f2163,,,,,,,decisionTrl,resources/DBN.BMP,resources/DR.BMP,Door1,0.268253968,-0.020634921,1,0,0,1.277,optionRight,30,575,1,10,0,10,0,1
,,,,,,,,2023-08-16_08h54.07.607,HF_wild_card,2022.2.4,MacIntel,2.777777778,597a088221db3a00014176c3,64d2fd46c836a06233681665,64dc7f8ade80fc8d131f2163,,,,,,,decisionTrl,resources/DR.BMP,resources/DBN.BMP,Door2,0.317460317,-0.017460317,1,0,0,0.66,optionRight,20,595,1,11,0,11,0,1
,,,,,,,,2023-08-16_08h54.07.607,HF_wild_card,2022.2.4,MacIntel,2.777777778,597a088221db3a00014176c3,64d2fd46c836a06233681665,64dc7f8ade80fc8d131f2163,,,,,,,decisionTrl,resources/DG.BMP,resources/DP.BMP,Door3,0.345238095,-0.024603175,1,0,0,1.477,optionRight,70,665,1,12,0,12,0,1
,,,,,,,,2023-08-16_08h54.07.607,HF_wild_card,2022.2.4,MacIntel,2.777777778,597a088221db3a00014176c3,64d2fd46c836a06233681665,64dc7f8ade80fc8d131f2163,,,,,,,decisionTrl,resources/DR.BMP,resources/DBN.BMP,Door1,-0.345238095,0.004761905,1,0,0,1.144,optionLeft,30,695,1,13,0,13,0,1
