Condition,Low fixed image (Door1),Low risky image (Door2),High fixed image (Door3),High risky image (Door4),NonExtreme Wild Card 1,NonExtreme Wild Card 2,,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,Trial Type,Left Option Image,Right Option Image,Chosen Door,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,Feedback,Cumulative Reward,Block,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,trial.ran,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,Money conversion,First Outcome Reported,Shown Door (First Outcome),Displayed Image (First Outcome),outcomes.thisRepN,outcomes.thisTrialN,outcomes.thisN,outcomes.thisIndex,outcomes.ran,judgments.thisRepN,judgments.thisTrialN,judgments.thisN,judgments.thisIndex,judgments.ran,freqMouse.x,freqMouse.y,freqMouse.leftButton,freqMouse.midButton,freqMouse.rightButton,freqMouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,FQJ for first outcome,FQJ for second outcome,Shown Door,Displayed Image,judgBlock.thisRepN,judgBlock.thisTrialN,judgBlock.thisN,judgBlock.thisIndex,judgBlock.ran
2,resources/DP.BMP,resources/DB.BMP,resources/DR.BMP,resources/DY.BMP,resources/DG.BMP,resources/DBN.BMP,,2023-08-16_08h53.16.229,HF_wild_card,2022.2.4,Win32,59.95203837,5ed934569883864994ac0b97,64d2fd46c836a06233681665,64dc7f853d6dee47b7f02f73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h53.16.229,HF_wild_card,2022.2.4,Win32,59.95203837,5ed934569883864994ac0b97,64d2fd46c836a06233681665,64dc7f853d6dee47b7f02f73,-0.002777778,-0.422222222,1,0,0,agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h53.16.229,HF_wild_card,2022.2.4,Win32,59.95203837,5ed934569883864994ac0b97,64d2fd46c836a06233681665,64dc7f853d6dee47b7f02f73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h53.16.229,HF_wild_card,2022.2.4,Win32,59.95203837,5ed934569883864994ac0b97,64d2fd46c836a06233681665,64dc7f853d6dee47b7f02f73,,,,,,,decisionTrl,resources/DR.BMP,resources/DBN.BMP,Door3,-0.325925926,-0.085185185,1,0,0,2.811,optionLeft,70,70,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h53.16.229,HF_wild_card,2022.2.4,Win32,59.95203837,5ed934569883864994ac0b97,64d2fd46c836a06233681665,64dc7f853d6dee47b7f02f73,,,,,,,decisionTrl,resources/DB.BMP,resources/DP.BMP,Door1,0.24537037,0.001851852,1,0,0,0.998,optionRight,30,100,1,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h53.16.229,HF_wild_card,2022.2.4,Win32,59.95203837,5ed934569883864994ac0b97,64d2fd46c836a06233681665,64dc7f853d6dee47b7f02f73,,,,,,,decisionTrl,resources/DY.BMP,resources/DR.BMP,Door4,-0.209259259,-0.035185185,1,0,0,0.699,optionLeft,80,180,1,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h53.16.229,HF_wild_card,2022.2.4,Win32,59.95203837,5ed934569883864994ac0b97,64d2fd46c836a06233681665,64dc7f853d6dee47b7f02f73,,,,,,,sngl,resources/Empty.png,resources/DP.BMP,Door1,0.393518519,0.014814815,1,0,0,0.565,optionRight,30,210,1,3,0,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h53.16.229,HF_wild_card,2022.2.4,Win32,59.95203837,5ed934569883864994ac0b97,64d2fd46c836a06233681665,64dc7f853d6dee47b7f02f73,,,,,,,sngl,resources/DBN.BMP,resources/Empty.png,WildCard_NonEx,-0.172222222,-0.006481481,1,0,0,0.598,optionLeft,55,265,1,4,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h53.16.229,HF_wild_card,2022.2.4,Win32,59.95203837,5ed934569883864994ac0b97,64d2fd46c836a06233681665,64dc7f853d6dee47b7f02f73,,,,,,,decisionTrl,resources/DY.BMP,resources/DR.BMP,Door4,-0.290740741,-0.010185185,1,0,0,0.832,optionLeft,60,325,1,5,0,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h53.16.229,HF_wild_card,2022.2.4,Win32,59.95203837,5ed934569883864994ac0b97,64d2fd46c836a06233681665,64dc7f853d6dee47b7f02f73,,,,,,,decisionTrl,resources/DR.BMP,resources/DY.BMP,Door4,0.3,0,1,0,0,0.781,optionRight,60,385,1,6,0,6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h53.16.229,HF_wild_card,2022.2.4,Win32,59.95203837,5ed934569883864994ac0b97,64d2fd46c836a06233681665,64dc7f853d6dee47b7f02f73,,,,,,,decisionTrl,resources/DR.BMP,resources/DY.BMP,Door3,-0.257407407,-0.012962963,1,0,0,0.583,optionLeft,70,455,1,7,0,7,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
