Condition,Low fixed image (Door1),Low risky image (Door2),High fixed image (Door3),High risky image (Door4),NonExtreme Wild Card 1,NonExtreme Wild Card 2,,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,Trial Type,Left Option Image,Right Option Image,Chosen Door,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,Feedback,Cumulative Reward,Block,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,trial.ran,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,Money conversion,First Outcome Reported,Shown Door (First Outcome),Displayed Image (First Outcome),outcomes.thisRepN,outcomes.thisTrialN,outcomes.thisN,outcomes.thisIndex,outcomes.ran,judgments.thisRepN,judgments.thisTrialN,judgments.thisN,judgments.thisIndex,judgments.ran,freqMouse.x,freqMouse.y,freqMouse.leftButton,freqMouse.midButton,freqMouse.rightButton,freqMouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,FQJ for first outcome,FQJ for second outcome,Shown Door,Displayed Image,judgBlock.thisRepN,judgBlock.thisTrialN,judgBlock.thisN,judgBlock.thisIndex,judgBlock.ran
2,resources/DG.BMP,resources/DR.BMP,resources/DB.BMP,resources/DY.BMP,resources/DP.BMP,resources/DBN.BMP,,2023-08-16_08h36.48.898,HF_wild_card,2022.2.4,Win32,60.0060006,610a879e6500d1d653b3da54,64d2fd46c836a06233681665,64dc7c7c88eef70a32feb17c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h36.48.898,HF_wild_card,2022.2.4,Win32,60.0060006,610a879e6500d1d653b3da54,64d2fd46c836a06233681665,64dc7c7c88eef70a32feb17c,0.013020833,-0.424479167,1,0,0,agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h36.48.898,HF_wild_card,2022.2.4,Win32,60.0060006,610a879e6500d1d653b3da54,64d2fd46c836a06233681665,64dc7c7c88eef70a32feb17c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h36.48.898,HF_wild_card,2022.2.4,Win32,60.0060006,610a879e6500d1d653b3da54,64d2fd46c836a06233681665,64dc7c7c88eef70a32feb17c,,,,,,,decisionTrl,resources/DB.BMP,resources/DY.BMP,Door3,-0.264322917,-0.111979167,1,0,0,3.4232,optionLeft,70,70,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h36.48.898,HF_wild_card,2022.2.4,Win32,60.0060006,610a879e6500d1d653b3da54,64d2fd46c836a06233681665,64dc7c7c88eef70a32feb17c,,,,,,,sngl,resources/Empty.png,resources/DBN.BMP,WildCard_NonEx,0.225260417,-0.08203125,1,0,0,2.0425,optionRight,55,125,1,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h36.48.898,HF_wild_card,2022.2.4,Win32,60.0060006,610a879e6500d1d653b3da54,64d2fd46c836a06233681665,64dc7c7c88eef70a32feb17c,,,,,,,decisionTrl,resources/DR.BMP,resources/DG.BMP,Door1,0.321614583,-0.06640625,1,0,0,1.6276,optionRight,30,155,1,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h36.48.898,HF_wild_card,2022.2.4,Win32,60.0060006,610a879e6500d1d653b3da54,64d2fd46c836a06233681665,64dc7c7c88eef70a32feb17c,,,,,,,decisionTrl,resources/DG.BMP,resources/DR.BMP,Door1,-0.270833333,-0.020833333,1,0,0,1.771,optionLeft,30,185,1,3,0,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h36.48.898,HF_wild_card,2022.2.4,Win32,60.0060006,610a879e6500d1d653b3da54,64d2fd46c836a06233681665,64dc7c7c88eef70a32feb17c,,,,,,,decisionTrl,resources/DB.BMP,resources/DY.BMP,Door3,-0.329427083,-0.02734375,1,0,0,1.9206,optionLeft,70,255,1,4,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h36.48.898,HF_wild_card,2022.2.4,Win32,60.0060006,610a879e6500d1d653b3da54,64d2fd46c836a06233681665,64dc7c7c88eef70a32feb17c,,,,,,,decisionTrl,resources/DY.BMP,resources/DB.BMP,Door3,0.354166667,-0.080729167,1,0,0,2.162,optionRight,70,325,1,5,0,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h36.48.898,HF_wild_card,2022.2.4,Win32,60.0060006,610a879e6500d1d653b3da54,64d2fd46c836a06233681665,64dc7c7c88eef70a32feb17c,,,,,,,decisionTrl,resources/DR.BMP,resources/DG.BMP,Door1,0.350260417,-0.015625,1,0,0,1.1294,optionRight,30,355,1,6,0,6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
