Condition,Low fixed image (Door1),Low risky image (Door2),High fixed image (Door3),High risky image (Door4),Extreme Wild Card,NonExtreme Wild Card,,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,Trial Type,Left Option Image,Right Option Image,Chosen Door,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,Feedback,Cumulative Reward,Block,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,trial.ran,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,Money conversion,First Outcome Reported,Shown Door (First Outcome),Displayed Image (First Outcome),outcomes.thisRepN,outcomes.thisTrialN,outcomes.thisN,outcomes.thisIndex,outcomes.ran,judgments.thisRepN,judgments.thisTrialN,judgments.thisN,judgments.thisIndex,judgments.ran,freqMouse.x,freqMouse.y,freqMouse.leftButton,freqMouse.midButton,freqMouse.rightButton,freqMouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,FQJ for first outcome,FQJ for second outcome,Shown Door,Displayed Image,judgBlock.thisRepN,judgBlock.thisTrialN,judgBlock.thisN,judgBlock.thisIndex,judgBlock.ran
1,resources/DBN.BMP,resources/DR.BMP,resources/DY.BMP,resources/DB.BMP,resources/DG.BMP,resources/DP.BMP,,2023-08-16_08h43.13.268,HF_wild_card,2022.2.4,MacIntel,60.0024001,5fbc110869611208d6fd29da,64d2fd46c836a06233681665,64dc7defc2a18053d6b5d4cb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h43.13.268,HF_wild_card,2022.2.4,MacIntel,60.0024001,5fbc110869611208d6fd29da,64d2fd46c836a06233681665,64dc7defc2a18053d6b5d4cb,-0.006517266,-0.423257311,1,0,0,agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h43.13.268,HF_wild_card,2022.2.4,MacIntel,60.0024001,5fbc110869611208d6fd29da,64d2fd46c836a06233681665,64dc7defc2a18053d6b5d4cb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h43.13.268,HF_wild_card,2022.2.4,MacIntel,60.0024001,5fbc110869611208d6fd29da,64d2fd46c836a06233681665,64dc7defc2a18053d6b5d4cb,,,,,,,sngl,resources/DP.BMP,resources/Empty.png,WildCard_NonEx,-0.399039341,-0.085037028,1,0,0,5.3547,optionLeft,55,55,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h43.13.268,HF_wild_card,2022.2.4,MacIntel,60.0024001,5fbc110869611208d6fd29da,64d2fd46c836a06233681665,64dc7defc2a18053d6b5d4cb,,,,,,,decisionTrl,resources/DB.BMP,resources/DY.BMP,Door3,0.406345757,-0.051992018,1,0,0,2.6319,optionRight,70,125,1,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h43.13.268,HF_wild_card,2022.2.4,MacIntel,60.0024001,5fbc110869611208d6fd29da,64d2fd46c836a06233681665,64dc7defc2a18053d6b5d4cb,,,,,,,sngl,resources/Empty.png,resources/DB.BMP,Door4,0.389249132,-0.040335456,1,0,0,2.2258,optionRight,60,185,1,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h43.13.268,HF_wild_card,2022.2.4,MacIntel,60.0024001,5fbc110869611208d6fd29da,64d2fd46c836a06233681665,64dc7defc2a18053d6b5d4cb,,,,,,,ctch,resources/DB.BMP,resources/DBN.BMP,Door4,-0.444419793,-0.074944051,1,0,0,2.2974,optionLeft,80,265,1,3,0,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h43.13.268,HF_wild_card,2022.2.4,MacIntel,60.0024001,5fbc110869611208d6fd29da,64d2fd46c836a06233681665,64dc7defc2a18053d6b5d4cb,,,,,,,decisionTrl,resources/DP.BMP,resources/DB.BMP,WildCard_NonEx,-0.391666802,-0.085431722,1,0,0,2.1131,optionLeft,55,320,1,4,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h43.13.268,HF_wild_card,2022.2.4,MacIntel,60.0024001,5fbc110869611208d6fd29da,64d2fd46c836a06233681665,64dc7defc2a18053d6b5d4cb,,,,,,,decisionTrl,resources/DR.BMP,resources/DP.BMP,WildCard_NonEx,0.449145643,-0.04640096,1,0,0,2.5542,optionRight,55,375,1,5,0,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h43.13.268,HF_wild_card,2022.2.4,MacIntel,60.0024001,5fbc110869611208d6fd29da,64d2fd46c836a06233681665,64dc7defc2a18053d6b5d4cb,,,,,,,decisionTrl,resources/DBN.BMP,resources/DR.BMP,Door2,0.36265191,-0.030545112,1,0,0,2.8261,optionRight,40,415,1,6,0,6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
