Condition,Low fixed image (Door1),Low risky image (Door2),High fixed image (Door3),High risky image (Door4),NonExtreme Wild Card 1,NonExtreme Wild Card 2,,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,Trial Type,Left Option Image,Right Option Image,Chosen Door,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,Feedback,Cumulative Reward,Block,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,trial.ran,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,Money conversion,First Outcome Reported,Shown Door (First Outcome),Displayed Image (First Outcome),outcomes.thisRepN,outcomes.thisTrialN,outcomes.thisN,outcomes.thisIndex,outcomes.ran,judgments.thisRepN,judgments.thisTrialN,judgments.thisN,judgments.thisIndex,judgments.ran,freqMouse.x,freqMouse.y,freqMouse.leftButton,freqMouse.midButton,freqMouse.rightButton,freqMouse.clicked_name,FQJ for first outcome,FQJ for second outcome,Shown Door,Displayed Image,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,judgBlock.thisRepN,judgBlock.thisTrialN,judgBlock.thisN,judgBlock.thisIndex,judgBlock.ran
2,resources/DB.BMP,resources/DR.BMP,resources/DP.BMP,resources/DBN.BMP,resources/DG.BMP,resources/DY.BMP,,2023-08-16_08h50.54.262,HF_wild_card,2022.2.4,Win32,59.85515054,6384d247abd7c0f44276bfab,64d2fd46c836a06233681665,64dc7fb882aaae7350779d87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h50.54.262,HF_wild_card,2022.2.4,Win32,59.85515054,6384d247abd7c0f44276bfab,64d2fd46c836a06233681665,64dc7fb882aaae7350779d87,0.001851852,-0.414814815,1,0,0,agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h50.54.262,HF_wild_card,2022.2.4,Win32,59.85515054,6384d247abd7c0f44276bfab,64d2fd46c836a06233681665,64dc7fb882aaae7350779d87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h50.54.262,HF_wild_card,2022.2.4,Win32,59.85515054,6384d247abd7c0f44276bfab,64d2fd46c836a06233681665,64dc7fb882aaae7350779d87,,,,,,,ctch,resources/DBN.BMP,resources/DB.BMP,Door4,-0.419444444,0.015740741,1,0,0,3.9419,optionLeft,60,60,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h50.54.262,HF_wild_card,2022.2.4,Win32,59.85515054,6384d247abd7c0f44276bfab,64d2fd46c836a06233681665,64dc7fb882aaae7350779d87,,,,,,,decisionTrl,resources/DBN.BMP,resources/DP.BMP,Door4,-0.300925926,0.034259259,1,0,0,3.3308,optionLeft,60,120,1,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h50.54.262,HF_wild_card,2022.2.4,Win32,59.85515054,6384d247abd7c0f44276bfab,64d2fd46c836a06233681665,64dc7fb882aaae7350779d87,,,,,,,sngl,resources/DP.BMP,resources/Empty.png,Door3,-0.381481481,-0.007407407,1,0,0,1.0473,optionLeft,70,190,1,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h50.54.262,HF_wild_card,2022.2.4,Win32,59.85515054,6384d247abd7c0f44276bfab,64d2fd46c836a06233681665,64dc7fb882aaae7350779d87,,,,,,,decisionTrl,resources/DBN.BMP,resources/DY.BMP,WildCard_NonEx,0.334259259,-0.025925926,1,0,0,1.3306,optionRight,55,245,1,3,0,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h50.54.262,HF_wild_card,2022.2.4,Win32,59.85515054,6384d247abd7c0f44276bfab,64d2fd46c836a06233681665,64dc7fb882aaae7350779d87,,,,,,,sngl,resources/Empty.png,resources/DP.BMP,Door3,0.394444444,-0.011111111,1,0,0,0.6636,optionRight,70,315,1,4,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h50.54.262,HF_wild_card,2022.2.4,Win32,59.85515054,6384d247abd7c0f44276bfab,64d2fd46c836a06233681665,64dc7fb882aaae7350779d87,,,,,,,decisionTrl,resources/DY.BMP,resources/DP.BMP,WildCard_NonEx,-0.238888889,-0.147222222,1,0,0,2.6975,optionLeft,45,360,1,5,0,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h50.54.262,HF_wild_card,2022.2.4,Win32,59.85515054,6384d247abd7c0f44276bfab,64d2fd46c836a06233681665,64dc7fb882aaae7350779d87,,,,,,,decisionTrl,resources/DY.BMP,resources/DBN.BMP,Door4,0.243518519,0.010185185,1,0,0,1.3639,optionRight,80,440,1,6,0,6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
