Condition,Low fixed image (Door1),Low risky image (Door2),High fixed image (Door3),High risky image (Door4),NonExtreme Wild Card 1,NonExtreme Wild Card 2,,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,Trial Type,Left Option Image,Right Option Image,Chosen Door,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,Feedback,Cumulative Reward,Block,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,trial.ran
2,resources/DG.BMP,resources/DB.BMP,resources/DP.BMP,resources/DR.BMP,resources/DBN.BMP,resources/DY.BMP,,2023-08-03_06h05.33.256,HF_wild_card,2022.2.4,Win32,60.0132029,5a93dea4b5e2110001c67a1f,64b543b0a84ad6ab4a25b86a,64cb35881a8ee5615bd15ce9,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-03_06h05.33.256,HF_wild_card,2022.2.4,Win32,60.0132029,5a93dea4b5e2110001c67a1f,64b543b0a84ad6ab4a25b86a,64cb35881a8ee5615bd15ce9,0.007127193,-0.420504386,1,0,0,agree,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-03_06h05.33.256,HF_wild_card,2022.2.4,Win32,60.0132029,5a93dea4b5e2110001c67a1f,64b543b0a84ad6ab4a25b86a,64cb35881a8ee5615bd15ce9,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-03_06h05.33.256,HF_wild_card,2022.2.4,Win32,60.0132029,5a93dea4b5e2110001c67a1f,64b543b0a84ad6ab4a25b86a,64cb35881a8ee5615bd15ce9,,,,,,,decisionTrl,resources/DY.BMP,resources/DR.BMP,WildCard_NonEx,-0.121710526,-0.072916667,1,0,0,1.5166,optionLeft,55,55,1,0,0,0,0,1
,,,,,,,,2023-08-03_06h05.33.256,HF_wild_card,2022.2.4,Win32,60.0132029,5a93dea4b5e2110001c67a1f,64b543b0a84ad6ab4a25b86a,64cb35881a8ee5615bd15ce9,,,,,,,decisionTrl,resources/DP.BMP,resources/DY.BMP,Door3,-0.29495614,-0.059758772,1,0,0,1.277,optionLeft,70,125,1,1,0,1,0,1
,,,,,,,,2023-08-03_06h05.33.256,HF_wild_card,2022.2.4,Win32,60.0132029,5a93dea4b5e2110001c67a1f,64b543b0a84ad6ab4a25b86a,64cb35881a8ee5615bd15ce9,,,,,,,sngl,resources/Empty.png,resources/DB.BMP,Door2,0.365679825,0.063048246,1,0,0,0.5451,optionRight,20,145,1,2,0,2,0,1
,,,,,,,,2023-08-03_06h05.33.256,HF_wild_card,2022.2.4,Win32,60.0132029,5a93dea4b5e2110001c67a1f,64b543b0a84ad6ab4a25b86a,64cb35881a8ee5615bd15ce9,,,,,,,sngl,resources/Empty.png,resources/DY.BMP,WildCard_NonEx,0.273574561,0.01370614,1,0,0,0.7277,optionRight,45,190,1,3,0,3,0,1
,,,,,,,,2023-08-03_06h05.33.256,HF_wild_card,2022.2.4,Win32,60.0132029,5a93dea4b5e2110001c67a1f,64b543b0a84ad6ab4a25b86a,64cb35881a8ee5615bd15ce9,,,,,,,decisionTrl,resources/DG.BMP,resources/DB.BMP,Door1,-0.337719298,-0.065789474,1,0,0,0.7103,optionLeft,30,220,1,4,0,4,0,1
,,,,,,,,2023-08-03_06h05.33.256,HF_wild_card,2022.2.4,Win32,60.0132029,5a93dea4b5e2110001c67a1f,64b543b0a84ad6ab4a25b86a,64cb35881a8ee5615bd15ce9,,,,,,,sngl,resources/Empty.png,resources/DR.BMP,Door4,0.208333333,0.020833333,1,0,0,0.6122,optionRight,60,280,1,5,0,5,0,1
,,,,,,,,2023-08-03_06h05.33.256,HF_wild_card,2022.2.4,Win32,60.0132029,5a93dea4b5e2110001c67a1f,64b543b0a84ad6ab4a25b86a,64cb35881a8ee5615bd15ce9,,,,,,,ctch,resources/DG.BMP,resources/DR.BMP,Door1,-0.268092105,-0.034539474,1,0,0,0.7032,optionLeft,30,310,1,6,0,6,0,1
,,,,,,,,2023-08-03_06h05.33.256,HF_wild_card,2022.2.4,Win32,60.0132029,5a93dea4b5e2110001c67a1f,64b543b0a84ad6ab4a25b86a,64cb35881a8ee5615bd15ce9,,,,,,,sngl,resources/DR.BMP,resources/Empty.png,Door4,-0.264254386,-0.053179825,1,0,0,0.8193,optionLeft,80,390,1,7,0,7,0,1
