Condition,Low fixed image (Door1),Low risky image (Door2),High fixed image (Door3),High risky image (Door4),Extreme Wild Card,NonExtreme Wild Card,,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,Trial Type,Left Option Image,Right Option Image,Chosen Door,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,Feedback,Cumulative Reward,Block,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,trial.ran
1,resources/DB.BMP,resources/DR.BMP,resources/DG.BMP,resources/DY.BMP,resources/DP.BMP,resources/DBN.BMP,,2023-08-06_08h18.50.345,HF_wild_card,2022.2.4,MacIntel,62.5,6163d1b02e574c402a1fd0f9,64ce5acb97489d65b14ecc7a,64cf4938f7e3ea2172b115d0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-06_08h18.50.345,HF_wild_card,2022.2.4,MacIntel,62.5,6163d1b02e574c402a1fd0f9,64ce5acb97489d65b14ecc7a,64cf4938f7e3ea2172b115d0,-0.00875,-0.42875,1,0,0,agree,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-06_08h18.50.345,HF_wild_card,2022.2.4,MacIntel,62.5,6163d1b02e574c402a1fd0f9,64ce5acb97489d65b14ecc7a,64cf4938f7e3ea2172b115d0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-06_08h18.50.345,HF_wild_card,2022.2.4,MacIntel,62.5,6163d1b02e574c402a1fd0f9,64ce5acb97489d65b14ecc7a,64cf4938f7e3ea2172b115d0,,,,,,,decisionTrl,resources/DB.BMP,resources/DR.BMP,Door2,0.3525,-0.105,1,0,0,5.036,optionRight,20,20,1,0,0,0,0,1
,,,,,,,,2023-08-06_08h18.50.345,HF_wild_card,2022.2.4,MacIntel,62.5,6163d1b02e574c402a1fd0f9,64ce5acb97489d65b14ecc7a,64cf4938f7e3ea2172b115d0,,,,,,,sngl,resources/DR.BMP,resources/Empty.png,Door2,-0.27,-0.08375,1,0,0,1.49,optionLeft,40,60,1,1,0,1,0,1
,,,,,,,,2023-08-06_08h18.50.345,HF_wild_card,2022.2.4,MacIntel,62.5,6163d1b02e574c402a1fd0f9,64ce5acb97489d65b14ecc7a,64cf4938f7e3ea2172b115d0,,,,,,,decisionTrl,resources/DR.BMP,resources/DBN.BMP,WildCard_NonEx,0.33625,-0.01875,1,0,0,2.191,optionRight,55,115,1,2,0,2,0,1
,,,,,,,,2023-08-06_08h18.50.345,HF_wild_card,2022.2.4,MacIntel,62.5,6163d1b02e574c402a1fd0f9,64ce5acb97489d65b14ecc7a,64cf4938f7e3ea2172b115d0,,,,,,,sngl,resources/DBN.BMP,resources/Empty.png,WildCard_NonEx,-0.24,-0.10625,1,0,0,1.26,optionLeft,45,160,1,3,0,3,0,1
,,,,,,,,2023-08-06_08h18.50.345,HF_wild_card,2022.2.4,MacIntel,62.5,6163d1b02e574c402a1fd0f9,64ce5acb97489d65b14ecc7a,64cf4938f7e3ea2172b115d0,,,,,,,decisionTrl,resources/DB.BMP,resources/DR.BMP,Door1,-0.29625,-0.1575,1,0,0,1.16,optionLeft,30,190,1,4,0,4,0,1
,,,,,,,,2023-08-06_08h18.50.345,HF_wild_card,2022.2.4,MacIntel,62.5,6163d1b02e574c402a1fd0f9,64ce5acb97489d65b14ecc7a,64cf4938f7e3ea2172b115d0,,,,,,,ctch,resources/DR.BMP,resources/DG.BMP,Door3,0.2525,0.0725,1,0,0,1.442,optionRight,70,260,1,5,0,5,0,1
,,,,,,,,2023-08-06_08h18.50.345,HF_wild_card,2022.2.4,MacIntel,62.5,6163d1b02e574c402a1fd0f9,64ce5acb97489d65b14ecc7a,64cf4938f7e3ea2172b115d0,,,,,,,sngl,resources/Empty.png,resources/DBN.BMP,WildCard_NonEx,0.33,-0.0075,1,0,0,1.026,optionRight,45,305,1,6,0,6,0,1
,,,,,,,,2023-08-06_08h18.50.345,HF_wild_card,2022.2.4,MacIntel,62.5,6163d1b02e574c402a1fd0f9,64ce5acb97489d65b14ecc7a,64cf4938f7e3ea2172b115d0,,,,,,,sngl,resources/DY.BMP,resources/Empty.png,Door4,-0.3225,-0.17375,1,0,0,1.042,optionLeft,80,385,1,7,0,7,0,1
,,,,,,,,2023-08-06_08h18.50.345,HF_wild_card,2022.2.4,MacIntel,62.5,6163d1b02e574c402a1fd0f9,64ce5acb97489d65b14ecc7a,64cf4938f7e3ea2172b115d0,,,,,,,decisionTrl,resources/DY.BMP,resources/DBN.BMP,Door4,-0.3025,-0.1525,1,0,0,1.193,optionLeft,80,465,1,8,0,8,0,1
,,,,,,,,2023-08-06_08h18.50.345,HF_wild_card,2022.2.4,MacIntel,62.5,6163d1b02e574c402a1fd0f9,64ce5acb97489d65b14ecc7a,64cf4938f7e3ea2172b115d0,,,,,,,decisionTrl,resources/DB.BMP,resources/DR.BMP,Door1,-0.26625,-0.13125,1,0,0,2.756,optionLeft,30,495,1,9,0,9,0,1
,,,,,,,,2023-08-06_08h18.50.345,HF_wild_card,2022.2.4,MacIntel,62.5,6163d1b02e574c402a1fd0f9,64ce5acb97489d65b14ecc7a,64cf4938f7e3ea2172b115d0,,,,,,,ctch,resources/DG.BMP,resources/DR.BMP,Door3,-0.17875,-0.10125,1,0,0,1.907,optionLeft,70,565,1,10,0,10,0,1
,,,,,,,,2023-08-06_08h18.50.345,HF_wild_card,2022.2.4,MacIntel,62.5,6163d1b02e574c402a1fd0f9,64ce5acb97489d65b14ecc7a,64cf4938f7e3ea2172b115d0,,,,,,,ctch,resources/DB.BMP,resources/DY.BMP,Door4,0.2425,0.015,1,0,0,3.32,optionRight,80,645,1,11,0,11,0,1
,,,,,,,,2023-08-06_08h18.50.345,HF_wild_card,2022.2.4,MacIntel,62.5,6163d1b02e574c402a1fd0f9,64ce5acb97489d65b14ecc7a,64cf4938f7e3ea2172b115d0,,,,,,,decisionTrl,resources/DBN.BMP,resources/DR.BMP,WildCard_NonEx,-0.19,-0.025,1,0,0,1.626,optionLeft,55,700,1,12,0,12,0,1
,,,,,,,,2023-08-06_08h18.50.345,HF_wild_card,2022.2.4,MacIntel,62.5,6163d1b02e574c402a1fd0f9,64ce5acb97489d65b14ecc7a,64cf4938f7e3ea2172b115d0,,,,,,,sngl,resources/Empty.png,resources/DY.BMP,Door4,0.29625,-0.04125,1,0,0,1.959,optionRight,60,760,1,13,0,13,0,1
,,,,,,,,2023-08-06_08h18.50.345,HF_wild_card,2022.2.4,MacIntel,62.5,6163d1b02e574c402a1fd0f9,64ce5acb97489d65b14ecc7a,64cf4938f7e3ea2172b115d0,,,,,,,decisionTrl,resources/DG.BMP,resources/DY.BMP,Door4,0.38375,0.02875,1,0,0,0.995,optionRight,80,840,1,14,0,14,0,1
