Condition,Low fixed image (Door1),Low risky image (Door2),High fixed image (Door3),High risky image (Door4),Extreme Wild Card,NonExtreme Wild Card,,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,Trial Type,Left Option Image,Right Option Image,Chosen Door,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,Feedback,Cumulative Reward,Block,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,trial.ran
,,,,,,,,2023-08-06_08h18.50.345,HF_wild_card,2022.2.4,MacIntel,62.5,6163d1b02e574c402a1fd0f9,64ce5acb97489d65b14ecc7a,64cf4938f7e3ea2172b115d0,,,,,,,decisionTrl,resources/DG.BMP,resources/DY.BMP,Door3,-0.27625,-0.04625,1,0,0,1.178,optionLeft,70,910,1,15,0,15,0,1
,,,,,,,,2023-08-06_08h18.50.345,HF_wild_card,2022.2.4,MacIntel,62.5,6163d1b02e574c402a1fd0f9,64ce5acb97489d65b14ecc7a,64cf4938f7e3ea2172b115d0,,,,,,,decisionTrl,resources/DR.BMP,resources/DB.BMP,Door2,-0.2875,-0.13,1,0,0,2.225,optionLeft,40,950,1,16,0,16,0,1
,,,,,,,,2023-08-06_08h18.50.345,HF_wild_card,2022.2.4,MacIntel,62.5,6163d1b02e574c402a1fd0f9,64ce5acb97489d65b14ecc7a,64cf4938f7e3ea2172b115d0,,,,,,,ctch,resources/DY.BMP,resources/DB.BMP,Door4,-0.315,-0.0775,1,0,0,1.574,optionLeft,80,1030,1,17,0,17,0,1
,,,,,,,,2023-08-06_08h18.50.345,HF_wild_card,2022.2.4,MacIntel,62.5,6163d1b02e574c402a1fd0f9,64ce5acb97489d65b14ecc7a,64cf4938f7e3ea2172b115d0,,,,,,,ctch,resources/DB.BMP,resources/DY.BMP,Door4,0.28875,-0.035,1,0,0,1.026,optionRight,80,1110,1,18,0,18,0,1
,,,,,,,,2023-08-06_08h18.50.345,HF_wild_card,2022.2.4,MacIntel,62.5,6163d1b02e574c402a1fd0f9,64ce5acb97489d65b14ecc7a,64cf4938f7e3ea2172b115d0,,,,,,,sngl,resources/Empty.png,resources/DR.BMP,Door2,0.315,-0.06375,1,0,0,1.294,optionRight,20,1130,1,19,0,19,0,1
,,,,,,,,2023-08-06_08h18.50.345,HF_wild_card,2022.2.4,MacIntel,62.5,6163d1b02e574c402a1fd0f9,64ce5acb97489d65b14ecc7a,64cf4938f7e3ea2172b115d0,,,,,,,ctch,resources/DR.BMP,resources/DG.BMP,Door3,0.18125,-0.0675,1,0,0,1.525,optionRight,70,1200,1,20,0,20,0,1
,,,,,,,,2023-08-06_08h18.50.345,HF_wild_card,2022.2.4,MacIntel,62.5,6163d1b02e574c402a1fd0f9,64ce5acb97489d65b14ecc7a,64cf4938f7e3ea2172b115d0,,,,,,,decisionTrl,resources/DY.BMP,resources/DG.BMP,Door3,0.2575,-0.04375,1,0,0,1.492,optionRight,70,1270,1,21,0,21,0,1
,,,,,,,,2023-08-06_08h18.50.345,HF_wild_card,2022.2.4,MacIntel,62.5,6163d1b02e574c402a1fd0f9,64ce5acb97489d65b14ecc7a,64cf4938f7e3ea2172b115d0,,,,,,,sngl,resources/DBN.BMP,resources/Empty.png,WildCard_NonEx,-0.4425,-0.10875,1,0,0,2.009,optionLeft,55,1325,1,22,0,22,0,1
,,,,,,,,2023-08-06_08h18.50.345,HF_wild_card,2022.2.4,MacIntel,62.5,6163d1b02e574c402a1fd0f9,64ce5acb97489d65b14ecc7a,64cf4938f7e3ea2172b115d0,,,,,,,decisionTrl,resources/DBN.BMP,resources/DB.BMP,Door1,0.3225,0.02375,1,0,0,1.593,optionRight,30,1355,1,23,0,23,0,1
,,,,,,,,2023-08-06_08h18.50.345,HF_wild_card,2022.2.4,MacIntel,62.5,6163d1b02e574c402a1fd0f9,64ce5acb97489d65b14ecc7a,64cf4938f7e3ea2172b115d0,,,,,,,decisionTrl,resources/DY.BMP,resources/DG.BMP,Door4,-0.395,-0.09625,1,0,0,2.275,optionLeft,80,1435,1,24,0,24,0,1
,,,,,,,,2023-08-06_08h18.50.345,HF_wild_card,2022.2.4,MacIntel,62.5,6163d1b02e574c402a1fd0f9,64ce5acb97489d65b14ecc7a,64cf4938f7e3ea2172b115d0,,,,,,,decisionTrl,resources/DR.BMP,resources/DB.BMP,Door2,-0.27375,-0.095,1,0,0,1.125,optionLeft,20,1455,1,25,0,25,0,1
,,,,,,,,2023-08-06_08h18.50.345,HF_wild_card,2022.2.4,MacIntel,62.5,6163d1b02e574c402a1fd0f9,64ce5acb97489d65b14ecc7a,64cf4938f7e3ea2172b115d0,,,,,,,ctch,resources/DY.BMP,resources/DB.BMP,Door1,0.2675,-0.01375,1,0,0,1.078,optionRight,30,1485,1,26,0,26,0,1
,,,,,,,,2023-08-06_08h18.50.345,HF_wild_card,2022.2.4,MacIntel,62.5,6163d1b02e574c402a1fd0f9,64ce5acb97489d65b14ecc7a,64cf4938f7e3ea2172b115d0,,,,,,,decisionTrl,resources/DG.BMP,resources/DY.BMP,Door4,0.34,-0.01,1,0,0,1.126,optionRight,80,1565,1,27,0,27,0,1
,,,,,,,,2023-08-06_08h18.50.345,HF_wild_card,2022.2.4,MacIntel,62.5,6163d1b02e574c402a1fd0f9,64ce5acb97489d65b14ecc7a,64cf4938f7e3ea2172b115d0,,,,,,,sngl,resources/Empty.png,resources/DB.BMP,Door1,0.26375,-0.04875,1,0,0,0.894,optionRight,30,1595,1,28,0,28,0,1
,,,,,,,,2023-08-06_08h18.50.345,HF_wild_card,2022.2.4,MacIntel,62.5,6163d1b02e574c402a1fd0f9,64ce5acb97489d65b14ecc7a,64cf4938f7e3ea2172b115d0,,,,,,,sngl,resources/Empty.png,resources/DG.BMP,Door3,0.27,-0.0225,1,0,0,0.811,optionRight,70,1665,1,29,0,29,0,1
,,,,,,,,2023-08-06_08h18.50.345,HF_wild_card,2022.2.4,MacIntel,62.5,6163d1b02e574c402a1fd0f9,64ce5acb97489d65b14ecc7a,64cf4938f7e3ea2172b115d0,,,,,,,decisionTrl,resources/DG.BMP,resources/DBN.BMP,WildCard_NonEx,0.41125,-0.08125,1,0,0,2.757,optionRight,45,1710,1,30,0,30,0,1
,,,,,,,,2023-08-06_08h18.50.345,HF_wild_card,2022.2.4,MacIntel,62.5,6163d1b02e574c402a1fd0f9,64ce5acb97489d65b14ecc7a,64cf4938f7e3ea2172b115d0,,,,,,,decisionTrl,resources/DB.BMP,resources/DBN.BMP,WildCard_NonEx,0.31,0.14,1,0,0,3.303,optionRight,55,1765,1,31,0,31,0,1
,,,,,,,,2023-08-06_08h18.50.345,HF_wild_card,2022.2.4,MacIntel,62.5,6163d1b02e574c402a1fd0f9,64ce5acb97489d65b14ecc7a,64cf4938f7e3ea2172b115d0,,,,,,,decisionTrl,resources/DBN.BMP,resources/DG.BMP,Door3,0.2875,-0.0325,1,0,0,2.024,optionRight,70,1835,1,32,0,32,0,1
,,,,,,,,2023-08-06_08h18.50.345,HF_wild_card,2022.2.4,MacIntel,62.5,6163d1b02e574c402a1fd0f9,64ce5acb97489d65b14ecc7a,64cf4938f7e3ea2172b115d0,,,,,,,decisionTrl,resources/DBN.BMP,resources/DY.BMP,Door4,0.38875,-0.0925,1,0,0,1.226,optionRight,80,1915,1,33,0,33,0,1
,,,,,,,,2023-08-06_08h18.50.345,HF_wild_card,2022.2.4,MacIntel,62.5,6163d1b02e574c402a1fd0f9,64ce5acb97489d65b14ecc7a,64cf4938f7e3ea2172b115d0,,,,,,,decisionTrl,resources/DR.BMP,resources/DB.BMP,Door1,0.24375,-0.01875,1,0,0,3.471,optionRight,30,1945,1,34,0,34,0,1
,,,,,,,,2023-08-06_08h18.50.345,HF_wild_card,2022.2.4,MacIntel,62.5,6163d1b02e574c402a1fd0f9,64ce5acb97489d65b14ecc7a,64cf4938f7e3ea2172b115d0,,,,,,,ctch,resources/DG.BMP,resources/DR.BMP,Door3,-0.25875,-0.01875,1,0,0,3.354,optionLeft,70,2015,1,35,0,35,0,1
,,,,,,,,2023-08-06_08h18.50.345,HF_wild_card,2022.2.4,MacIntel,62.5,6163d1b02e574c402a1fd0f9,64ce5acb97489d65b14ecc7a,64cf4938f7e3ea2172b115d0,,,,,,,decisionTrl,resources/DG.BMP,resources/DY.BMP,Door4,0.34375,-0.05875,1,0,0,3.772,optionRight,80,2095,1,36,0,36,0,1
,,,,,,,,2023-08-06_08h18.50.345,HF_wild_card,2022.2.4,MacIntel,62.5,6163d1b02e574c402a1fd0f9,64ce5acb97489d65b14ecc7a,64cf4938f7e3ea2172b115d0,,,,,,,decisionTrl,resources/DB.BMP,resources/DR.BMP,Door1,-0.2125,-0.0325,1,0,0,2.758,optionLeft,30,2125,1,37,0,37,0,1
,,,,,,,,2023-08-06_08h18.50.345,HF_wild_card,2022.2.4,MacIntel,62.5,6163d1b02e574c402a1fd0f9,64ce5acb97489d65b14ecc7a,64cf4938f7e3ea2172b115d0,,,,,,,sngl,resources/DG.BMP,resources/Empty.png,Door3,-0.22,-0.0075,1,0,0,2.673,optionLeft,70,2195,1,38,0,38,0,1
,,,,,,,,2023-08-06_08h18.50.345,HF_wild_card,2022.2.4,MacIntel,62.5,6163d1b02e574c402a1fd0f9,64ce5acb97489d65b14ecc7a,64cf4938f7e3ea2172b115d0,,,,,,,decisionTrl,resources/DR.BMP,resources/DB.BMP,Door1,0.28625,-0.065,1,0,0,2.256,optionRight,30,2225,1,39,0,39,0,1
,,,,,,,,2023-08-06_08h18.50.345,HF_wild_card,2022.2.4,MacIntel,62.5,6163d1b02e574c402a1fd0f9,64ce5acb97489d65b14ecc7a,64cf4938f7e3ea2172b115d0,,,,,,,sngl,resources/Empty.png,resources/DBN.BMP,WildCard_NonEx,0.3225,0.0225,1,0,0,2.191,optionRight,55,2280,1,40,0,40,0,1
,,,,,,,,2023-08-06_08h18.50.345,HF_wild_card,2022.2.4,MacIntel,62.5,6163d1b02e574c402a1fd0f9,64ce5acb97489d65b14ecc7a,64cf4938f7e3ea2172b115d0,,,,,,,decisionTrl,resources/DY.BMP,resources/DG.BMP,Door4,-0.32375,-0.07125,1,0,0,1.878,optionLeft,60,2340,1,41,0,41,0,1
,,,,,,,,2023-08-06_08h18.50.345,HF_wild_card,2022.2.4,MacIntel,62.5,6163d1b02e574c402a1fd0f9,64ce5acb97489d65b14ecc7a,64cf4938f7e3ea2172b115d0,,,,,,,sngl,resources/DB.BMP,resources/Empty.png,Door1,-0.2675,-0.0125,1,0,0,1.309,optionLeft,30,2370,1,42,0,42,0,1
,,,,,,,,2023-08-06_08h18.50.345,HF_wild_card,2022.2.4,MacIntel,62.5,6163d1b02e574c402a1fd0f9,64ce5acb97489d65b14ecc7a,64cf4938f7e3ea2172b115d0,,,,,,,decisionTrl,resources/DY.BMP,resources/DG.BMP,Door4,-0.27,-0.005,1,0,0,3.338,optionLeft,60,2430,1,43,0,43,0,1
