Condition,Low fixed image (Door1),Low risky image (Door2),High fixed image (Door3),High risky image (Door4),Extreme Wild Card,NonExtreme Wild Card,,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,Trial Type,Left Option Image,Right Option Image,Chosen Door,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,Feedback,Cumulative Reward,Block,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,trial.ran,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran
,,,,,,,,2023-08-16_08h28.01.034,HF_wild_card,2022.2.4,Linux armv81,60.22645146,5bbbf217a83521000173d9df,64d2fd46c836a06233681665,64dc79b32f499cfdb18bcdf9,,,,,,,sngl,resources/DB.BMP,resources/Empty.png,WildCard_Ex,-0.273419056,-0.092477854,1,0,0,0.665,optionLeft,95,400,1,7,0,7,0,1,,,,,
,,,,,,,,2023-08-16_08h28.01.034,HF_wild_card,2022.2.4,Linux armv81,60.22645146,5bbbf217a83521000173d9df,64d2fd46c836a06233681665,64dc79b32f499cfdb18bcdf9,,,,,,,decisionTrl,resources/DBN.BMP,resources/DG.BMP,Door3,0.332102507,-0.054017521,1,0,0,0.9236,optionRight,70,470,1,8,0,8,0,1,,,,,
,,,,,,,,2023-08-16_08h28.01.034,HF_wild_card,2022.2.4,Linux armv81,60.22645146,5bbbf217a83521000173d9df,64d2fd46c836a06233681665,64dc79b32f499cfdb18bcdf9,,,,,,,decisionTrl,resources/DB.BMP,resources/DR.BMP,Door1,0.400631803,-0.027609927,1,0,0,1.0468,optionRight,30,500,1,9,0,9,0,1,,,,,
,,,,,,,,2023-08-16_08h28.01.034,HF_wild_card,2022.2.4,Linux armv81,60.22645146,5bbbf217a83521000173d9df,64d2fd46c836a06233681665,64dc79b32f499cfdb18bcdf9,,,,,,,sngl,resources/Empty.png,resources/DB.BMP,WildCard_Ex,0.295129424,-0.012036222,1,0,0,0.5752,optionRight,5,505,1,10,0,10,0,1,,,,,
,,,,,,,,2023-08-16_08h28.01.034,HF_wild_card,2022.2.4,Linux armv81,60.22645146,5bbbf217a83521000173d9df,64d2fd46c836a06233681665,64dc79b32f499cfdb18bcdf9,,,,,,,decisionTrl,resources/DBN.BMP,resources/DG.BMP,Door4,-0.231028511,-0.051579892,1,0,0,0.842,optionLeft,80,585,1,11,0,11,0,1,,,,,
,,,,,,,,2023-08-16_08h28.01.034,HF_wild_card,2022.2.4,Linux armv81,60.22645146,5bbbf217a83521000173d9df,64d2fd46c836a06233681665,64dc79b32f499cfdb18bcdf9,,,,,,,decisionTrl,resources/DG.BMP,resources/DBN.BMP,Door4,0.28402384,0.051206496,1,0,0,0.6676,optionRight,80,665,1,12,0,12,0,1,,,,,
,,,,,,,,2023-08-16_08h28.01.034,HF_wild_card,2022.2.4,Linux armv81,60.22645146,5bbbf217a83521000173d9df,64d2fd46c836a06233681665,64dc79b32f499cfdb18bcdf9,,,,,,,sngl,resources/DP.BMP,resources/Empty.png,Door2,-0.344656935,-0.02720368,1,0,0,0.6621,optionLeft,40,705,1,13,0,13,0,1,,,,,
,,,,,,,,2023-08-16_08h28.01.034,HF_wild_card,2022.2.4,Linux armv81,60.22645146,5bbbf217a83521000173d9df,64d2fd46c836a06233681665,64dc79b32f499cfdb18bcdf9,,,,,,,decisionTrl,resources/DR.BMP,resources/DB.BMP,WildCard_Ex,0.32898764,-0.029235025,1,0,0,1.1232,optionRight,5,710,1,14,0,14,0,1,,,,,
,,,,,,,,2023-08-16_08h28.01.034,HF_wild_card,2022.2.4,Linux armv81,60.22645146,5bbbf217a83521000173d9df,64d2fd46c836a06233681665,64dc79b32f499cfdb18bcdf9,,,,,,,sngl,resources/Empty.png,resources/DG.BMP,Door3,0.265875807,0.008954354,1,0,0,0.7017,optionRight,70,780,1,15,0,15,0,1,,,,,
,,,,,,,,2023-08-16_08h28.01.034,HF_wild_card,2022.2.4,Linux armv81,60.22645146,5bbbf217a83521000173d9df,64d2fd46c836a06233681665,64dc79b32f499cfdb18bcdf9,,,,,,,ctch,resources/DP.BMP,resources/DG.BMP,Door2,-0.177803188,-0.071487168,1,0,0,0.5406,optionLeft,40,820,1,16,0,16,0,1,,,,,
,,,,,,,,2023-08-16_08h28.01.034,HF_wild_card,2022.2.4,Linux armv81,60.22645146,5bbbf217a83521000173d9df,64d2fd46c836a06233681665,64dc79b32f499cfdb18bcdf9,,,,,,,decisionTrl,resources/DG.BMP,resources/DBN.BMP,Door4,0.287951423,0.057300531,1,0,0,0.5257,optionRight,80,900,1,17,0,17,0,1,,,,,
,,,,,,,,2023-08-16_08h28.01.034,HF_wild_card,2022.2.4,Linux armv81,60.22645146,5bbbf217a83521000173d9df,64d2fd46c836a06233681665,64dc79b32f499cfdb18bcdf9,,,,,,,decisionTrl,resources/DBN.BMP,resources/DB.BMP,WildCard_Ex,0.258697954,-0.004588007,1,0,0,0.6487,optionRight,95,995,1,18,0,18,0,1,,,,,
,,,,,,,,2023-08-16_08h28.01.034,HF_wild_card,2022.2.4,Linux armv81,60.22645146,5bbbf217a83521000173d9df,64d2fd46c836a06233681665,64dc79b32f499cfdb18bcdf9,,,,,,,decisionTrl,resources/DR.BMP,resources/DP.BMP,Door2,0.322080594,-0.009192346,1,0,0,0.7791,optionRight,20,1015,1,19,0,19,0,1,,,,,
,,,,,,,,2023-08-16_08h28.01.034,HF_wild_card,2022.2.4,Linux armv81,60.22645146,5bbbf217a83521000173d9df,64d2fd46c836a06233681665,64dc79b32f499cfdb18bcdf9,,,,,,,sngl,resources/Empty.png,resources/DP.BMP,Door2,0.355261645,-0.065528573,1,0,0,0.6313,optionRight,20,1035,1,20,0,20,0,1,,,,,
,,,,,,,,2023-08-16_08h28.01.034,HF_wild_card,2022.2.4,Linux armv81,60.22645146,5bbbf217a83521000173d9df,64d2fd46c836a06233681665,64dc79b32f499cfdb18bcdf9,,,,,,,decisionTrl,resources/DR.BMP,resources/DP.BMP,Door1,-0.18579383,-0.089227584,1,0,0,0.6635,optionLeft,30,1065,1,21,0,21,0,1,,,,,
,,,,,,,,2023-08-16_08h28.01.034,HF_wild_card,2022.2.4,Linux armv81,60.22645146,5bbbf217a83521000173d9df,64d2fd46c836a06233681665,64dc79b32f499cfdb18bcdf9,,,,,,,decisionTrl,resources/DBN.BMP,resources/DG.BMP,Door4,-0.195274131,-0.085029454,1,0,0,1.4511,optionLeft,60,1125,1,22,0,22,0,1,,,,,
,,,,,,,,2023-08-16_08h28.01.034,HF_wild_card,2022.2.4,Linux armv81,60.22645146,5bbbf217a83521000173d9df,64d2fd46c836a06233681665,64dc79b32f499cfdb18bcdf9,,,,,,,ctch,resources/DG.BMP,resources/DP.BMP,Door2,0.30217217,-0.035870747,1,0,0,0.7103,optionRight,20,1145,1,23,0,23,0,1,,,,,
,,,,,,,,2023-08-16_08h28.01.034,HF_wild_card,2022.2.4,Linux armv81,60.22645146,5bbbf217a83521000173d9df,64d2fd46c836a06233681665,64dc79b32f499cfdb18bcdf9,,,,,,,decisionTrl,resources/DBN.BMP,resources/DG.BMP,Door3,0.332102507,-0.008244339,1,0,0,0.5544,optionRight,70,1215,1,24,0,24,0,1,,,,,
,,,,,,,,2023-08-16_08h28.01.034,HF_wild_card,2022.2.4,Linux armv81,60.22645146,5bbbf217a83521000173d9df,64d2fd46c836a06233681665,64dc79b32f499cfdb18bcdf9,,,,,,,ctch,resources/DR.BMP,resources/DBN.BMP,Door4,0.425551479,0.014371335,1,0,0,0.8148,optionRight,60,1275,1,25,0,25,0,1,,,,,
,,,,,,,,2023-08-16_08h28.01.034,HF_wild_card,2022.2.4,Linux armv81,60.22645146,5bbbf217a83521000173d9df,64d2fd46c836a06233681665,64dc79b32f499cfdb18bcdf9,,,,,,,sngl,resources/DG.BMP,resources/Empty.png,Door3,-0.282628624,-0.011900893,1,0,0,0.7752,optionLeft,70,1345,1,26,0,26,0,1,,,,,
,,,,,,,,2023-08-16_08h28.01.034,HF_wild_card,2022.2.4,Linux armv81,60.22645146,5bbbf217a83521000173d9df,64d2fd46c836a06233681665,64dc79b32f499cfdb18bcdf9,,,,,,,decisionTrl,resources/DP.BMP,resources/DR.BMP,Door1,0.347000122,-0.017588643,1,0,0,1.3722,optionRight,30,1375,1,27,0,27,0,1,,,,,
,,,,,,,,2023-08-16_08h28.01.034,HF_wild_card,2022.2.4,Linux armv81,60.22645146,5bbbf217a83521000173d9df,64d2fd46c836a06233681665,64dc79b32f499cfdb18bcdf9,,,,,,,decisionTrl,resources/DB.BMP,resources/DP.BMP,Door2,0.342801881,-0.065528573,1,0,0,0.8419,optionRight,40,1415,1,28,0,28,0,1,,,,,
,,,,,,,,2023-08-16_08h28.01.034,HF_wild_card,2022.2.4,Linux armv81,60.22645146,5bbbf217a83521000173d9df,64d2fd46c836a06233681665,64dc79b32f499cfdb18bcdf9,,,,,,,sngl,resources/Empty.png,resources/DB.BMP,WildCard_Ex,0.348490002,-0.093290347,1,0,0,0.5826,optionRight,95,1510,1,29,0,29,0,1,,,,,
,,,,,,,,2023-08-16_08h28.01.034,HF_wild_card,2022.2.4,Linux armv81,60.22645146,5bbbf217a83521000173d9df,64d2fd46c836a06233681665,64dc79b32f499cfdb18bcdf9,,,,,,,decisionTrl,resources/DP.BMP,resources/DR.BMP,Door1,0.388307294,-0.060382436,1,0,0,1.3571,optionRight,30,1540,1,30,0,30,0,1,,,,,
,,,,,,,,2023-08-16_08h28.01.034,HF_wild_card,2022.2.4,Linux armv81,60.22645146,5bbbf217a83521000173d9df,64d2fd46c836a06233681665,64dc79b32f499cfdb18bcdf9,,,,,,,decisionTrl,resources/DG.BMP,resources/DBN.BMP,Door3,-0.127692954,-0.087060873,1,0,0,0.8059,optionLeft,70,1610,1,31,0,31,0,1,,,,,
,,,,,,,,2023-08-16_08h28.01.034,HF_wild_card,2022.2.4,Linux armv81,60.22645146,5bbbf217a83521000173d9df,64d2fd46c836a06233681665,64dc79b32f499cfdb18bcdf9,,,,,,,decisionTrl,resources/DB.BMP,resources/DBN.BMP,Door4,0.331967104,-0.040339757,1,0,0,0.6164,optionRight,80,1690,1,32,0,32,0,1,,,,,
,,,,,,,,2023-08-16_08h28.01.034,HF_wild_card,2022.2.4,Linux armv81,60.22645146,5bbbf217a83521000173d9df,64d2fd46c836a06233681665,64dc79b32f499cfdb18bcdf9,,,,,,,decisionTrl,resources/DG.BMP,resources/DB.BMP,Door3,-0.160738676,-0.1058847,1,0,0,0.5472,optionLeft,70,1760,1,33,0,33,0,1,,,,,
,,,,,,,,2023-08-16_08h28.01.034,HF_wild_card,2022.2.4,Linux armv81,60.22645146,5bbbf217a83521000173d9df,64d2fd46c836a06233681665,64dc79b32f499cfdb18bcdf9,,,,,,,decisionTrl,resources/DR.BMP,resources/DP.BMP,Door2,0.303661754,-0.027339121,1,0,0,0.5622,optionRight,40,1800,1,34,0,34,0,1,,,,,
,,,,,,,,2023-08-16_08h28.01.034,HF_wild_card,2022.2.4,Linux armv81,60.22645146,5bbbf217a83521000173d9df,64d2fd46c836a06233681665,64dc79b32f499cfdb18bcdf9,,,,,,,ctch,resources/DP.BMP,resources/DG.BMP,Door2,-0.13839218,-0.068643255,1,0,0,0.5154,optionLeft,20,1820,1,35,0,35,0,1,,,,,
,,,,,,,,2023-08-16_08h28.01.034,HF_wild_card,2022.2.4,Linux armv81,60.22645146,5bbbf217a83521000173d9df,64d2fd46c836a06233681665,64dc79b32f499cfdb18bcdf9,,,,,,,decisionTrl,resources/DP.BMP,resources/DR.BMP,Door2,-0.162905573,-0.080425114,1,0,0,0.9024,optionLeft,20,1840,1,36,0,36,0,1,,,,,
,,,,,,,,2023-08-16_08h28.01.034,HF_wild_card,2022.2.4,Linux armv81,60.22645146,5bbbf217a83521000173d9df,64d2fd46c836a06233681665,64dc79b32f499cfdb18bcdf9,,,,,,,sngl,resources/Empty.png,resources/DR.BMP,Door1,0.330342117,-0.022463826,1,0,0,0.662,optionRight,30,1870,1,37,0,37,0,1,,,,,
,,,,,,,,2023-08-16_08h28.01.034,HF_wild_card,2022.2.4,Linux armv81,60.22645146,5bbbf217a83521000173d9df,64d2fd46c836a06233681665,64dc79b32f499cfdb18bcdf9,,,,,,,sngl,resources/DR.BMP,resources/Empty.png,Door1,-0.253916768,-0.003775402,1,0,0,0.5226,optionLeft,30,1900,1,38,0,38,0,1,,,,,
,,,,,,,,2023-08-16_08h28.01.034,HF_wild_card,2022.2.4,Linux armv81,60.22645146,5bbbf217a83521000173d9df,64d2fd46c836a06233681665,64dc79b32f499cfdb18bcdf9,,,,,,,ctch,resources/DBN.BMP,resources/DR.BMP,Door4,-0.204077267,-0.03478741,1,0,0,1.0284,optionLeft,60,1960,1,39,0,39,0,1,,,,,
,,,,,,,,2023-08-16_08h28.01.034,HF_wild_card,2022.2.4,Linux armv81,60.22645146,5bbbf217a83521000173d9df,64d2fd46c836a06233681665,64dc79b32f499cfdb18bcdf9,,,,,,,decisionTrl,resources/DP.BMP,resources/DB.BMP,WildCard_Ex,0.392234876,0.026288634,1,0,0,1.1133,optionRight,95,2055,1,40,0,40,0,1,,,,,
,,,,,,,,2023-08-16_08h28.01.034,HF_wild_card,2022.2.4,Linux armv81,60.22645146,5bbbf217a83521000173d9df,64d2fd46c836a06233681665,64dc79b32f499cfdb18bcdf9,,,,,,,decisionTrl,resources/DP.BMP,resources/DR.BMP,Door2,-0.197034817,-0.075685297,1,0,0,0.7975,optionLeft,20,2075,1,41,0,41,0,1,,,,,
,,,,,,,,2023-08-16_08h28.01.034,HF_wild_card,2022.2.4,Linux armv81,60.22645146,5bbbf217a83521000173d9df,64d2fd46c836a06233681665,64dc79b32f499cfdb18bcdf9,,,,,,,ctch,resources/DR.BMP,resources/DBN.BMP,Door4,0.384108904,0.033330677,1,0,0,0.9559,optionRight,80,2155,1,42,0,42,0,1,,,,,
,,,,,,,,2023-08-16_08h28.01.034,HF_wild_card,2022.2.4,Linux armv81,60.22645146,5bbbf217a83521000173d9df,64d2fd46c836a06233681665,64dc79b32f499cfdb18bcdf9,,,,,,,sngl,resources/DBN.BMP,resources/Empty.png,Door4,-0.193648996,-0.061195003,1,0,0,0.6238,optionLeft,80,2235,1,43,0,43,0,1,,,,,
,,,,,,,,2023-08-16_08h28.01.034,HF_wild_card,2022.2.4,Linux armv81,60.22645146,5bbbf217a83521000173d9df,64d2fd46c836a06233681665,64dc79b32f499cfdb18bcdf9,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
,,,,,,,,2023-08-16_08h28.01.034,HF_wild_card,2022.2.4,Linux armv81,60.22645146,5bbbf217a83521000173d9df,64d2fd46c836a06233681665,64dc79b32f499cfdb18bcdf9,,,,,,,decisionTrl,resources/DB.BMP,resources/DP.BMP,Door2,0.291066735,-0.048194367,1,0,0,0.9294,optionRight,20,2255,2,0,0,0,0,1,,,,,
,,,,,,,,2023-08-16_08h28.01.034,HF_wild_card,2022.2.4,Linux armv81,60.22645146,5bbbf217a83521000173d9df,64d2fd46c836a06233681665,64dc79b32f499cfdb18bcdf9,,,,,,,decisionTrl,resources/DBN.BMP,resources/DG.BMP,Door3,0.315038144,-0.064445125,1,0,0,0.7297,optionRight,70,2325,2,1,0,1,0,1,,,,,
,,,,,,,,2023-08-16_08h28.01.034,HF_wild_card,2022.2.4,Linux armv81,60.22645146,5bbbf217a83521000173d9df,64d2fd46c836a06233681665,64dc79b32f499cfdb18bcdf9,,,,,,,decisionTrl,resources/DR.BMP,resources/DB.BMP,WildCard_Ex,0.27941939,-0.075549857,1,0,0,0.7193,optionRight,95,2420,2,2,0,2,0,1,,,,,
,,,,,,,,2023-08-16_08h28.01.034,HF_wild_card,2022.2.4,Linux armv81,60.22645146,5bbbf217a83521000173d9df,64d2fd46c836a06233681665,64dc79b32f499cfdb18bcdf9,,,,,,,decisionTrl,resources/DBN.BMP,resources/DG.BMP,Door4,-0.162228334,-0.043996237,1,0,0,0.8256,optionLeft,60,2480,2,3,0,3,0,1,,,,,
,,,,,,,,2023-08-16_08h28.01.034,HF_wild_card,2022.2.4,Linux armv81,60.22645146,5bbbf217a83521000173d9df,64d2fd46c836a06233681665,64dc79b32f499cfdb18bcdf9,,,,,,,decisionTrl,resources/DG.BMP,resources/DBN.BMP,Door4,0.350250689,-0.015692665,1,0,0,0.7398,optionRight,60,2540,2,4,0,4,0,1,,,,,
,,,,,,,,2023-08-16_08h28.01.034,HF_wild_card,2022.2.4,Linux armv81,60.22645146,5bbbf217a83521000173d9df,64d2fd46c836a06233681665,64dc79b32f499cfdb18bcdf9,,,,,,,ctch,resources/DBN.BMP,resources/DR.BMP,Door4,-0.216672657,-0.062684661,1,0,0,1.7404,optionLeft,80,2620,2,5,0,5,0,1,,,,,
