Condition,Low fixed image (Door1),Low risky image (Door2),High fixed image (Door3),High risky image (Door4),NonExtreme Wild Card 1,NonExtreme Wild Card 2,,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,Trial Type,Left Option Image,Right Option Image,Chosen Door,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,Feedback,Cumulative Reward,Block,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,trial.ran
2,resources/DB.BMP,resources/DBN.BMP,resources/DP.BMP,resources/DR.BMP,resources/DG.BMP,resources/DY.BMP,,2023-08-16_08h49.35,HF_wild_card,2022.2.4,MacIntel,76.92307692,5e57d38b533eec1818078f0b,64d2fd46c836a06233681665,64dc7f7eb1391b64cee1fcb4,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h49.35,HF_wild_card,2022.2.4,MacIntel,76.92307692,5e57d38b533eec1818078f0b,64d2fd46c836a06233681665,64dc7f7eb1391b64cee1fcb4,-0.02875,-0.40875,1,0,0,agree,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h49.35,HF_wild_card,2022.2.4,MacIntel,76.92307692,5e57d38b533eec1818078f0b,64d2fd46c836a06233681665,64dc7f7eb1391b64cee1fcb4,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h49.35,HF_wild_card,2022.2.4,MacIntel,76.92307692,5e57d38b533eec1818078f0b,64d2fd46c836a06233681665,64dc7f7eb1391b64cee1fcb4,,,,,,,sngl,resources/DR.BMP,resources/Empty.png,Door4,-0.3925,-0.075,1,0,0,2.43,optionLeft,80,80,1,0,0,0,0,1
,,,,,,,,2023-08-16_08h49.35,HF_wild_card,2022.2.4,MacIntel,76.92307692,5e57d38b533eec1818078f0b,64d2fd46c836a06233681665,64dc7f7eb1391b64cee1fcb4,,,,,,,sngl,resources/Empty.png,resources/DBN.BMP,Door2,0.38375,0.0425,1,0,0,7.743,optionRight,20,100,1,1,0,1,0,1
,,,,,,,,2023-08-16_08h49.35,HF_wild_card,2022.2.4,MacIntel,76.92307692,5e57d38b533eec1818078f0b,64d2fd46c836a06233681665,64dc7f7eb1391b64cee1fcb4,,,,,,,sngl,resources/DY.BMP,resources/Empty.png,WildCard_NonEx,-0.39625,-0.0125,1,0,0,2.153,optionLeft,55,155,1,2,0,2,0,1
,,,,,,,,2023-08-16_08h49.35,HF_wild_card,2022.2.4,MacIntel,76.92307692,5e57d38b533eec1818078f0b,64d2fd46c836a06233681665,64dc7f7eb1391b64cee1fcb4,,,,,,,decisionTrl,resources/DB.BMP,resources/DBN.BMP,Door1,-0.4275,-0.08125,1,0,0,3.776,optionLeft,30,185,1,3,0,3,0,1
,,,,,,,,2023-08-16_08h49.35,HF_wild_card,2022.2.4,MacIntel,76.92307692,5e57d38b533eec1818078f0b,64d2fd46c836a06233681665,64dc7f7eb1391b64cee1fcb4,,,,,,,sngl,resources/Empty.png,resources/DY.BMP,WildCard_NonEx,0.355,-0.035,1,0,0,1.184,optionRight,55,240,1,4,0,4,0,1
,,,,,,,,2023-08-16_08h49.35,HF_wild_card,2022.2.4,MacIntel,76.92307692,5e57d38b533eec1818078f0b,64d2fd46c836a06233681665,64dc7f7eb1391b64cee1fcb4,,,,,,,ctch,resources/DBN.BMP,resources/DP.BMP,Door3,0.34375,-0.08125,1,0,0,1.82,optionRight,70,310,1,5,0,5,0,1
,,,,,,,,2023-08-16_08h49.35,HF_wild_card,2022.2.4,MacIntel,76.92307692,5e57d38b533eec1818078f0b,64d2fd46c836a06233681665,64dc7f7eb1391b64cee1fcb4,,,,,,,decisionTrl,resources/DY.BMP,resources/DB.BMP,Door1,0.33125,-0.04625,1,0,0,1.629,optionRight,30,340,1,6,0,6,0,1
,,,,,,,,2023-08-16_08h49.35,HF_wild_card,2022.2.4,MacIntel,76.92307692,5e57d38b533eec1818078f0b,64d2fd46c836a06233681665,64dc7f7eb1391b64cee1fcb4,,,,,,,decisionTrl,resources/DB.BMP,resources/DBN.BMP,Door1,-0.33125,0.01375,1,0,0,1.576,optionLeft,30,370,1,7,0,7,0,1
,,,,,,,,2023-08-16_08h49.35,HF_wild_card,2022.2.4,MacIntel,76.92307692,5e57d38b533eec1818078f0b,64d2fd46c836a06233681665,64dc7f7eb1391b64cee1fcb4,,,,,,,decisionTrl,resources/DR.BMP,resources/DP.BMP,Door3,0.31375,-0.02375,1,0,0,1.682,optionRight,70,440,1,8,0,8,0,1
,,,,,,,,2023-08-16_08h49.35,HF_wild_card,2022.2.4,MacIntel,76.92307692,5e57d38b533eec1818078f0b,64d2fd46c836a06233681665,64dc7f7eb1391b64cee1fcb4,,,,,,,sngl,resources/Empty.png,resources/DY.BMP,WildCard_NonEx,0.3375,-0.04375,1,0,0,1.113,optionRight,45,485,1,9,0,9,0,1
,,,,,,,,2023-08-16_08h49.35,HF_wild_card,2022.2.4,MacIntel,76.92307692,5e57d38b533eec1818078f0b,64d2fd46c836a06233681665,64dc7f7eb1391b64cee1fcb4,,,,,,,decisionTrl,resources/DP.BMP,resources/DR.BMP,Door3,-0.35125,-0.0275,1,0,0,1.593,optionLeft,70,555,1,10,0,10,0,1
,,,,,,,,2023-08-16_08h49.35,HF_wild_card,2022.2.4,MacIntel,76.92307692,5e57d38b533eec1818078f0b,64d2fd46c836a06233681665,64dc7f7eb1391b64cee1fcb4,,,,,,,ctch,resources/DP.BMP,resources/DBN.BMP,Door3,-0.44125,-0.0225,1,0,0,1.134,optionLeft,70,625,1,11,0,11,0,1
,,,,,,,,2023-08-16_08h49.35,HF_wild_card,2022.2.4,MacIntel,76.92307692,5e57d38b533eec1818078f0b,64d2fd46c836a06233681665,64dc7f7eb1391b64cee1fcb4,,,,,,,sngl,resources/DY.BMP,resources/Empty.png,WildCard_NonEx,-0.375,-0.11375,1,0,0,1.776,optionLeft,45,670,1,12,0,12,0,1
,,,,,,,,2023-08-16_08h49.35,HF_wild_card,2022.2.4,MacIntel,76.92307692,5e57d38b533eec1818078f0b,64d2fd46c836a06233681665,64dc7f7eb1391b64cee1fcb4,,,,,,,decisionTrl,resources/DP.BMP,resources/DY.BMP,Door3,-0.40125,-0.0675,1,0,0,0.969,optionLeft,70,740,1,13,0,13,0,1
,,,,,,,,2023-08-16_08h49.35,HF_wild_card,2022.2.4,MacIntel,76.92307692,5e57d38b533eec1818078f0b,64d2fd46c836a06233681665,64dc7f7eb1391b64cee1fcb4,,,,,,,sngl,resources/Empty.png,resources/DP.BMP,Door3,0.405,-0.08375,1,0,0,1.366,optionRight,70,810,1,14,0,14,0,1
,,,,,,,,2023-08-16_08h49.35,HF_wild_card,2022.2.4,MacIntel,76.92307692,5e57d38b533eec1818078f0b,64d2fd46c836a06233681665,64dc7f7eb1391b64cee1fcb4,,,,,,,ctch,resources/DR.BMP,resources/DB.BMP,Door4,-0.36125,-0.07,1,0,0,2.346,optionLeft,60,870,1,15,0,15,0,1
,,,,,,,,2023-08-16_08h49.35,HF_wild_card,2022.2.4,MacIntel,76.92307692,5e57d38b533eec1818078f0b,64d2fd46c836a06233681665,64dc7f7eb1391b64cee1fcb4,,,,,,,decisionTrl,resources/DP.BMP,resources/DR.BMP,Door3,-0.36125,-0.05875,1,0,0,1.854,optionLeft,70,940,1,16,0,16,0,1
,,,,,,,,2023-08-16_08h49.35,HF_wild_card,2022.2.4,MacIntel,76.92307692,5e57d38b533eec1818078f0b,64d2fd46c836a06233681665,64dc7f7eb1391b64cee1fcb4,,,,,,,sngl,resources/Empty.png,resources/DB.BMP,Door1,0.3725,-0.13,1,0,0,1.164,optionRight,30,970,1,17,0,17,0,1
,,,,,,,,2023-08-16_08h49.35,HF_wild_card,2022.2.4,MacIntel,76.92307692,5e57d38b533eec1818078f0b,64d2fd46c836a06233681665,64dc7f7eb1391b64cee1fcb4,,,,,,,decisionTrl,resources/DR.BMP,resources/DP.BMP,Door3,0.36875,-0.03,1,0,0,1.267,optionRight,70,1040,1,18,0,18,0,1
,,,,,,,,2023-08-16_08h49.35,HF_wild_card,2022.2.4,MacIntel,76.92307692,5e57d38b533eec1818078f0b,64d2fd46c836a06233681665,64dc7f7eb1391b64cee1fcb4,,,,,,,ctch,resources/DR.BMP,resources/DB.BMP,Door4,-0.41625,0,1,0,0,1.956,optionLeft,60,1100,1,19,0,19,0,1
,,,,,,,,2023-08-16_08h49.35,HF_wild_card,2022.2.4,MacIntel,76.92307692,5e57d38b533eec1818078f0b,64d2fd46c836a06233681665,64dc7f7eb1391b64cee1fcb4,,,,,,,decisionTrl,resources/DB.BMP,resources/DY.BMP,Door1,-0.39625,-0.09375,1,0,0,2.86,optionLeft,30,1130,1,20,0,20,0,1
,,,,,,,,2023-08-16_08h49.35,HF_wild_card,2022.2.4,MacIntel,76.92307692,5e57d38b533eec1818078f0b,64d2fd46c836a06233681665,64dc7f7eb1391b64cee1fcb4,,,,,,,decisionTrl,resources/DBN.BMP,resources/DB.BMP,Door1,0.4025,-0.10125,1,0,0,1.582,optionRight,30,1160,1,21,0,21,0,1
