Condition,Low fixed image (Door1),Low risky image (Door2),High fixed image (Door3),High risky image (Door4),Extreme Wild Card,NonExtreme Wild Card,,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,Trial Type,Left Option Image,Right Option Image,Chosen Door,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,Feedback,Cumulative Reward,Block,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,trial.ran
1,resources/DB.BMP,resources/DP.BMP,resources/DG.BMP,resources/DBN.BMP,resources/DY.BMP,resources/DR.BMP,,2023-08-16_08h59.55.071,HF_wild_card,2022.2.4,MacIntel,29.41176471,5c6ab741a70f0f0001607363,64d2fd46c836a06233681665,64dc7f2f210a0a3e632da8af,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h59.55.071,HF_wild_card,2022.2.4,MacIntel,29.41176471,5c6ab741a70f0f0001607363,64d2fd46c836a06233681665,64dc7f2f210a0a3e632da8af,0.022848034,-0.417109458,1,0,0,agree,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h59.55.071,HF_wild_card,2022.2.4,MacIntel,29.41176471,5c6ab741a70f0f0001607363,64d2fd46c836a06233681665,64dc7f2f210a0a3e632da8af,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h59.55.071,HF_wild_card,2022.2.4,MacIntel,29.41176471,5c6ab741a70f0f0001607363,64d2fd46c836a06233681665,64dc7f2f210a0a3e632da8af,,,,,,,decisionTrl,resources/DP.BMP,resources/DB.BMP,Door1,0.309776833,-0.077045696,1,0,0,1.22,optionRight,30,30,1,0,0,0,0,1
,,,,,,,,2023-08-16_08h59.55.071,HF_wild_card,2022.2.4,MacIntel,29.41176471,5c6ab741a70f0f0001607363,64d2fd46c836a06233681665,64dc7f2f210a0a3e632da8af,,,,,,,decisionTrl,resources/DR.BMP,resources/DP.BMP,Door2,0.306588735,-0.046227418,1,0,0,1.137,optionRight,20,50,1,1,0,1,0,1
,,,,,,,,2023-08-16_08h59.55.071,HF_wild_card,2022.2.4,MacIntel,29.41176471,5c6ab741a70f0f0001607363,64d2fd46c836a06233681665,64dc7f2f210a0a3e632da8af,,,,,,,ctch,resources/DP.BMP,resources/DG.BMP,Door2,-0.299149841,-0.020722635,1,0,0,0.722,optionLeft,40,90,1,2,0,2,0,1
,,,,,,,,2023-08-16_08h59.55.071,HF_wild_card,2022.2.4,MacIntel,29.41176471,5c6ab741a70f0f0001607363,64d2fd46c836a06233681665,64dc7f2f210a0a3e632da8af,,,,,,,sngl,resources/Empty.png,resources/DB.BMP,Door1,0.25770457,0.010095643,1,0,0,0.633,optionRight,30,120,1,3,0,3,0,1
,,,,,,,,2023-08-16_08h59.55.071,HF_wild_card,2022.2.4,MacIntel,29.41176471,5c6ab741a70f0f0001607363,64d2fd46c836a06233681665,64dc7f2f210a0a3e632da8af,,,,,,,ctch,resources/DBN.BMP,resources/DB.BMP,Door1,0.244952179,-0.02816153,1,0,0,1.097,optionRight,30,150,1,4,0,4,0,1
,,,,,,,,2023-08-16_08h59.55.071,HF_wild_card,2022.2.4,MacIntel,29.41176471,5c6ab741a70f0f0001607363,64d2fd46c836a06233681665,64dc7f2f210a0a3e632da8af,,,,,,,decisionTrl,resources/DG.BMP,resources/DBN.BMP,Door3,-0.427736451,-0.024973433,1,0,0,1.448,optionLeft,70,220,1,5,0,5,0,1
,,,,,,,,2023-08-16_08h59.55.071,HF_wild_card,2022.2.4,MacIntel,29.41176471,5c6ab741a70f0f0001607363,64d2fd46c836a06233681665,64dc7f2f210a0a3e632da8af,,,,,,,sngl,resources/Empty.png,resources/DBN.BMP,Door4,0.289585547,0.034537726,1,0,0,0.727,optionRight,60,280,1,6,0,6,0,1
,,,,,,,,2023-08-16_08h59.55.071,HF_wild_card,2022.2.4,MacIntel,29.41176471,5c6ab741a70f0f0001607363,64d2fd46c836a06233681665,64dc7f2f210a0a3e632da8af,,,,,,,ctch,resources/DB.BMP,resources/DBN.BMP,Door1,-0.299149841,-0.00053135,1,0,0,0.772,optionLeft,30,310,1,7,0,7,0,1
,,,,,,,,2023-08-16_08h59.55.071,HF_wild_card,2022.2.4,MacIntel,29.41176471,5c6ab741a70f0f0001607363,64d2fd46c836a06233681665,64dc7f2f210a0a3e632da8af,,,,,,,sngl,resources/DB.BMP,resources/Empty.png,Door1,-0.246014878,-0.017534538,1,0,0,0.804,optionLeft,30,340,1,8,0,8,0,1
,,,,,,,,2023-08-16_08h59.55.071,HF_wild_card,2022.2.4,MacIntel,29.41176471,5c6ab741a70f0f0001607363,64d2fd46c836a06233681665,64dc7f2f210a0a3e632da8af,,,,,,,ctch,resources/DG.BMP,resources/DP.BMP,Door2,0.268331562,0.020722635,1,0,0,0.882,optionRight,40,380,1,9,0,9,0,1
,,,,,,,,2023-08-16_08h59.55.071,HF_wild_card,2022.2.4,MacIntel,29.41176471,5c6ab741a70f0f0001607363,64d2fd46c836a06233681665,64dc7f2f210a0a3e632da8af,,,,,,,sngl,resources/DR.BMP,resources/Empty.png,WildCard_NonEx,-0.274707758,0.012221041,1,0,0,0.652,optionLeft,55,435,1,10,0,10,0,1
,,,,,,,,2023-08-16_08h59.55.071,HF_wild_card,2022.2.4,MacIntel,29.41176471,5c6ab741a70f0f0001607363,64d2fd46c836a06233681665,64dc7f2f210a0a3e632da8af,,,,,,,decisionTrl,resources/DB.BMP,resources/DP.BMP,Door1,-0.307651435,0.012221041,1,0,0,1.771,optionLeft,30,465,1,11,0,11,0,1
,,,,,,,,2023-08-16_08h59.55.071,HF_wild_card,2022.2.4,MacIntel,29.41176471,5c6ab741a70f0f0001607363,64d2fd46c836a06233681665,64dc7f2f210a0a3e632da8af,,,,,,,decisionTrl,resources/DB.BMP,resources/DP.BMP,Door2,0.217321998,-0.017534538,1,0,0,0.928,optionRight,40,505,1,12,0,12,0,1
,,,,,,,,2023-08-16_08h59.55.071,HF_wild_card,2022.2.4,MacIntel,29.41176471,5c6ab741a70f0f0001607363,64d2fd46c836a06233681665,64dc7f2f210a0a3e632da8af,,,,,,,decisionTrl,resources/DR.BMP,resources/DBN.BMP,WildCard_NonEx,-0.41392136,-0.041976621,1,0,0,1.341,optionLeft,45,550,1,13,0,13,0,1
,,,,,,,,2023-08-16_08h59.55.071,HF_wild_card,2022.2.4,MacIntel,29.41176471,5c6ab741a70f0f0001607363,64d2fd46c836a06233681665,64dc7f2f210a0a3e632da8af,,,,,,,decisionTrl,resources/DBN.BMP,resources/DG.BMP,Door3,0.294899044,0.01434644,1,0,0,1.114,optionRight,70,620,1,14,0,14,0,1
,,,,,,,,2023-08-16_08h59.55.071,HF_wild_card,2022.2.4,MacIntel,29.41176471,5c6ab741a70f0f0001607363,64d2fd46c836a06233681665,64dc7f2f210a0a3e632da8af,,,,,,,ctch,resources/DG.BMP,resources/DP.BMP,Door3,-0.309776833,-0.026036132,1,0,0,0.772,optionLeft,70,690,1,15,0,15,0,1
,,,,,,,,2023-08-16_08h59.55.071,HF_wild_card,2022.2.4,MacIntel,29.41176471,5c6ab741a70f0f0001607363,64d2fd46c836a06233681665,64dc7f2f210a0a3e632da8af,,,,,,,sngl,resources/DBN.BMP,resources/Empty.png,Door4,-0.329968119,-0.048352816,1,0,0,0.801,optionLeft,80,770,1,16,0,16,0,1
,,,,,,,,2023-08-16_08h59.55.071,HF_wild_card,2022.2.4,MacIntel,29.41176471,5c6ab741a70f0f0001607363,64d2fd46c836a06233681665,64dc7f2f210a0a3e632da8af,,,,,,,decisionTrl,resources/DR.BMP,resources/DG.BMP,Door3,0.289585547,-0.009032944,1,0,0,1.086,optionRight,70,840,1,17,0,17,0,1
,,,,,,,,2023-08-16_08h59.55.071,HF_wild_card,2022.2.4,MacIntel,29.41176471,5c6ab741a70f0f0001607363,64d2fd46c836a06233681665,64dc7f2f210a0a3e632da8af,,,,,,,decisionTrl,resources/DBN.BMP,resources/DG.BMP,Door3,0.283209352,0.005844846,1,0,0,2.001,optionRight,70,910,1,18,0,18,0,1
,,,,,,,,2023-08-16_08h59.55.071,HF_wild_card,2022.2.4,MacIntel,29.41176471,5c6ab741a70f0f0001607363,64d2fd46c836a06233681665,64dc7f2f210a0a3e632da8af,,,,,,,decisionTrl,resources/DP.BMP,resources/DB.BMP,Door2,-0.324654623,-0.035600425,1,0,0,1.145,optionLeft,40,950,1,19,0,19,0,1
,,,,,,,,2023-08-16_08h59.55.071,HF_wild_card,2022.2.4,MacIntel,29.41176471,5c6ab741a70f0f0001607363,64d2fd46c836a06233681665,64dc7f2f210a0a3e632da8af,,,,,,,decisionTrl,resources/DB.BMP,resources/DR.BMP,WildCard_NonEx,0.204569607,0.034537726,1,0,0,1.066,optionRight,45,995,1,20,0,20,0,1
,,,,,,,,2023-08-16_08h59.55.071,HF_wild_card,2022.2.4,MacIntel,29.41176471,5c6ab741a70f0f0001607363,64d2fd46c836a06233681665,64dc7f2f210a0a3e632da8af,,,,,,,sngl,resources/Empty.png,resources/DR.BMP,WildCard_NonEx,0.316153029,-0.019659936,1,0,0,0.848,optionRight,55,1050,1,21,0,21,0,1
,,,,,,,,2023-08-16_08h59.55.071,HF_wild_card,2022.2.4,MacIntel,29.41176471,5c6ab741a70f0f0001607363,64d2fd46c836a06233681665,64dc7f2f210a0a3e632da8af,,,,,,,sngl,resources/DR.BMP,resources/Empty.png,WildCard_NonEx,-0.319341126,-0.017534538,1,0,0,0.797,optionLeft,45,1095,1,22,0,22,0,1
,,,,,,,,2023-08-16_08h59.55.071,HF_wild_card,2022.2.4,MacIntel,29.41176471,5c6ab741a70f0f0001607363,64d2fd46c836a06233681665,64dc7f2f210a0a3e632da8af,,,,,,,sngl,resources/Empty.png,resources/DG.BMP,Door3,0.252391073,-0.005844846,1,0,0,0.805,optionRight,70,1165,1,23,0,23,0,1
,,,,,,,,2023-08-16_08h59.55.071,HF_wild_card,2022.2.4,MacIntel,29.41176471,5c6ab741a70f0f0001607363,64d2fd46c836a06233681665,64dc7f2f210a0a3e632da8af,,,,,,,decisionTrl,resources/DP.BMP,resources/DB.BMP,Door2,-0.255579171,-0.009032944,1,0,0,0.914,optionLeft,40,1205,1,24,0,24,0,1
