Condition,Low fixed image (Door1),Low risky image (Door2),High fixed image (Door3),High risky image (Door4),Extreme Wild Card,NonExtreme Wild Card,,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name
1,resources/DP.BMP,resources/DBN.BMP,resources/DG.BMP,resources/DR.BMP,resources/DB.BMP,resources/DY.BMP,,2023-08-16_09h29.23.493,HF_wild_card,2022.2.4,Linux armv81,120.1201201,63d650bb391dd8bb01d022ef,64d2fd46c836a06233681665,64dc79ccf9491dfdd0be8962,,,,,,
,,,,,,,,2023-08-16_09h29.23.493,HF_wild_card,2022.2.4,Linux armv81,120.1201201,63d650bb391dd8bb01d022ef,64d2fd46c836a06233681665,64dc79ccf9491dfdd0be8962,-0.004394571,-0.415266832,1,0,0,agree
,,,,,,,,2023-08-16_09h29.23.493,HF_wild_card,2022.2.4,Linux armv81,120.1201201,63d650bb391dd8bb01d022ef,64d2fd46c836a06233681665,64dc79ccf9491dfdd0be8962,,,,,,
