Condition,Low fixed image (Door1),Low risky image (Door2),High fixed image (Door3),High risky image (Door4),Extreme Wild Card,NonExtreme Wild Card,,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID
0,resources/DR.BMP,resources/DB.BMP,resources/DG.BMP,resources/DBN.BMP,resources/DY.BMP,resources/DP.BMP,,2023-08-16_08h54.01.917,HF_wild_card,2022.2.4,MacIntel,60.0024001,5e0fd52b7bf5726e3699d2df,64d2fd46c836a06233681665,64dc7f10c6d45be33112707f
