Condition,Low fixed image (Door1),Low risky image (Door2),High fixed image (Door3),High risky image (Door4),Extreme Wild Card,NonExtreme Wild Card,,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,Trial Type,Left Option Image,Right Option Image,Chosen Door,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,Feedback,Cumulative Reward,Block,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,trial.ran,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,Money conversion,First Outcome Reported,Shown Door (First Outcome),Displayed Image (First Outcome),outcomes.thisRepN,outcomes.thisTrialN,outcomes.thisN,outcomes.thisIndex,outcomes.ran,judgments.thisRepN,judgments.thisTrialN,judgments.thisN,judgments.thisIndex,judgments.ran,freqMouse.x,freqMouse.y,freqMouse.leftButton,freqMouse.midButton,freqMouse.rightButton,freqMouse.clicked_name,FQJ for first outcome,FQJ for second outcome,Shown Door,Displayed Image,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,judgBlock.thisRepN,judgBlock.thisTrialN,judgBlock.thisN,judgBlock.thisIndex,judgBlock.ran
0,resources/DR.BMP,resources/DY.BMP,resources/DBN.BMP,resources/DP.BMP,resources/DG.BMP,resources/DB.BMP,,2023-08-16_08h38.41.640,HF_wild_card,2022.2.4,Win32,74.97938067,63e52eba784c6096179a9337,64d2fd46c836a06233681665,64dc7d2cfbb02c379c4e572f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h38.41.640,HF_wild_card,2022.2.4,Win32,74.97938067,63e52eba784c6096179a9337,64d2fd46c836a06233681665,64dc7d2cfbb02c379c4e572f,-0.011928429,-0.414512922,1,0,0,agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h38.41.640,HF_wild_card,2022.2.4,Win32,74.97938067,63e52eba784c6096179a9337,64d2fd46c836a06233681665,64dc7d2cfbb02c379c4e572f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h38.41.640,HF_wild_card,2022.2.4,Win32,74.97938067,63e52eba784c6096179a9337,64d2fd46c836a06233681665,64dc7d2cfbb02c379c4e572f,,,,,,,decisionTrl,resources/DG.BMP,resources/DY.BMP,WildCard_Ex,-0.308151093,-0.148111332,1,0,0,2.4603,optionLeft,5,5,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h38.41.640,HF_wild_card,2022.2.4,Win32,74.97938067,63e52eba784c6096179a9337,64d2fd46c836a06233681665,64dc7d2cfbb02c379c4e572f,,,,,,,decisionTrl,resources/DG.BMP,resources/DBN.BMP,Door3,0.218687873,-0.002982107,1,0,0,1.8374,optionRight,70,75,1,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h38.41.640,HF_wild_card,2022.2.4,Win32,74.97938067,63e52eba784c6096179a9337,64d2fd46c836a06233681665,64dc7d2cfbb02c379c4e572f,,,,,,,sngl,resources/DBN.BMP,resources/Empty.png,Door3,-0.300198807,0.010934394,1,0,0,1.7178,optionLeft,70,145,1,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h38.41.640,HF_wild_card,2022.2.4,Win32,74.97938067,63e52eba784c6096179a9337,64d2fd46c836a06233681665,64dc7d2cfbb02c379c4e572f,,,,,,,decisionTrl,resources/DBN.BMP,resources/DP.BMP,Door4,0.27833002,-0.026838966,1,0,0,1.9046,optionRight,80,225,1,3,0,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h38.41.640,HF_wild_card,2022.2.4,Win32,74.97938067,63e52eba784c6096179a9337,64d2fd46c836a06233681665,64dc7d2cfbb02c379c4e572f,,,,,,,sngl,resources/DG.BMP,resources/Empty.png,WildCard_Ex,0.385685885,-0.020874751,1,0,0,1.9044,optionLeft,95,320,1,4,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h38.41.640,HF_wild_card,2022.2.4,Win32,74.97938067,63e52eba784c6096179a9337,64d2fd46c836a06233681665,64dc7d2cfbb02c379c4e572f,,,,,,,ctch,resources/DR.BMP,resources/DP.BMP,Door1,-0.375745527,-0.066600398,1,0,0,1.2374,optionLeft,30,350,1,5,0,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h38.41.640,HF_wild_card,2022.2.4,Win32,74.97938067,63e52eba784c6096179a9337,64d2fd46c836a06233681665,64dc7d2cfbb02c379c4e572f,,,,,,,decisionTrl,resources/DR.BMP,resources/DY.BMP,Door2,0.357852883,-0.040755467,1,0,0,1.0115,optionRight,20,370,1,6,0,6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
