Condition,Low fixed image (Door1),Low risky image (Door2),High fixed image (Door3),High risky image (Door4),NonExtreme Wild Card 1,NonExtreme Wild Card 2,,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,Trial Type,Left Option Image,Right Option Image,Chosen Door,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,Feedback,Cumulative Reward,Block,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,trial.ran,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,Money conversion,First Outcome Reported,Shown Door (First Outcome),Displayed Image (First Outcome),outcomes.thisRepN,outcomes.thisTrialN,outcomes.thisN,outcomes.thisIndex,outcomes.ran,judgments.thisRepN,judgments.thisTrialN,judgments.thisN,judgments.thisIndex,judgments.ran,freqMouse.x,freqMouse.y,freqMouse.leftButton,freqMouse.midButton,freqMouse.rightButton,freqMouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,FQJ for first outcome,FQJ for second outcome,Shown Door,Displayed Image,judgBlock.thisRepN,judgBlock.thisTrialN,judgBlock.thisN,judgBlock.thisIndex,judgBlock.ran
2,resources/DBN.BMP,resources/DB.BMP,resources/DP.BMP,resources/DY.BMP,resources/DG.BMP,resources/DR.BMP,,2023-08-16_08h18.13.394,HF_wild_card,2022.2.4,Win32,61.22948812,55f1ca7532af7400121700cc,64d2fd46c836a06233681665,64dc78121d792017e0b5d4b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h18.13.394,HF_wild_card,2022.2.4,Win32,61.22948812,55f1ca7532af7400121700cc,64d2fd46c836a06233681665,64dc78121d792017e0b5d4b4,-0.011111111,-0.416666667,1,0,0,agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h18.13.394,HF_wild_card,2022.2.4,Win32,61.22948812,55f1ca7532af7400121700cc,64d2fd46c836a06233681665,64dc78121d792017e0b5d4b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h18.13.394,HF_wild_card,2022.2.4,Win32,61.22948812,55f1ca7532af7400121700cc,64d2fd46c836a06233681665,64dc78121d792017e0b5d4b4,,,,,,,sngl,resources/DP.BMP,resources/Empty.png,Door3,-0.340740741,-0.126851852,1,0,0,5.4546,optionLeft,70,70,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h18.13.394,HF_wild_card,2022.2.4,Win32,61.22948812,55f1ca7532af7400121700cc,64d2fd46c836a06233681665,64dc78121d792017e0b5d4b4,,,,,,,sngl,resources/Empty.png,resources/DY.BMP,Door4,0.337037037,0.023148148,1,0,0,1.2288,optionRight,60,130,1,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h18.13.394,HF_wild_card,2022.2.4,Win32,61.22948812,55f1ca7532af7400121700cc,64d2fd46c836a06233681665,64dc78121d792017e0b5d4b4,,,,,,,decisionTrl,resources/DR.BMP,resources/DB.BMP,Door2,0.313888889,-0.017592593,1,0,0,1.7123,optionRight,20,150,1,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h18.13.394,HF_wild_card,2022.2.4,Win32,61.22948812,55f1ca7532af7400121700cc,64d2fd46c836a06233681665,64dc78121d792017e0b5d4b4,,,,,,,sngl,resources/Empty.png,resources/DP.BMP,Door3,0.480555556,0.000925926,1,0,0,0.9966,optionRight,70,220,1,3,0,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h18.13.394,HF_wild_card,2022.2.4,Win32,61.22948812,55f1ca7532af7400121700cc,64d2fd46c836a06233681665,64dc78121d792017e0b5d4b4,,,,,,,ctch,resources/DP.BMP,resources/DB.BMP,Door3,-0.312962963,-0.057407407,1,0,0,1.6794,optionLeft,70,290,1,4,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h18.13.394,HF_wild_card,2022.2.4,Win32,61.22948812,55f1ca7532af7400121700cc,64d2fd46c836a06233681665,64dc78121d792017e0b5d4b4,,,,,,,sngl,resources/DR.BMP,resources/Empty.png,WildCard_NonEx,-0.300925926,-0.05462963,1,0,0,0.9811,optionLeft,55,345,1,5,0,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h18.13.394,HF_wild_card,2022.2.4,Win32,61.22948812,55f1ca7532af7400121700cc,64d2fd46c836a06233681665,64dc78121d792017e0b5d4b4,,,,,,,sngl,resources/Empty.png,resources/DBN.BMP,Door1,0.50462963,0.047222222,1,0,0,0.7631,optionRight,30,375,1,6,0,6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
