Condition,Low fixed image (Door1),Low risky image (Door2),High fixed image (Door3),High risky image (Door4),NonExtreme Wild Card 1,NonExtreme Wild Card 2,,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,Trial Type,Left Option Image,Right Option Image,Chosen Door,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,Feedback,Cumulative Reward,Block,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,trial.ran,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,Money conversion,First Outcome Reported,Shown Door (First Outcome),Displayed Image (First Outcome),outcomes.thisRepN,outcomes.thisTrialN,outcomes.thisN,outcomes.thisIndex,outcomes.ran,judgments.thisRepN,judgments.thisTrialN,judgments.thisN,judgments.thisIndex,judgments.ran,freqMouse.x,freqMouse.y,freqMouse.leftButton,freqMouse.midButton,freqMouse.rightButton,freqMouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,FQJ for first outcome,FQJ for second outcome,Shown Door,Displayed Image,judgBlock.thisRepN,judgBlock.thisTrialN,judgBlock.thisN,judgBlock.thisIndex,judgBlock.ran
2,resources/DG.BMP,resources/DP.BMP,resources/DY.BMP,resources/DBN.BMP,resources/DR.BMP,resources/DB.BMP,,2023-08-16_08h39.02.538,HF_wild_card,2022.2.4,Win32,14.94343908,5ace11dc35eccf0001a115fe,64d2fd46c836a06233681665,64dc7cf843899dc768c493b8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h39.02.538,HF_wild_card,2022.2.4,Win32,14.94343908,5ace11dc35eccf0001a115fe,64d2fd46c836a06233681665,64dc7cf843899dc768c493b8,0.005208333,-0.416666667,1,0,0,agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h39.02.538,HF_wild_card,2022.2.4,Win32,14.94343908,5ace11dc35eccf0001a115fe,64d2fd46c836a06233681665,64dc7cf843899dc768c493b8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h39.02.538,HF_wild_card,2022.2.4,Win32,14.94343908,5ace11dc35eccf0001a115fe,64d2fd46c836a06233681665,64dc7cf843899dc768c493b8,,,,,,,decisionTrl,resources/DG.BMP,resources/DP.BMP,Door2,0.388020833,-0.076822917,1,0,0,2.3399,optionRight,40,40,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h39.02.538,HF_wild_card,2022.2.4,Win32,14.94343908,5ace11dc35eccf0001a115fe,64d2fd46c836a06233681665,64dc7cf843899dc768c493b8,,,,,,,ctch,resources/DBN.BMP,resources/DG.BMP,Door1,0.234375,0.005208333,1,0,0,1.8015,optionRight,30,70,1,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h39.02.538,HF_wild_card,2022.2.4,Win32,14.94343908,5ace11dc35eccf0001a115fe,64d2fd46c836a06233681665,64dc7cf843899dc768c493b8,,,,,,,sngl,resources/DB.BMP,resources/Empty.png,WildCard_NonEx,-0.3125,-0.01953125,1,0,0,1.0823,optionLeft,45,115,1,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h39.02.538,HF_wild_card,2022.2.4,Win32,14.94343908,5ace11dc35eccf0001a115fe,64d2fd46c836a06233681665,64dc7cf843899dc768c493b8,,,,,,,decisionTrl,resources/DG.BMP,resources/DP.BMP,Door2,0.341145833,-0.03125,1,0,0,1.2949,optionRight,40,155,1,3,0,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h39.02.538,HF_wild_card,2022.2.4,Win32,14.94343908,5ace11dc35eccf0001a115fe,64d2fd46c836a06233681665,64dc7cf843899dc768c493b8,,,,,,,decisionTrl,resources/DP.BMP,resources/DG.BMP,Door1,0.391927083,0.009114583,1,0,0,2.2098,optionRight,30,185,1,4,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h39.02.538,HF_wild_card,2022.2.4,Win32,14.94343908,5ace11dc35eccf0001a115fe,64d2fd46c836a06233681665,64dc7cf843899dc768c493b8,,,,,,,decisionTrl,resources/DP.BMP,resources/DG.BMP,Door2,-0.356770833,-0.03515625,1,0,0,0.7625,optionLeft,20,205,1,5,0,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h39.02.538,HF_wild_card,2022.2.4,Win32,14.94343908,5ace11dc35eccf0001a115fe,64d2fd46c836a06233681665,64dc7cf843899dc768c493b8,,,,,,,decisionTrl,resources/DY.BMP,resources/DBN.BMP,Door4,0.345052083,0.001302083,1,0,0,1.6055,optionRight,60,265,1,6,0,6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
