Condition,Low fixed image (Door1),Low risky image (Door2),High fixed image (Door3),High risky image (Door4),Extreme Wild Card,NonExtreme Wild Card,,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,Trial Type,Left Option Image,Right Option Image,Chosen Door,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,Feedback,Cumulative Reward,Block,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,trial.ran
0,resources/DB.BMP,resources/DY.BMP,resources/DBN.BMP,resources/DG.BMP,resources/DR.BMP,resources/DP.BMP,,2023-08-16_08h45.45.662,HF_wild_card,2022.2.4,MacIntel,4.854368932,62712d1c0b71829386d60eb4,64d2fd46c836a06233681665,64dc7df8a72f7e55e1fbb679,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h45.45.662,HF_wild_card,2022.2.4,MacIntel,4.854368932,62712d1c0b71829386d60eb4,64d2fd46c836a06233681665,64dc7df8a72f7e55e1fbb679,-0.006481481,-0.423148148,1,0,0,agree,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h45.45.662,HF_wild_card,2022.2.4,MacIntel,4.854368932,62712d1c0b71829386d60eb4,64d2fd46c836a06233681665,64dc7df8a72f7e55e1fbb679,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h45.45.662,HF_wild_card,2022.2.4,MacIntel,4.854368932,62712d1c0b71829386d60eb4,64d2fd46c836a06233681665,64dc7df8a72f7e55e1fbb679,,,,,,,sngl,resources/DB.BMP,resources/Empty.png,Door1,-0.39537037,-0.022222222,1,0,0,3.244,optionLeft,30,30,1,0,0,0,0,1
,,,,,,,,2023-08-16_08h45.45.662,HF_wild_card,2022.2.4,MacIntel,4.854368932,62712d1c0b71829386d60eb4,64d2fd46c836a06233681665,64dc7df8a72f7e55e1fbb679,,,,,,,decisionTrl,resources/DB.BMP,resources/DY.BMP,Door1,-0.282407407,0.027777778,1,0,0,1.844,optionLeft,30,60,1,1,0,1,0,1
,,,,,,,,2023-08-16_08h45.45.662,HF_wild_card,2022.2.4,MacIntel,4.854368932,62712d1c0b71829386d60eb4,64d2fd46c836a06233681665,64dc7df8a72f7e55e1fbb679,,,,,,,decisionTrl,resources/DB.BMP,resources/DY.BMP,Door2,0.318518519,-0.000925926,1,0,0,0.808,optionRight,20,80,1,2,0,2,0,1
,,,,,,,,2023-08-16_08h45.45.662,HF_wild_card,2022.2.4,MacIntel,4.854368932,62712d1c0b71829386d60eb4,64d2fd46c836a06233681665,64dc7df8a72f7e55e1fbb679,,,,,,,ctch,resources/DB.BMP,resources/DG.BMP,Door1,-0.222222222,0.014814815,1,0,0,1.034,optionLeft,30,110,1,3,0,3,0,1
,,,,,,,,2023-08-16_08h45.45.662,HF_wild_card,2022.2.4,MacIntel,4.854368932,62712d1c0b71829386d60eb4,64d2fd46c836a06233681665,64dc7df8a72f7e55e1fbb679,,,,,,,sngl,resources/Empty.png,resources/DG.BMP,Door4,0.428703704,0.003703704,1,0,0,0.846,optionRight,60,170,1,4,0,4,0,1
,,,,,,,,2023-08-16_08h45.45.662,HF_wild_card,2022.2.4,MacIntel,4.854368932,62712d1c0b71829386d60eb4,64d2fd46c836a06233681665,64dc7df8a72f7e55e1fbb679,,,,,,,decisionTrl,resources/DY.BMP,resources/DB.BMP,Door2,-0.233333333,0.013888889,1,0,0,1.309,optionLeft,20,190,1,5,0,5,0,1
,,,,,,,,2023-08-16_08h45.45.662,HF_wild_card,2022.2.4,MacIntel,4.854368932,62712d1c0b71829386d60eb4,64d2fd46c836a06233681665,64dc7df8a72f7e55e1fbb679,,,,,,,decisionTrl,resources/DG.BMP,resources/DBN.BMP,Door3,0.233333333,0.012037037,1,0,0,0.859,optionRight,70,260,1,6,0,6,0,1
