Condition,Low fixed image (Door1),Low risky image (Door2),High fixed image (Door3),High risky image (Door4),Extreme Wild Card,NonExtreme Wild Card,,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name
0,resources/DR.BMP,resources/DP.BMP,resources/DG.BMP,resources/DY.BMP,resources/DB.BMP,resources/DBN.BMP,,2023-08-16_09h07.29.926,HF_wild_card,2022.2.4,Win32,2.770413096,641357ac044e1cc9577aa6b6,64d2fd46c836a06233681665,64dc7f034c3d3b9e7efeb18d,,,,,,
,,,,,,,,2023-08-16_09h07.29.926,HF_wild_card,2022.2.4,Win32,2.770413096,641357ac044e1cc9577aa6b6,64d2fd46c836a06233681665,64dc7f034c3d3b9e7efeb18d,0,-0.411805556,1,0,0,agree
