Condition,Low fixed image (Door1),Low risky image (Door2),High fixed image (Door3),High risky image (Door4),NonExtreme Wild Card 1,NonExtreme Wild Card 2,,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID
2,resources/DB.BMP,resources/DP.BMP,resources/DY.BMP,resources/DR.BMP,resources/DG.BMP,resources/DBN.BMP,597fc43e413c2300012916f1,2023-08-16_08h31.56.935,HF_wild_card,2022.2.4,Linux x86_64,59.97720866,597fc43e413c2300012916f1,64d2fd46c836a06233681665,64dc7b20850f3faebf8bce49
