Condition,Low fixed image (Door1),Low risky image (Door2),High fixed image (Door3),High risky image (Door4),NonExtreme Wild Card 1,NonExtreme Wild Card 2,,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,Trial Type,Left Option Image,Right Option Image,Chosen Door,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,Feedback,Cumulative Reward,Block,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,trial.ran,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,Money conversion,First Outcome Reported,Shown Door (First Outcome),Displayed Image (First Outcome),outcomes.thisRepN,outcomes.thisTrialN,outcomes.thisN,outcomes.thisIndex,outcomes.ran,judgments.thisRepN,judgments.thisTrialN,judgments.thisN,judgments.thisIndex,judgments.ran,freqMouse.x,freqMouse.y,freqMouse.leftButton,freqMouse.midButton,freqMouse.rightButton,freqMouse.clicked_name,FQJ for first outcome,FQJ for second outcome,Shown Door,Displayed Image,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,judgBlock.thisRepN,judgBlock.thisTrialN,judgBlock.thisN,judgBlock.thisIndex,judgBlock.ran
2,resources/DBN.BMP,resources/DR.BMP,resources/DB.BMP,resources/DY.BMP,resources/DP.BMP,resources/DG.BMP,,2023-08-16_08h41.57.651,HF_wild_card,2022.2.4,Win32,60.0240096,59f392ef9618dc0001d33a58,64d2fd46c836a06233681665,64dc7db8e8c79331eb2da865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h41.57.651,HF_wild_card,2022.2.4,Win32,60.0240096,59f392ef9618dc0001d33a58,64d2fd46c836a06233681665,64dc7db8e8c79331eb2da865,0.014322917,-0.419270833,1,0,0,agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h41.57.651,HF_wild_card,2022.2.4,Win32,60.0240096,59f392ef9618dc0001d33a58,64d2fd46c836a06233681665,64dc7db8e8c79331eb2da865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h41.57.651,HF_wild_card,2022.2.4,Win32,60.0240096,59f392ef9618dc0001d33a58,64d2fd46c836a06233681665,64dc7db8e8c79331eb2da865,,,,,,,sngl,resources/DR.BMP,resources/Empty.png,Door2,-0.408854167,-0.059895833,1,0,0,1.961,optionLeft,40,40,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h41.57.651,HF_wild_card,2022.2.4,Win32,60.0240096,59f392ef9618dc0001d33a58,64d2fd46c836a06233681665,64dc7db8e8c79331eb2da865,,,,,,,ctch,resources/DB.BMP,resources/DR.BMP,Door3,-0.326822917,-0.018229167,1,0,0,2.575,optionLeft,70,110,1,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h41.57.651,HF_wild_card,2022.2.4,Win32,60.0240096,59f392ef9618dc0001d33a58,64d2fd46c836a06233681665,64dc7db8e8c79331eb2da865,,,,,,,sngl,resources/Empty.png,resources/DB.BMP,Door3,0.4140625,-0.026041667,1,0,0,0.955,optionRight,70,180,1,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h41.57.651,HF_wild_card,2022.2.4,Win32,60.0240096,59f392ef9618dc0001d33a58,64d2fd46c836a06233681665,64dc7db8e8c79331eb2da865,,,,,,,decisionTrl,resources/DR.BMP,resources/DBN.BMP,Door1,0.33203125,0.040364583,1,0,0,1.79,optionRight,30,210,1,3,0,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h41.57.651,HF_wild_card,2022.2.4,Win32,60.0240096,59f392ef9618dc0001d33a58,64d2fd46c836a06233681665,64dc7db8e8c79331eb2da865,,,,,,,decisionTrl,resources/DG.BMP,resources/DY.BMP,WildCard_NonEx,-0.291666667,-0.0078125,1,0,0,1.458,optionLeft,55,265,1,4,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h41.57.651,HF_wild_card,2022.2.4,Win32,60.0240096,59f392ef9618dc0001d33a58,64d2fd46c836a06233681665,64dc7db8e8c79331eb2da865,,,,,,,ctch,resources/DY.BMP,resources/DBN.BMP,Door4,-0.36328125,-0.026041667,1,0,0,1.058,optionLeft,80,345,1,5,0,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h41.57.651,HF_wild_card,2022.2.4,Win32,60.0240096,59f392ef9618dc0001d33a58,64d2fd46c836a06233681665,64dc7db8e8c79331eb2da865,,,,,,,ctch,resources/DBN.BMP,resources/DY.BMP,Door4,0.3046875,0.001302083,1,0,0,1.144,optionRight,60,405,1,6,0,6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
