Condition,Low fixed image (Door1),Low risky image (Door2),High fixed image (Door3),High risky image (Door4),Extreme Wild Card,NonExtreme Wild Card,,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name
1,resources/DY.BMP,resources/DG.BMP,resources/DP.BMP,resources/DB.BMP,resources/DR.BMP,resources/DBN.BMP,5e865fdcef7ca60d3266f76a,2023-08-16_09h05.34.713,HF_wild_card,2022.2.4,MacIntel,58.82352941,5e865fdcef7ca60d3266f76a,64d2fd46c836a06233681665,64dc7ecad5690df31c4e572c,,,,,,
,,,,,,,5e865fdcef7ca60d3266f76a,2023-08-16_09h05.34.713,HF_wild_card,2022.2.4,MacIntel,58.82352941,5e865fdcef7ca60d3266f76a,64d2fd46c836a06233681665,64dc7ecad5690df31c4e572c,0.011128472,-0.425173611,1,0,0,agree
,,,,,,,5e865fdcef7ca60d3266f76a,2023-08-16_09h05.34.713,HF_wild_card,2022.2.4,MacIntel,58.82352941,5e865fdcef7ca60d3266f76a,64d2fd46c836a06233681665,64dc7ecad5690df31c4e572c,,,,,,
