Condition,Low fixed image (Door1),Low risky image (Door2),High fixed image (Door3),High risky image (Door4),Extreme Wild Card,NonExtreme Wild Card,,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,Trial Type,Left Option Image,Right Option Image,Chosen Door,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,Feedback,Cumulative Reward,Block,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,trial.ran
1,resources/DY.BMP,resources/DB.BMP,resources/DP.BMP,resources/DBN.BMP,resources/DR.BMP,resources/DG.BMP,5e0fd52b7bf5726e3699d2df,2023-08-16_08h52.50.319,HF_wild_card,2022.2.4,MacIntel,60.0024001,5e0fd52b7bf5726e3699d2df,64d2fd46c836a06233681665,64dc7f10c6d45be33112707f,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,5e0fd52b7bf5726e3699d2df,2023-08-16_08h52.50.319,HF_wild_card,2022.2.4,MacIntel,60.0024001,5e0fd52b7bf5726e3699d2df,64d2fd46c836a06233681665,64dc7f10c6d45be33112707f,-0.011300151,-0.418878682,1,0,0,agree,,,,,,,,,,,,,,,,,,,
,,,,,,,5e0fd52b7bf5726e3699d2df,2023-08-16_08h52.50.319,HF_wild_card,2022.2.4,MacIntel,60.0024001,5e0fd52b7bf5726e3699d2df,64d2fd46c836a06233681665,64dc7f10c6d45be33112707f,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,5e0fd52b7bf5726e3699d2df,2023-08-16_08h52.50.319,HF_wild_card,2022.2.4,MacIntel,60.0024001,5e0fd52b7bf5726e3699d2df,64d2fd46c836a06233681665,64dc7f10c6d45be33112707f,,,,,,,decisionTrl,resources/DP.BMP,resources/DBN.BMP,Door3,-0.286335867,-0.091700406,1,0,0,3.6532,optionLeft,70,70,1,0,0,0,0,1
,,,,,,,5e0fd52b7bf5726e3699d2df,2023-08-16_08h52.50.319,HF_wild_card,2022.2.4,MacIntel,60.0024001,5e0fd52b7bf5726e3699d2df,64d2fd46c836a06233681665,64dc7f10c6d45be33112707f,,,,,,,decisionTrl,resources/DBN.BMP,resources/DP.BMP,Door3,0.206198277,-0.005944107,1,0,0,375.598,optionRight,70,140,1,1,0,1,0,1
,,,,,,,5e0fd52b7bf5726e3699d2df,2023-08-16_08h52.50.319,HF_wild_card,2022.2.4,MacIntel,60.0024001,5e0fd52b7bf5726e3699d2df,64d2fd46c836a06233681665,64dc7f10c6d45be33112707f,,,,,,,sngl,resources/DG.BMP,resources/Empty.png,WildCard_NonEx,-0.337565275,-0.031003298,1,0,0,3.0531,optionLeft,55,195,1,2,0,2,0,1
,,,,,,,5e0fd52b7bf5726e3699d2df,2023-08-16_08h52.50.319,HF_wild_card,2022.2.4,MacIntel,60.0024001,5e0fd52b7bf5726e3699d2df,64d2fd46c836a06233681665,64dc7f10c6d45be33112707f,,,,,,,decisionTrl,resources/DB.BMP,resources/DY.BMP,Door1,0.332354679,-0.016680338,1,0,0,7.496,optionRight,30,225,1,3,0,3,0,1
,,,,,,,5e0fd52b7bf5726e3699d2df,2023-08-16_08h52.50.319,HF_wild_card,2022.2.4,MacIntel,60.0024001,5e0fd52b7bf5726e3699d2df,64d2fd46c836a06233681665,64dc7f10c6d45be33112707f,,,,,,,sngl,resources/Empty.png,resources/DY.BMP,Door1,0.259312953,0.027106846,1,0,0,14.3602,optionRight,30,255,1,4,0,4,0,1
,,,,,,,5e0fd52b7bf5726e3699d2df,2023-08-16_08h52.50.319,HF_wild_card,2022.2.4,MacIntel,60.0024001,5e0fd52b7bf5726e3699d2df,64d2fd46c836a06233681665,64dc7f10c6d45be33112707f,,,,,,,sngl,resources/DG.BMP,resources/Empty.png,WildCard_NonEx,-0.37462335,-0.11820851,1,0,0,1.5816,optionLeft,45,300,1,5,0,5,0,1
,,,,,,,5e0fd52b7bf5726e3699d2df,2023-08-16_08h52.50.319,HF_wild_card,2022.2.4,MacIntel,60.0024001,5e0fd52b7bf5726e3699d2df,64d2fd46c836a06233681665,64dc7f10c6d45be33112707f,,,,,,,decisionTrl,resources/DBN.BMP,resources/DP.BMP,Door4,-0.290018504,-0.093956354,1,0,0,7.3945,optionLeft,80,380,1,6,0,6,0,1
,,,,,,,5e0fd52b7bf5726e3699d2df,2023-08-16_08h52.50.319,HF_wild_card,2022.2.4,MacIntel,60.0024001,5e0fd52b7bf5726e3699d2df,64d2fd46c836a06233681665,64dc7f10c6d45be33112707f,,,,,,,sngl,resources/DBN.BMP,resources/Empty.png,Door4,-0.292872618,-0.009509316,1,0,0,0.6203,optionLeft,80,460,1,7,0,7,0,1
,,,,,,,5e0fd52b7bf5726e3699d2df,2023-08-16_08h52.50.319,HF_wild_card,2022.2.4,MacIntel,60.0024001,5e0fd52b7bf5726e3699d2df,64d2fd46c836a06233681665,64dc7f10c6d45be33112707f,,,,,,,decisionTrl,resources/DP.BMP,resources/DBN.BMP,Door3,-0.410948682,-0.047145527,1,0,0,0.6236,optionLeft,70,530,1,8,0,8,0,1
,,,,,,,5e0fd52b7bf5726e3699d2df,2023-08-16_08h52.50.319,HF_wild_card,2022.2.4,MacIntel,60.0024001,5e0fd52b7bf5726e3699d2df,64d2fd46c836a06233681665,64dc7f10c6d45be33112707f,,,,,,,decisionTrl,resources/DB.BMP,resources/DY.BMP,Door1,0.340556446,-0.039803888,1,0,0,0.6619,optionRight,30,560,1,9,0,9,0,1
,,,,,,,5e0fd52b7bf5726e3699d2df,2023-08-16_08h52.50.319,HF_wild_card,2022.2.4,MacIntel,60.0024001,5e0fd52b7bf5726e3699d2df,64d2fd46c836a06233681665,64dc7f10c6d45be33112707f,,,,,,,sngl,resources/DP.BMP,resources/Empty.png,Door3,-0.304065812,-0.056629609,1,0,0,0.5777,optionLeft,70,630,1,10,0,10,0,1
,,,,,,,5e0fd52b7bf5726e3699d2df,2023-08-16_08h52.50.319,HF_wild_card,2022.2.4,MacIntel,60.0024001,5e0fd52b7bf5726e3699d2df,64d2fd46c836a06233681665,64dc7f10c6d45be33112707f,,,,,,,decisionTrl,resources/DBN.BMP,resources/DG.BMP,WildCard_NonEx,0.361022757,-0.078164388,1,0,0,0.6302,optionRight,45,675,1,11,0,11,0,1
,,,,,,,5e0fd52b7bf5726e3699d2df,2023-08-16_08h52.50.319,HF_wild_card,2022.2.4,MacIntel,60.0024001,5e0fd52b7bf5726e3699d2df,64d2fd46c836a06233681665,64dc7f10c6d45be33112707f,,,,,,,decisionTrl,resources/DY.BMP,resources/DB.BMP,Door1,-0.306825332,-4.11811E-05,1,0,0,0.7132,optionLeft,30,705,1,12,0,12,0,1
,,,,,,,5e0fd52b7bf5726e3699d2df,2023-08-16_08h52.50.319,HF_wild_card,2022.2.4,MacIntel,60.0024001,5e0fd52b7bf5726e3699d2df,64d2fd46c836a06233681665,64dc7f10c6d45be33112707f,,,,,,,decisionTrl,resources/DB.BMP,resources/DG.BMP,WildCard_NonEx,0.334530169,-0.121921279,1,0,0,1.2766,optionRight,55,760,1,13,0,13,0,1
,,,,,,,5e0fd52b7bf5726e3699d2df,2023-08-16_08h52.50.319,HF_wild_card,2022.2.4,MacIntel,60.0024001,5e0fd52b7bf5726e3699d2df,64d2fd46c836a06233681665,64dc7f10c6d45be33112707f,,,,,,,decisionTrl,resources/DBN.BMP,resources/DP.BMP,Door3,0.276314798,-0.099091249,1,0,0,1.0343,optionRight,70,830,1,14,0,14,0,1
,,,,,,,5e0fd52b7bf5726e3699d2df,2023-08-16_08h52.50.319,HF_wild_card,2022.2.4,MacIntel,60.0024001,5e0fd52b7bf5726e3699d2df,64d2fd46c836a06233681665,64dc7f10c6d45be33112707f,,,,,,,ctch,resources/DB.BMP,resources/DP.BMP,Door3,0.370735993,-0.107993479,1,0,0,0.7105,optionRight,70,900,1,15,0,15,0,1
,,,,,,,5e0fd52b7bf5726e3699d2df,2023-08-16_08h52.50.319,HF_wild_card,2022.2.4,MacIntel,60.0024001,5e0fd52b7bf5726e3699d2df,64d2fd46c836a06233681665,64dc7f10c6d45be33112707f,,,,,,,decisionTrl,resources/DB.BMP,resources/DY.BMP,Door2,-0.472581253,0.016606302,1,0,0,1.2102,optionLeft,40,940,1,16,0,16,0,1
,,,,,,,5e0fd52b7bf5726e3699d2df,2023-08-16_08h52.50.319,HF_wild_card,2022.2.4,MacIntel,60.0024001,5e0fd52b7bf5726e3699d2df,64d2fd46c836a06233681665,64dc7f10c6d45be33112707f,,,,,,,ctch,resources/DP.BMP,resources/DB.BMP,Door3,-0.383266005,-0.002959276,1,0,0,1.0429,optionLeft,70,1010,1,17,0,17,0,1
,,,,,,,5e0fd52b7bf5726e3699d2df,2023-08-16_08h52.50.319,HF_wild_card,2022.2.4,MacIntel,60.0024001,5e0fd52b7bf5726e3699d2df,64d2fd46c836a06233681665,64dc7f10c6d45be33112707f,,,,,,,sngl,resources/Empty.png,resources/DG.BMP,WildCard_NonEx,0.342650983,-0.053382898,1,0,0,0.8101,optionRight,55,1065,1,18,0,18,0,1
,,,,,,,5e0fd52b7bf5726e3699d2df,2023-08-16_08h52.50.319,HF_wild_card,2022.2.4,MacIntel,60.0024001,5e0fd52b7bf5726e3699d2df,64d2fd46c836a06233681665,64dc7f10c6d45be33112707f,,,,,,,decisionTrl,resources/DY.BMP,resources/DG.BMP,WildCard_NonEx,0.356011854,-0.163064034,1,0,0,1.311,optionRight,45,1110,1,19,0,19,0,1
,,,,,,,5e0fd52b7bf5726e3699d2df,2023-08-16_08h52.50.319,HF_wild_card,2022.2.4,MacIntel,60.0024001,5e0fd52b7bf5726e3699d2df,64d2fd46c836a06233681665,64dc7f10c6d45be33112707f,,,,,,,decisionTrl,resources/DBN.BMP,resources/DP.BMP,Door3,0.341792264,-0.082604263,1,0,0,1.4082,optionRight,70,1180,1,20,0,20,0,1
