Condition,Low fixed image (Door1),Low risky image (Door2),High fixed image (Door3),High risky image (Door4),Extreme Wild Card,NonExtreme Wild Card,,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,Trial Type,Left Option Image,Right Option Image,Chosen Door,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,Feedback,Cumulative Reward,Block,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,trial.ran,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,Money conversion
,,,,,,,,2023-08-16_08h42.49.667,HF_wild_card,2022.2.4,Win32,58.82352941,5a5b6255f6c5170001950ae0,64d2fd46c836a06233681665,64dc7df2fcf2642c89e295cd,,,,,,,ctch,resources/DR.BMP,resources/DP.BMP,Door3,-0.268518519,-0.001851852,1,0,0,0.914,optionLeft,70,3340,2,17,0,17,0,1,,,,,,
,,,,,,,,2023-08-16_08h42.49.667,HF_wild_card,2022.2.4,Win32,58.82352941,5a5b6255f6c5170001950ae0,64d2fd46c836a06233681665,64dc7df2fcf2642c89e295cd,,,,,,,sngl,resources/DBN.BMP,resources/Empty.png,WildCard_NonEx,-0.160185185,-0.005555556,1,0,0,0.495,optionLeft,55,3395,2,18,0,18,0,1,,,,,,
,,,,,,,,2023-08-16_08h42.49.667,HF_wild_card,2022.2.4,Win32,58.82352941,5a5b6255f6c5170001950ae0,64d2fd46c836a06233681665,64dc7df2fcf2642c89e295cd,,,,,,,decisionTrl,resources/DP.BMP,resources/DBN.BMP,Door2,-0.206481481,-0.000925926,1,0,0,0.629,optionLeft,20,3415,2,19,0,19,0,1,,,,,,
,,,,,,,,2023-08-16_08h42.49.667,HF_wild_card,2022.2.4,Win32,58.82352941,5a5b6255f6c5170001950ae0,64d2fd46c836a06233681665,64dc7df2fcf2642c89e295cd,,,,,,,decisionTrl,resources/DY.BMP,resources/DP.BMP,Door1,-0.230555556,-0.010185185,1,0,0,0.597,optionLeft,30,3445,2,20,0,20,0,1,,,,,,
,,,,,,,,2023-08-16_08h42.49.667,HF_wild_card,2022.2.4,Win32,58.82352941,5a5b6255f6c5170001950ae0,64d2fd46c836a06233681665,64dc7df2fcf2642c89e295cd,,,,,,,ctch,resources/DB.BMP,resources/DY.BMP,Door4,-0.193518519,-0.00462963,1,0,0,0.713,optionLeft,60,3505,2,21,0,21,0,1,,,,,,
,,,,,,,,2023-08-16_08h42.49.667,HF_wild_card,2022.2.4,Win32,58.82352941,5a5b6255f6c5170001950ae0,64d2fd46c836a06233681665,64dc7df2fcf2642c89e295cd,,,,,,,decisionTrl,resources/DP.BMP,resources/DY.BMP,Door1,0.302777778,-0.012962963,1,0,0,1.097,optionRight,30,3535,2,22,0,22,0,1,,,,,,
,,,,,,,,2023-08-16_08h42.49.667,HF_wild_card,2022.2.4,Win32,58.82352941,5a5b6255f6c5170001950ae0,64d2fd46c836a06233681665,64dc7df2fcf2642c89e295cd,,,,,,,decisionTrl,resources/DBN.BMP,resources/DY.BMP,Door1,0.255555556,-0.012037037,1,0,0,0.614,optionRight,30,3565,2,23,0,23,0,1,,,,,,
,,,,,,,,2023-08-16_08h42.49.667,HF_wild_card,2022.2.4,Win32,58.82352941,5a5b6255f6c5170001950ae0,64d2fd46c836a06233681665,64dc7df2fcf2642c89e295cd,,,,,,,decisionTrl,resources/DB.BMP,resources/DR.BMP,Door3,0.294444444,-0.012962963,1,0,0,0.714,optionRight,70,3635,2,24,0,24,0,1,,,,,,
,,,,,,,,2023-08-16_08h42.49.667,HF_wild_card,2022.2.4,Win32,58.82352941,5a5b6255f6c5170001950ae0,64d2fd46c836a06233681665,64dc7df2fcf2642c89e295cd,,,,,,,sngl,resources/DP.BMP,resources/Empty.png,Door2,-0.166666667,-0.005555556,1,0,0,0.464,optionLeft,20,3655,2,25,0,25,0,1,,,,,,
,,,,,,,,2023-08-16_08h42.49.667,HF_wild_card,2022.2.4,Win32,58.82352941,5a5b6255f6c5170001950ae0,64d2fd46c836a06233681665,64dc7df2fcf2642c89e295cd,,,,,,,sngl,resources/Empty.png,resources/DY.BMP,Door1,0.2,-0.02037037,1,0,0,0.414,optionRight,30,3685,2,26,0,26,0,1,,,,,,
,,,,,,,,2023-08-16_08h42.49.667,HF_wild_card,2022.2.4,Win32,58.82352941,5a5b6255f6c5170001950ae0,64d2fd46c836a06233681665,64dc7df2fcf2642c89e295cd,,,,,,,sngl,resources/DB.BMP,resources/Empty.png,Door4,-0.165740741,-0.016666667,1,0,0,0.447,optionLeft,60,3745,2,27,0,27,0,1,,,,,,
,,,,,,,,2023-08-16_08h42.49.667,HF_wild_card,2022.2.4,Win32,58.82352941,5a5b6255f6c5170001950ae0,64d2fd46c836a06233681665,64dc7df2fcf2642c89e295cd,,,,,,,sngl,resources/Empty.png,resources/DB.BMP,Door4,0.187037037,-0.018518519,1,0,0,0.463,optionRight,80,3825,2,28,0,28,0,1,,,,,,
,,,,,,,,2023-08-16_08h42.49.667,HF_wild_card,2022.2.4,Win32,58.82352941,5a5b6255f6c5170001950ae0,64d2fd46c836a06233681665,64dc7df2fcf2642c89e295cd,,,,,,,decisionTrl,resources/DY.BMP,resources/DP.BMP,Door1,-0.196296296,-0.017592593,1,0,0,0.679,optionLeft,30,3855,2,29,0,29,0,1,,,,,,
,,,,,,,,2023-08-16_08h42.49.667,HF_wild_card,2022.2.4,Win32,58.82352941,5a5b6255f6c5170001950ae0,64d2fd46c836a06233681665,64dc7df2fcf2642c89e295cd,,,,,,,decisionTrl,resources/DR.BMP,resources/DB.BMP,Door3,-0.180555556,-0.011111111,1,0,0,0.614,optionLeft,70,3925,2,30,0,30,0,1,,,,,,
,,,,,,,,2023-08-16_08h42.49.667,HF_wild_card,2022.2.4,Win32,58.82352941,5a5b6255f6c5170001950ae0,64d2fd46c836a06233681665,64dc7df2fcf2642c89e295cd,,,,,,,sngl,resources/Empty.png,resources/DBN.BMP,WildCard_NonEx,0.212962963,-0.017592593,1,0,0,0.581,optionRight,45,3970,2,31,0,31,0,1,,,,,,
,,,,,,,,2023-08-16_08h42.49.667,HF_wild_card,2022.2.4,Win32,58.82352941,5a5b6255f6c5170001950ae0,64d2fd46c836a06233681665,64dc7df2fcf2642c89e295cd,,,,,,,sngl,resources/Empty.png,resources/DBN.BMP,WildCard_NonEx,0.183333333,-0.014814815,1,0,0,0.432,optionRight,55,4025,2,32,0,32,0,1,,,,,,
,,,,,,,,2023-08-16_08h42.49.667,HF_wild_card,2022.2.4,Win32,58.82352941,5a5b6255f6c5170001950ae0,64d2fd46c836a06233681665,64dc7df2fcf2642c89e295cd,,,,,,,decisionTrl,resources/DR.BMP,resources/DB.BMP,Door3,-0.192592593,-0.010185185,1,0,0,0.512,optionLeft,70,4095,2,33,0,33,0,1,,,,,,
,,,,,,,,2023-08-16_08h42.49.667,HF_wild_card,2022.2.4,Win32,58.82352941,5a5b6255f6c5170001950ae0,64d2fd46c836a06233681665,64dc7df2fcf2642c89e295cd,,,,,,,decisionTrl,resources/DB.BMP,resources/DBN.BMP,Door4,-0.239814815,-0.009259259,1,0,0,0.731,optionLeft,80,4175,2,34,0,34,0,1,,,,,,
,,,,,,,,2023-08-16_08h42.49.667,HF_wild_card,2022.2.4,Win32,58.82352941,5a5b6255f6c5170001950ae0,64d2fd46c836a06233681665,64dc7df2fcf2642c89e295cd,,,,,,,decisionTrl,resources/DP.BMP,resources/DY.BMP,Door2,-0.198148148,-0.010185185,1,0,0,0.73,optionLeft,20,4195,2,35,0,35,0,1,,,,,,
,,,,,,,,2023-08-16_08h42.49.667,HF_wild_card,2022.2.4,Win32,58.82352941,5a5b6255f6c5170001950ae0,64d2fd46c836a06233681665,64dc7df2fcf2642c89e295cd,,,,,,,sngl,resources/DR.BMP,resources/Empty.png,Door3,-0.19537037,-0.011111111,1,0,0,0.43,optionLeft,70,4265,2,36,0,36,0,1,,,,,,
,,,,,,,,2023-08-16_08h42.49.667,HF_wild_card,2022.2.4,Win32,58.82352941,5a5b6255f6c5170001950ae0,64d2fd46c836a06233681665,64dc7df2fcf2642c89e295cd,,,,,,,ctch,resources/DY.BMP,resources/DB.BMP,Door4,0.211111111,-0.016666667,1,0,0,1.097,optionRight,80,4345,2,37,0,37,0,1,,,,,,
,,,,,,,,2023-08-16_08h42.49.667,HF_wild_card,2022.2.4,Win32,58.82352941,5a5b6255f6c5170001950ae0,64d2fd46c836a06233681665,64dc7df2fcf2642c89e295cd,,,,,,,ctch,resources/DR.BMP,resources/DP.BMP,Door3,-0.203703704,-0.007407407,1,0,0,0.797,optionLeft,70,4415,2,38,0,38,0,1,,,,,,
,,,,,,,,2023-08-16_08h42.49.667,HF_wild_card,2022.2.4,Win32,58.82352941,5a5b6255f6c5170001950ae0,64d2fd46c836a06233681665,64dc7df2fcf2642c89e295cd,,,,,,,decisionTrl,resources/DY.BMP,resources/DP.BMP,Door1,-0.2,-0.007407407,1,0,0,1.515,optionLeft,30,4445,2,39,0,39,0,1,,,,,,
,,,,,,,,2023-08-16_08h42.49.667,HF_wild_card,2022.2.4,Win32,58.82352941,5a5b6255f6c5170001950ae0,64d2fd46c836a06233681665,64dc7df2fcf2642c89e295cd,,,,,,,decisionTrl,resources/DBN.BMP,resources/DB.BMP,WildCard_NonEx,-0.22037037,-0.008333333,1,0,0,0.682,optionLeft,45,4490,2,40,0,40,0,1,,,,,,
,,,,,,,,2023-08-16_08h42.49.667,HF_wild_card,2022.2.4,Win32,58.82352941,5a5b6255f6c5170001950ae0,64d2fd46c836a06233681665,64dc7df2fcf2642c89e295cd,,,,,,,ctch,resources/DY.BMP,resources/DB.BMP,Door4,0.27037037,-0.032407407,1,0,0,0.465,optionRight,80,4570,2,41,0,41,0,1,,,,,,
,,,,,,,,2023-08-16_08h42.49.667,HF_wild_card,2022.2.4,Win32,58.82352941,5a5b6255f6c5170001950ae0,64d2fd46c836a06233681665,64dc7df2fcf2642c89e295cd,,,,,,,decisionTrl,resources/DR.BMP,resources/DB.BMP,Door4,0.198148148,-0.032407407,1,0,0,0.43,optionRight,60,4630,2,42,0,42,0,1,,,,,,
,,,,,,,,2023-08-16_08h42.49.667,HF_wild_card,2022.2.4,Win32,58.82352941,5a5b6255f6c5170001950ae0,64d2fd46c836a06233681665,64dc7df2fcf2642c89e295cd,,,,,,,decisionTrl,resources/DB.BMP,resources/DR.BMP,Door3,0.238888889,-0.025,1,0,0,0.864,optionRight,70,4700,2,43,0,43,0,1,,,,,,
,,,,,,,,2023-08-16_08h42.49.667,HF_wild_card,2022.2.4,Win32,58.82352941,5a5b6255f6c5170001950ae0,64d2fd46c836a06233681665,64dc7df2fcf2642c89e295cd,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,
,,,,,,,,2023-08-16_08h42.49.667,HF_wild_card,2022.2.4,Win32,58.82352941,5a5b6255f6c5170001950ae0,64d2fd46c836a06233681665,64dc7df2fcf2642c89e295cd,,,,,,,sngl,resources/Empty.png,resources/DBN.BMP,WildCard_NonEx,0.328703704,0.009259259,1,0,0,1.697,optionRight,55,4755,3,0,0,0,0,1,,,,,,
,,,,,,,,2023-08-16_08h42.49.667,HF_wild_card,2022.2.4,Win32,58.82352941,5a5b6255f6c5170001950ae0,64d2fd46c836a06233681665,64dc7df2fcf2642c89e295cd,,,,,,,decisionTrl,resources/DP.BMP,resources/DY.BMP,Door2,-0.227777778,0.010185185,1,0,0,1.281,optionLeft,20,4775,3,1,0,1,0,1,,,,,,
,,,,,,,,2023-08-16_08h42.49.667,HF_wild_card,2022.2.4,Win32,58.82352941,5a5b6255f6c5170001950ae0,64d2fd46c836a06233681665,64dc7df2fcf2642c89e295cd,,,,,,,ctch,resources/DB.BMP,resources/DY.BMP,Door1,0.310185185,-0.021296296,1,0,0,0.548,optionRight,30,4805,3,2,0,2,0,1,,,,,,
,,,,,,,,2023-08-16_08h42.49.667,HF_wild_card,2022.2.4,Win32,58.82352941,5a5b6255f6c5170001950ae0,64d2fd46c836a06233681665,64dc7df2fcf2642c89e295cd,,,,,,,sngl,resources/DP.BMP,resources/Empty.png,Door2,-0.260185185,-0.011111111,1,0,0,0.562,optionLeft,40,4845,3,3,0,3,0,1,,,,,,
,,,,,,,,2023-08-16_08h42.49.667,HF_wild_card,2022.2.4,Win32,58.82352941,5a5b6255f6c5170001950ae0,64d2fd46c836a06233681665,64dc7df2fcf2642c89e295cd,,,,,,,decisionTrl,resources/DBN.BMP,resources/DR.BMP,Door3,0.348148148,-0.016666667,1,0,0,1.414,optionRight,70,4915,3,4,0,4,0,1,,,,,,
,,,,,,,,2023-08-16_08h42.49.667,HF_wild_card,2022.2.4,Win32,58.82352941,5a5b6255f6c5170001950ae0,64d2fd46c836a06233681665,64dc7df2fcf2642c89e295cd,,,,,,,decisionTrl,resources/DR.BMP,resources/DB.BMP,Door3,-0.253703704,-0.006481481,1,0,0,0.496,optionLeft,70,4985,3,5,0,5,0,1,,,,,,
,,,,,,,,2023-08-16_08h42.49.667,HF_wild_card,2022.2.4,Win32,58.82352941,5a5b6255f6c5170001950ae0,64d2fd46c836a06233681665,64dc7df2fcf2642c89e295cd,,,,,,,decisionTrl,resources/DY.BMP,resources/DBN.BMP,Door1,-0.35,-0.002777778,1,0,0,0.914,optionLeft,30,5015,3,6,0,6,0,1,,,,,,
,,,,,,,,2023-08-16_08h42.49.667,HF_wild_card,2022.2.4,Win32,58.82352941,5a5b6255f6c5170001950ae0,64d2fd46c836a06233681665,64dc7df2fcf2642c89e295cd,,,,,,,sngl,resources/DR.BMP,resources/Empty.png,Door3,-0.221296296,0.010185185,1,0,0,0.446,optionLeft,70,5085,3,7,0,7,0,1,,,,,,
,,,,,,,,2023-08-16_08h42.49.667,HF_wild_card,2022.2.4,Win32,58.82352941,5a5b6255f6c5170001950ae0,64d2fd46c836a06233681665,64dc7df2fcf2642c89e295cd,,,,,,,decisionTrl,resources/DP.BMP,resources/DBN.BMP,WildCard_NonEx,0.219444444,-0.009259259,1,0,0,1.181,optionRight,45,5130,3,8,0,8,0,1,,,,,,
,,,,,,,,2023-08-16_08h42.49.667,HF_wild_card,2022.2.4,Win32,58.82352941,5a5b6255f6c5170001950ae0,64d2fd46c836a06233681665,64dc7df2fcf2642c89e295cd,,,,,,,decisionTrl,resources/DY.BMP,resources/DP.BMP,Door2,0.264814815,-0.012037037,1,0,0,1.113,optionRight,40,5170,3,9,0,9,0,1,,,,,,
,,,,,,,,2023-08-16_08h42.49.667,HF_wild_card,2022.2.4,Win32,58.82352941,5a5b6255f6c5170001950ae0,64d2fd46c836a06233681665,64dc7df2fcf2642c89e295cd,,,,,,,sngl,resources/DB.BMP,resources/Empty.png,Door4,-0.209259259,-0.001851852,1,0,0,0.48,optionLeft,80,5250,3,10,0,10,0,1,,,,,,
,,,,,,,,2023-08-16_08h42.49.667,HF_wild_card,2022.2.4,Win32,58.82352941,5a5b6255f6c5170001950ae0,64d2fd46c836a06233681665,64dc7df2fcf2642c89e295cd,,,,,,,ctch,resources/DB.BMP,resources/DY.BMP,Door4,-0.216666667,-0.00462963,1,0,0,0.731,optionLeft,80,5330,3,11,0,11,0,1,,,,,,
,,,,,,,,2023-08-16_08h42.49.667,HF_wild_card,2022.2.4,Win32,58.82352941,5a5b6255f6c5170001950ae0,64d2fd46c836a06233681665,64dc7df2fcf2642c89e295cd,,,,,,,ctch,resources/DY.BMP,resources/DB.BMP,Door4,0.206481481,-0.007407407,1,0,0,1.682,optionRight,60,5390,3,12,0,12,0,1,,,,,,
,,,,,,,,2023-08-16_08h42.49.667,HF_wild_card,2022.2.4,Win32,58.82352941,5a5b6255f6c5170001950ae0,64d2fd46c836a06233681665,64dc7df2fcf2642c89e295cd,,,,,,,sngl,resources/Empty.png,resources/DY.BMP,Door1,0.217592593,-0.018518519,1,0,0,0.646,optionRight,30,5420,3,13,0,13,0,1,,,,,,
,,,,,,,,2023-08-16_08h42.49.667,HF_wild_card,2022.2.4,Win32,58.82352941,5a5b6255f6c5170001950ae0,64d2fd46c836a06233681665,64dc7df2fcf2642c89e295cd,,,,,,,decisionTrl,resources/DB.BMP,resources/DR.BMP,Door3,0.215740741,-0.025,1,0,0,0.865,optionRight,70,5490,3,14,0,14,0,1,,,,,,
,,,,,,,,2023-08-16_08h42.49.667,HF_wild_card,2022.2.4,Win32,58.82352941,5a5b6255f6c5170001950ae0,64d2fd46c836a06233681665,64dc7df2fcf2642c89e295cd,,,,,,,sngl,resources/DBN.BMP,resources/Empty.png,WildCard_NonEx,-0.238888889,0,1,0,0,0.481,optionLeft,55,5545,3,15,0,15,0,1,,,,,,
,,,,,,,,2023-08-16_08h42.49.667,HF_wild_card,2022.2.4,Win32,58.82352941,5a5b6255f6c5170001950ae0,64d2fd46c836a06233681665,64dc7df2fcf2642c89e295cd,,,,,,,decisionTrl,resources/DB.BMP,resources/DR.BMP,Door3,0.210185185,-0.013888889,1,0,0,0.849,optionRight,70,5615,3,16,0,16,0,1,,,,,,
,,,,,,,,2023-08-16_08h42.49.667,HF_wild_card,2022.2.4,Win32,58.82352941,5a5b6255f6c5170001950ae0,64d2fd46c836a06233681665,64dc7df2fcf2642c89e295cd,,,,,,,decisionTrl,resources/DBN.BMP,resources/DY.BMP,WildCard_NonEx,-0.141666667,-0.007407407,1,0,0,1.414,optionLeft,45,5660,3,17,0,17,0,1,,,,,,
,,,,,,,,2023-08-16_08h42.49.667,HF_wild_card,2022.2.4,Win32,58.82352941,5a5b6255f6c5170001950ae0,64d2fd46c836a06233681665,64dc7df2fcf2642c89e295cd,,,,,,,decisionTrl,resources/DP.BMP,resources/DY.BMP,Door2,-0.149074074,0,1,0,0,0.73,optionLeft,40,5700,3,18,0,18,0,1,,,,,,
,,,,,,,,2023-08-16_08h42.49.667,HF_wild_card,2022.2.4,Win32,58.82352941,5a5b6255f6c5170001950ae0,64d2fd46c836a06233681665,64dc7df2fcf2642c89e295cd,,,,,,,sngl,resources/Empty.png,resources/DB.BMP,Door4,0.223148148,-0.012962963,1,0,0,0.447,optionRight,60,5760,3,19,0,19,0,1,,,,,,
,,,,,,,,2023-08-16_08h42.49.667,HF_wild_card,2022.2.4,Win32,58.82352941,5a5b6255f6c5170001950ae0,64d2fd46c836a06233681665,64dc7df2fcf2642c89e295cd,,,,,,,decisionTrl,resources/DY.BMP,resources/DP.BMP,Door2,0.280555556,-0.009259259,1,0,0,2.249,optionRight,20,5780,3,20,0,20,0,1,,,,,,
,,,,,,,,2023-08-16_08h42.49.667,HF_wild_card,2022.2.4,Win32,58.82352941,5a5b6255f6c5170001950ae0,64d2fd46c836a06233681665,64dc7df2fcf2642c89e295cd,,,,,,,sngl,resources/Empty.png,resources/DP.BMP,Door2,0.306481481,-0.006481481,1,0,0,0.43,optionRight,20,5800,3,21,0,21,0,1,,,,,,
,,,,,,,,2023-08-16_08h42.49.667,HF_wild_card,2022.2.4,Win32,58.82352941,5a5b6255f6c5170001950ae0,64d2fd46c836a06233681665,64dc7df2fcf2642c89e295cd,,,,,,,sngl,resources/DBN.BMP,resources/Empty.png,WildCard_NonEx,-0.136111111,0.002777778,1,0,0,0.513,optionLeft,45,5845,3,22,0,22,0,1,,,,,,
,,,,,,,,2023-08-16_08h42.49.667,HF_wild_card,2022.2.4,Win32,58.82352941,5a5b6255f6c5170001950ae0,64d2fd46c836a06233681665,64dc7df2fcf2642c89e295cd,,,,,,,decisionTrl,resources/DR.BMP,resources/DB.BMP,Door3,-0.194444444,-0.005555556,1,0,0,1.331,optionLeft,70,5915,3,23,0,23,0,1,,,,,,
,,,,,,,,2023-08-16_08h42.49.667,HF_wild_card,2022.2.4,Win32,58.82352941,5a5b6255f6c5170001950ae0,64d2fd46c836a06233681665,64dc7df2fcf2642c89e295cd,,,,,,,decisionTrl,resources/DY.BMP,resources/DP.BMP,Door1,-0.22037037,0.002777778,1,0,0,1.098,optionLeft,30,5945,3,24,0,24,0,1,,,,,,
,,,,,,,,2023-08-16_08h42.49.667,HF_wild_card,2022.2.4,Win32,58.82352941,5a5b6255f6c5170001950ae0,64d2fd46c836a06233681665,64dc7df2fcf2642c89e295cd,,,,,,,decisionTrl,resources/DP.BMP,resources/DY.BMP,Door1,0.27962963,-0.011111111,1,0,0,0.847,optionRight,30,5975,3,25,0,25,0,1,,,,,,
,,,,,,,,2023-08-16_08h42.49.667,HF_wild_card,2022.2.4,Win32,58.82352941,5a5b6255f6c5170001950ae0,64d2fd46c836a06233681665,64dc7df2fcf2642c89e295cd,,,,,,,sngl,resources/Empty.png,resources/DR.BMP,Door3,0.163888889,-0.008333333,1,0,0,0.53,optionRight,70,6045,3,26,0,26,0,1,,,,,,
,,,,,,,,2023-08-16_08h42.49.667,HF_wild_card,2022.2.4,Win32,58.82352941,5a5b6255f6c5170001950ae0,64d2fd46c836a06233681665,64dc7df2fcf2642c89e295cd,,,,,,,ctch,resources/DP.BMP,resources/DR.BMP,Door3,0.199074074,-0.015740741,1,0,0,1.265,optionRight,70,6115,3,27,0,27,0,1,,,,,,
,,,,,,,,2023-08-16_08h42.49.667,HF_wild_card,2022.2.4,Win32,58.82352941,5a5b6255f6c5170001950ae0,64d2fd46c836a06233681665,64dc7df2fcf2642c89e295cd,,,,,,,sngl,resources/Empty.png,resources/DBN.BMP,WildCard_NonEx,0.151851852,0.000925926,1,0,0,0.53,optionRight,45,6160,3,28,0,28,0,1,,,,,,
,,,,,,,,2023-08-16_08h42.49.667,HF_wild_card,2022.2.4,Win32,58.82352941,5a5b6255f6c5170001950ae0,64d2fd46c836a06233681665,64dc7df2fcf2642c89e295cd,,,,,,,ctch,resources/DY.BMP,resources/DB.BMP,Door4,0.168518519,0,1,0,0,1.048,optionRight,80,6240,3,29,0,29,0,1,,,,,,
,,,,,,,,2023-08-16_08h42.49.667,HF_wild_card,2022.2.4,Win32,58.82352941,5a5b6255f6c5170001950ae0,64d2fd46c836a06233681665,64dc7df2fcf2642c89e295cd,,,,,,,decisionTrl,resources/DBN.BMP,resources/DP.BMP,WildCard_NonEx,-0.247222222,0.010185185,1,0,0,1.364,optionLeft,45,6285,3,30,0,30,0,1,,,,,,
,,,,,,,,2023-08-16_08h42.49.667,HF_wild_card,2022.2.4,Win32,58.82352941,5a5b6255f6c5170001950ae0,64d2fd46c836a06233681665,64dc7df2fcf2642c89e295cd,,,,,,,decisionTrl,resources/DB.BMP,resources/DR.BMP,Door3,0.173148148,-0.001851852,1,0,0,1.031,optionRight,70,6355,3,31,0,31,0,1,,,,,,
,,,,,,,,2023-08-16_08h42.49.667,HF_wild_card,2022.2.4,Win32,58.82352941,5a5b6255f6c5170001950ae0,64d2fd46c836a06233681665,64dc7df2fcf2642c89e295cd,,,,,,,ctch,resources/DP.BMP,resources/DR.BMP,Door3,0.132407407,-0.007407407,1,0,0,0.815,optionRight,70,6425,3,32,0,32,0,1,,,,,,
,,,,,,,,2023-08-16_08h42.49.667,HF_wild_card,2022.2.4,Win32,58.82352941,5a5b6255f6c5170001950ae0,64d2fd46c836a06233681665,64dc7df2fcf2642c89e295cd,,,,,,,decisionTrl,resources/DY.BMP,resources/DP.BMP,Door2,0.186111111,0.000925926,1,0,0,0.698,optionRight,20,6445,3,33,0,33,0,1,,,,,,
,,,,,,,,2023-08-16_08h42.49.667,HF_wild_card,2022.2.4,Win32,58.82352941,5a5b6255f6c5170001950ae0,64d2fd46c836a06233681665,64dc7df2fcf2642c89e295cd,,,,,,,decisionTrl,resources/DR.BMP,resources/DB.BMP,Door4,0.172222222,-0.005555556,1,0,0,0.748,optionRight,60,6505,3,34,0,34,0,1,,,,,,
,,,,,,,,2023-08-16_08h42.49.667,HF_wild_card,2022.2.4,Win32,58.82352941,5a5b6255f6c5170001950ae0,64d2fd46c836a06233681665,64dc7df2fcf2642c89e295cd,,,,,,,sngl,resources/DY.BMP,resources/Empty.png,Door1,-0.178703704,-0.00462963,1,0,0,0.514,optionLeft,30,6535,3,35,0,35,0,1,,,,,,
,,,,,,,,2023-08-16_08h42.49.667,HF_wild_card,2022.2.4,Win32,58.82352941,5a5b6255f6c5170001950ae0,64d2fd46c836a06233681665,64dc7df2fcf2642c89e295cd,,,,,,,ctch,resources/DR.BMP,resources/DP.BMP,Door2,0.178703704,-0.015740741,1,0,0,1.114,optionRight,20,6555,3,36,0,36,0,1,,,,,,
,,,,,,,,2023-08-16_08h42.49.667,HF_wild_card,2022.2.4,Win32,58.82352941,5a5b6255f6c5170001950ae0,64d2fd46c836a06233681665,64dc7df2fcf2642c89e295cd,,,,,,,decisionTrl,resources/DB.BMP,resources/DBN.BMP,Door4,-0.148148148,-0.008333333,1,0,0,0.997,optionLeft,80,6635,3,37,0,37,0,1,,,,,,
,,,,,,,,2023-08-16_08h42.49.667,HF_wild_card,2022.2.4,Win32,58.82352941,5a5b6255f6c5170001950ae0,64d2fd46c836a06233681665,64dc7df2fcf2642c89e295cd,,,,,,,decisionTrl,resources/DP.BMP,resources/DY.BMP,Door2,-0.213888889,0.001851852,1,0,0,2.249,optionLeft,40,6675,3,38,0,38,0,1,,,,,,
,,,,,,,,2023-08-16_08h42.49.667,HF_wild_card,2022.2.4,Win32,58.82352941,5a5b6255f6c5170001950ae0,64d2fd46c836a06233681665,64dc7df2fcf2642c89e295cd,,,,,,,ctch,resources/DR.BMP,resources/DP.BMP,Door3,-0.162962963,0.001851852,1,0,0,0.747,optionLeft,70,6745,3,39,0,39,0,1,,,,,,
,,,,,,,,2023-08-16_08h42.49.667,HF_wild_card,2022.2.4,Win32,58.82352941,5a5b6255f6c5170001950ae0,64d2fd46c836a06233681665,64dc7df2fcf2642c89e295cd,,,,,,,decisionTrl,resources/DBN.BMP,resources/DB.BMP,Door4,0.29537037,-0.008333333,1,0,0,0.965,optionRight,60,6805,3,40,0,40,0,1,,,,,,
,,,,,,,,2023-08-16_08h42.49.667,HF_wild_card,2022.2.4,Win32,58.82352941,5a5b6255f6c5170001950ae0,64d2fd46c836a06233681665,64dc7df2fcf2642c89e295cd,,,,,,,decisionTrl,resources/DR.BMP,resources/DBN.BMP,Door3,-0.208333333,0.005555556,1,0,0,0.93,optionLeft,70,6875,3,41,0,41,0,1,,,,,,
,,,,,,,,2023-08-16_08h42.49.667,HF_wild_card,2022.2.4,Win32,58.82352941,5a5b6255f6c5170001950ae0,64d2fd46c836a06233681665,64dc7df2fcf2642c89e295cd,,,,,,,decisionTrl,resources/DB.BMP,resources/DR.BMP,Door3,0.248148148,0,1,0,0,0.83,optionRight,70,6945,3,42,0,42,0,1,,,,,,
,,,,,,,,2023-08-16_08h42.49.667,HF_wild_card,2022.2.4,Win32,58.82352941,5a5b6255f6c5170001950ae0,64d2fd46c836a06233681665,64dc7df2fcf2642c89e295cd,,,,,,,decisionTrl,resources/DR.BMP,resources/DB.BMP,Door3,-0.189814815,0.002777778,1,0,0,0.58,optionLeft,70,7015,3,43,0,43,0,1,,,,,,
,,,,,,,,2023-08-16_08h42.49.667,HF_wild_card,2022.2.4,Win32,58.82352941,5a5b6255f6c5170001950ae0,64d2fd46c836a06233681665,64dc7df2fcf2642c89e295cd,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,1,
,,,,,,,,2023-08-16_08h42.49.667,HF_wild_card,2022.2.4,Win32,58.82352941,5a5b6255f6c5170001950ae0,64d2fd46c836a06233681665,64dc7df2fcf2642c89e295cd,,,,,,,ctch,resources/DR.BMP,resources/DP.BMP,Door3,-0.119444444,-0.058333333,1,0,0,0.796,optionLeft,70,7085,4,0,0,0,0,1,,,,,,
