Condition,Low fixed image (Door1),Low risky image (Door2),High fixed image (Door3),High risky image (Door4),Extreme Wild Card,NonExtreme Wild Card,,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,Trial Type,Left Option Image,Right Option Image,Chosen Door,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,Feedback,Cumulative Reward,Block,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,trial.ran
0,resources/DR.BMP,resources/DY.BMP,resources/DG.BMP,resources/DBN.BMP,resources/DB.BMP,resources/DP.BMP,,2023-08-16_08h43.26.714,HF_wild_card,2022.2.4,Win32,120.1345507,60967660853e8fcaf410748b,64d2fd46c836a06233681665,64dc7e19eb1304cbf1f75ced,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h43.26.714,HF_wild_card,2022.2.4,Win32,120.1345507,60967660853e8fcaf410748b,64d2fd46c836a06233681665,64dc7e19eb1304cbf1f75ced,-0.002083333,-0.424305556,1,0,0,agree,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h43.26.714,HF_wild_card,2022.2.4,Win32,120.1345507,60967660853e8fcaf410748b,64d2fd46c836a06233681665,64dc7e19eb1304cbf1f75ced,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h43.26.714,HF_wild_card,2022.2.4,Win32,120.1345507,60967660853e8fcaf410748b,64d2fd46c836a06233681665,64dc7e19eb1304cbf1f75ced,,,,,,,decisionTrl,resources/DG.BMP,resources/DBN.BMP,Door3,-0.400760456,-0.110646388,1,0,0,6.6442,optionLeft,70,70,1,0,0,0,0,1
,,,,,,,,2023-08-16_08h43.26.714,HF_wild_card,2022.2.4,Win32,120.1345507,60967660853e8fcaf410748b,64d2fd46c836a06233681665,64dc7e19eb1304cbf1f75ced,,,,,,,sngl,resources/Empty.png,resources/DR.BMP,Door1,0.365019011,-0.011026616,1,0,0,1.5409,optionRight,30,100,1,1,0,1,0,1
,,,,,,,,2023-08-16_08h43.26.714,HF_wild_card,2022.2.4,Win32,120.1345507,60967660853e8fcaf410748b,64d2fd46c836a06233681665,64dc7e19eb1304cbf1f75ced,,,,,,,decisionTrl,resources/DB.BMP,resources/DG.BMP,Door3,0.375665399,-0.042205323,1,0,0,1.3416,optionRight,70,170,1,2,0,2,0,1
,,,,,,,,2023-08-16_08h43.26.714,HF_wild_card,2022.2.4,Win32,120.1345507,60967660853e8fcaf410748b,64d2fd46c836a06233681665,64dc7e19eb1304cbf1f75ced,,,,,,,decisionTrl,resources/DY.BMP,resources/DB.BMP,WildCard_Ex,0.364258555,-0.024714829,1,0,0,0.5323,optionRight,5,175,1,3,0,3,0,1
,,,,,,,,2023-08-16_08h43.26.714,HF_wild_card,2022.2.4,Win32,120.1345507,60967660853e8fcaf410748b,64d2fd46c836a06233681665,64dc7e19eb1304cbf1f75ced,,,,,,,sngl,resources/DY.BMP,resources/Empty.png,Door2,-0.260076046,0.020912548,1,0,0,0.5164,optionLeft,40,215,1,4,0,4,0,1
,,,,,,,,2023-08-16_08h43.26.714,HF_wild_card,2022.2.4,Win32,120.1345507,60967660853e8fcaf410748b,64d2fd46c836a06233681665,64dc7e19eb1304cbf1f75ced,,,,,,,decisionTrl,resources/DR.BMP,resources/DB.BMP,Door1,-0.4,-0.032319392,1,0,0,3.1066,optionLeft,30,245,1,5,0,5,0,1
,,,,,,,,2023-08-16_08h43.26.714,HF_wild_card,2022.2.4,Win32,120.1345507,60967660853e8fcaf410748b,64d2fd46c836a06233681665,64dc7e19eb1304cbf1f75ced,,,,,,,sngl,resources/DBN.BMP,resources/Empty.png,Door4,-0.258555133,0.012547529,1,0,0,0.5248,optionLeft,80,325,1,6,0,6,0,1
,,,,,,,,2023-08-16_08h43.26.714,HF_wild_card,2022.2.4,Win32,120.1345507,60967660853e8fcaf410748b,64d2fd46c836a06233681665,64dc7e19eb1304cbf1f75ced,,,,,,,decisionTrl,resources/DBN.BMP,resources/DG.BMP,Door3,0.308745247,-0.044486692,1,0,0,0.36,optionRight,70,395,1,7,0,7,0,1
,,,,,,,,2023-08-16_08h43.26.714,HF_wild_card,2022.2.4,Win32,120.1345507,60967660853e8fcaf410748b,64d2fd46c836a06233681665,64dc7e19eb1304cbf1f75ced,,,,,,,sngl,resources/Empty.png,resources/DB.BMP,WildCard_Ex,-0.306463878,0.017870722,1,0,0,0.7506,optionRight,95,490,1,8,0,8,0,1
,,,,,,,,2023-08-16_08h43.26.714,HF_wild_card,2022.2.4,Win32,120.1345507,60967660853e8fcaf410748b,64d2fd46c836a06233681665,64dc7e19eb1304cbf1f75ced,,,,,,,decisionTrl,resources/DY.BMP,resources/DR.BMP,Door1,0.288973384,-0.027756654,1,0,0,2.6065,optionRight,30,520,1,9,0,9,0,1
,,,,,,,,2023-08-16_08h43.26.714,HF_wild_card,2022.2.4,Win32,120.1345507,60967660853e8fcaf410748b,64d2fd46c836a06233681665,64dc7e19eb1304cbf1f75ced,,,,,,,decisionTrl,resources/DG.BMP,resources/DBN.BMP,Door3,-0.371102662,0.00418251,1,0,0,0.4572,optionLeft,70,590,1,10,0,10,0,1
,,,,,,,,2023-08-16_08h43.26.714,HF_wild_card,2022.2.4,Win32,120.1345507,60967660853e8fcaf410748b,64d2fd46c836a06233681665,64dc7e19eb1304cbf1f75ced,,,,,,,decisionTrl,resources/DY.BMP,resources/DR.BMP,Door2,-0.27756654,0.014828897,1,0,0,1.3044,optionLeft,40,630,1,11,0,11,0,1
,,,,,,,,2023-08-16_08h43.26.714,HF_wild_card,2022.2.4,Win32,120.1345507,60967660853e8fcaf410748b,64d2fd46c836a06233681665,64dc7e19eb1304cbf1f75ced,,,,,,,decisionTrl,resources/DR.BMP,resources/DY.BMP,Door2,0.308745247,-0.037642586,1,0,0,0.5881,optionRight,40,670,1,12,0,12,0,1
,,,,,,,,2023-08-16_08h43.26.714,HF_wild_card,2022.2.4,Win32,120.1345507,60967660853e8fcaf410748b,64d2fd46c836a06233681665,64dc7e19eb1304cbf1f75ced,,,,,,,sngl,resources/Empty.png,resources/DBN.BMP,Door4,0.380228137,-0.007984791,1,0,0,1.0371,optionRight,60,730,1,13,0,13,0,1
,,,,,,,,2023-08-16_08h43.26.714,HF_wild_card,2022.2.4,Win32,120.1345507,60967660853e8fcaf410748b,64d2fd46c836a06233681665,64dc7e19eb1304cbf1f75ced,,,,,,,ctch,resources/DY.BMP,resources/DG.BMP,Door3,0.320912548,-0.012547529,1,0,0,1.7183,optionRight,70,800,1,14,0,14,0,1
,,,,,,,,2023-08-16_08h43.26.714,HF_wild_card,2022.2.4,Win32,120.1345507,60967660853e8fcaf410748b,64d2fd46c836a06233681665,64dc7e19eb1304cbf1f75ced,,,,,,,decisionTrl,resources/DBN.BMP,resources/DG.BMP,Door3,0.332319392,-0.026996198,1,0,0,0.5645,optionRight,70,870,1,15,0,15,0,1
,,,,,,,,2023-08-16_08h43.26.714,HF_wild_card,2022.2.4,Win32,120.1345507,60967660853e8fcaf410748b,64d2fd46c836a06233681665,64dc7e19eb1304cbf1f75ced,,,,,,,decisionTrl,resources/DBN.BMP,resources/DG.BMP,Door3,0.350570342,-0.026996198,1,0,0,0.5102,optionRight,70,940,1,16,0,16,0,1
,,,,,,,,2023-08-16_08h43.26.714,HF_wild_card,2022.2.4,Win32,120.1345507,60967660853e8fcaf410748b,64d2fd46c836a06233681665,64dc7e19eb1304cbf1f75ced,,,,,,,ctch,resources/DY.BMP,resources/DG.BMP,Door3,0.300380228,-0.005703422,1,0,0,0.398,optionRight,70,1010,1,17,0,17,0,1
,,,,,,,,2023-08-16_08h43.26.714,HF_wild_card,2022.2.4,Win32,120.1345507,60967660853e8fcaf410748b,64d2fd46c836a06233681665,64dc7e19eb1304cbf1f75ced,,,,,,,ctch,resources/DR.BMP,resources/DBN.BMP,Door4,0.380988593,-0.007984791,1,0,0,1.0821,optionRight,60,1070,1,18,0,18,0,1
,,,,,,,,2023-08-16_08h43.26.714,HF_wild_card,2022.2.4,Win32,120.1345507,60967660853e8fcaf410748b,64d2fd46c836a06233681665,64dc7e19eb1304cbf1f75ced,,,,,,,decisionTrl,resources/DB.BMP,resources/DY.BMP,Door2,0.311026616,-0.01634981,1,0,0,1.5659,optionRight,40,1110,1,19,0,19,0,1
,,,,,,,,2023-08-16_08h43.26.714,HF_wild_card,2022.2.4,Win32,120.1345507,60967660853e8fcaf410748b,64d2fd46c836a06233681665,64dc7e19eb1304cbf1f75ced,,,,,,,decisionTrl,resources/DG.BMP,resources/DBN.BMP,Door3,-0.241825095,-0.000380228,1,0,0,1.2704,optionLeft,70,1180,1,20,0,20,0,1
,,,,,,,,2023-08-16_08h43.26.714,HF_wild_card,2022.2.4,Win32,120.1345507,60967660853e8fcaf410748b,64d2fd46c836a06233681665,64dc7e19eb1304cbf1f75ced,,,,,,,decisionTrl,resources/DG.BMP,resources/DB.BMP,Door3,-0.292775665,-0.013307985,1,0,0,0.502,optionLeft,70,1250,1,21,0,21,0,1
,,,,,,,,2023-08-16_08h43.26.714,HF_wild_card,2022.2.4,Win32,120.1345507,60967660853e8fcaf410748b,64d2fd46c836a06233681665,64dc7e19eb1304cbf1f75ced,,,,,,,decisionTrl,resources/DR.BMP,resources/DY.BMP,Door2,0.28365019,-0.014828897,1,0,0,0.9656,optionRight,20,1270,1,22,0,22,0,1
,,,,,,,,2023-08-16_08h43.26.714,HF_wild_card,2022.2.4,Win32,120.1345507,60967660853e8fcaf410748b,64d2fd46c836a06233681665,64dc7e19eb1304cbf1f75ced,,,,,,,sngl,resources/Empty.png,resources/DG.BMP,Door3,0.455513308,-0.021673004,1,0,0,0.45,optionRight,70,1340,1,23,0,23,0,1
,,,,,,,,2023-08-16_08h43.26.714,HF_wild_card,2022.2.4,Win32,120.1345507,60967660853e8fcaf410748b,64d2fd46c836a06233681665,64dc7e19eb1304cbf1f75ced,,,,,,,ctch,resources/DR.BMP,resources/DBN.BMP,Door4,0.323193916,-0.011787072,1,0,0,0.6352,optionRight,80,1420,1,24,0,24,0,1
,,,,,,,,2023-08-16_08h43.26.714,HF_wild_card,2022.2.4,Win32,120.1345507,60967660853e8fcaf410748b,64d2fd46c836a06233681665,64dc7e19eb1304cbf1f75ced,,,,,,,decisionTrl,resources/DY.BMP,resources/DR.BMP,Door2,-0.28973384,0.004942966,1,0,0,0.6612,optionLeft,20,1440,1,25,0,25,0,1
,,,,,,,,2023-08-16_08h43.26.714,HF_wild_card,2022.2.4,Win32,120.1345507,60967660853e8fcaf410748b,64d2fd46c836a06233681665,64dc7e19eb1304cbf1f75ced,,,,,,,ctch,resources/DG.BMP,resources/DY.BMP,Door2,0.288212928,-0.011787072,1,0,0,0.5748,optionRight,40,1480,1,26,0,26,0,1
,,,,,,,,2023-08-16_08h43.26.714,HF_wild_card,2022.2.4,Win32,120.1345507,60967660853e8fcaf410748b,64d2fd46c836a06233681665,64dc7e19eb1304cbf1f75ced,,,,,,,ctch,resources/DBN.BMP,resources/DR.BMP,Door4,-0.249429658,0.009505703,1,0,0,0.6483,optionLeft,60,1540,1,27,0,27,0,1
,,,,,,,,2023-08-16_08h43.26.714,HF_wild_card,2022.2.4,Win32,120.1345507,60967660853e8fcaf410748b,64d2fd46c836a06233681665,64dc7e19eb1304cbf1f75ced,,,,,,,decisionTrl,resources/DG.BMP,resources/DBN.BMP,Door3,-0.32243346,0.005703422,1,0,0,0.4454,optionLeft,70,1610,1,28,0,28,0,1
