Condition,Low fixed image (Door1),Low risky image (Door2),High fixed image (Door3),High risky image (Door4),NonExtreme Wild Card 1,NonExtreme Wild Card 2,,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID
2,resources/DG.BMP,resources/DP.BMP,resources/DBN.BMP,resources/DY.BMP,resources/DR.BMP,resources/DB.BMP,,2023-08-16_08h47.50.065,HF_wild_card,2022.2.4,Linux x86_64,59.96641881,5f4cbdf9f599118d27c21442,64d2fd46c836a06233681665,64dc7f14707d0bc38769627e
