Condition,Low fixed image (Door1),Low risky image (Door2),High fixed image (Door3),High risky image (Door4),Extreme Wild Card,NonExtreme Wild Card,,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,Trial Type,Left Option Image,Right Option Image,Chosen Door,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,Feedback,Cumulative Reward,Block,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,trial.ran,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,Money conversion,First Outcome Reported,Shown Door (First Outcome),Displayed Image (First Outcome),outcomes.thisRepN,outcomes.thisTrialN,outcomes.thisN,outcomes.thisIndex,outcomes.ran,judgments.thisRepN,judgments.thisTrialN,judgments.thisN,judgments.thisIndex,judgments.ran,freqMouse.x,freqMouse.y,freqMouse.leftButton,freqMouse.midButton,freqMouse.rightButton,freqMouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,FQJ for first outcome,FQJ for second outcome,Shown Door,Displayed Image,judgBlock.thisRepN,judgBlock.thisTrialN,judgBlock.thisN,judgBlock.thisIndex,judgBlock.ran
0,resources/DBN.BMP,resources/DR.BMP,resources/DG.BMP,resources/DB.BMP,resources/DP.BMP,resources/DY.BMP,,2023-08-16_08h49.45.555,HF_wild_card,2022.2.4,Win32,145.4757056,574c17587fd0ec0006b655cc,64d2fd46c836a06233681665,64dc7e957b02033fd7e2ecf9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h49.45.555,HF_wild_card,2022.2.4,Win32,145.4757056,574c17587fd0ec0006b655cc,64d2fd46c836a06233681665,64dc7e957b02033fd7e2ecf9,0.002708559,-0.427952329,1,0,0,agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h49.45.555,HF_wild_card,2022.2.4,Win32,145.4757056,574c17587fd0ec0006b655cc,64d2fd46c836a06233681665,64dc7e957b02033fd7e2ecf9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h49.45.555,HF_wild_card,2022.2.4,Win32,145.4757056,574c17587fd0ec0006b655cc,64d2fd46c836a06233681665,64dc7e957b02033fd7e2ecf9,,,,,,,decisionTrl,resources/DR.BMP,resources/DBN.BMP,Door2,-0.547670639,-0.006500542,1,0,0,3.1705,optionLeft,40,40,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h49.45.555,HF_wild_card,2022.2.4,Win32,145.4757056,574c17587fd0ec0006b655cc,64d2fd46c836a06233681665,64dc7e957b02033fd7e2ecf9,,,,,,,decisionTrl,resources/DG.BMP,resources/DB.BMP,Door3,-0.325027086,0.00595883,1,0,0,2.2354,optionLeft,70,110,1,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h49.45.555,HF_wild_card,2022.2.4,Win32,145.4757056,574c17587fd0ec0006b655cc,64d2fd46c836a06233681665,64dc7e957b02033fd7e2ecf9,,,,,,,sngl,resources/DBN.BMP,resources/Empty.png,Door1,0.341820152,0.032502709,1,0,0,1.5612,optionLeft,30,140,1,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h49.45.555,HF_wild_card,2022.2.4,Win32,145.4757056,574c17587fd0ec0006b655cc,64d2fd46c836a06233681665,64dc7e957b02033fd7e2ecf9,,,,,,,ctch,resources/DR.BMP,resources/DG.BMP,Door3,0.262188516,-0.00595883,1,0,0,1.2989,optionRight,70,210,1,3,0,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h49.45.555,HF_wild_card,2022.2.4,Win32,145.4757056,574c17587fd0ec0006b655cc,64d2fd46c836a06233681665,64dc7e957b02033fd7e2ecf9,,,,,,,decisionTrl,resources/DP.BMP,resources/DR.BMP,WildCard_Ex,-0.283315276,0.014084507,1,0,0,1.2192,optionLeft,95,305,1,4,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h49.45.555,HF_wild_card,2022.2.4,Win32,145.4757056,574c17587fd0ec0006b655cc,64d2fd46c836a06233681665,64dc7e957b02033fd7e2ecf9,,,,,,,sngl,resources/Empty.png,resources/DG.BMP,Door3,-0.359696641,-0.013001083,1,0,0,1.2781,optionRight,70,375,1,5,0,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h49.45.555,HF_wild_card,2022.2.4,Win32,145.4757056,574c17587fd0ec0006b655cc,64d2fd46c836a06233681665,64dc7e957b02033fd7e2ecf9,,,,,,,ctch,resources/DG.BMP,resources/DR.BMP,Door2,0.231310943,-0.002708559,1,0,0,1.3814,optionRight,40,415,1,6,0,6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h49.45.555,HF_wild_card,2022.2.4,Win32,145.4757056,574c17587fd0ec0006b655cc,64d2fd46c836a06233681665,64dc7e957b02033fd7e2ecf9,,,,,,,sngl,resources/Empty.png,resources/DB.BMP,Door4,0.468039003,-0.02979415,1,0,0,0.8593,optionRight,60,475,1,7,0,7,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h49.45.555,HF_wild_card,2022.2.4,Win32,145.4757056,574c17587fd0ec0006b655cc,64d2fd46c836a06233681665,64dc7e957b02033fd7e2ecf9,,,,,,,decisionTrl,resources/DR.BMP,resources/DBN.BMP,Door1,0.412784399,0.004875406,1,0,0,1.1853,optionRight,30,505,1,8,0,8,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h49.45.555,HF_wild_card,2022.2.4,Win32,145.4757056,574c17587fd0ec0006b655cc,64d2fd46c836a06233681665,64dc7e957b02033fd7e2ecf9,,,,,,,sngl,resources/Empty.png,resources/DP.BMP,WildCard_Ex,0.420368364,-0.05092091,1,0,0,0.6791,optionRight,95,600,1,9,0,9,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h49.45.555,HF_wild_card,2022.2.4,Win32,145.4757056,574c17587fd0ec0006b655cc,64d2fd46c836a06233681665,64dc7e957b02033fd7e2ecf9,,,,,,,decisionTrl,resources/DB.BMP,resources/DG.BMP,Door3,0.483206934,-0.010292524,1,0,0,1.457,optionRight,70,670,1,10,0,10,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h49.45.555,HF_wild_card,2022.2.4,Win32,145.4757056,574c17587fd0ec0006b655cc,64d2fd46c836a06233681665,64dc7e957b02033fd7e2ecf9,,,,,,,decisionTrl,resources/DR.BMP,resources/DP.BMP,WildCard_Ex,0.241061755,0.011375948,1,0,0,1.029,optionRight,5,675,1,11,0,11,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h49.45.555,HF_wild_card,2022.2.4,Win32,145.4757056,574c17587fd0ec0006b655cc,64d2fd46c836a06233681665,64dc7e957b02033fd7e2ecf9,,,,,,,decisionTrl,resources/DBN.BMP,resources/DR.BMP,Door2,0.448537378,0,1,0,0,1.0124,optionRight,40,715,1,12,0,12,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h49.45.555,HF_wild_card,2022.2.4,Win32,145.4757056,574c17587fd0ec0006b655cc,64d2fd46c836a06233681665,64dc7e957b02033fd7e2ecf9,,,,,,,sngl,resources/DR.BMP,resources/Empty.png,Door2,-0.282773564,0.013001083,1,0,0,0.6224,optionLeft,40,755,1,13,0,13,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h49.45.555,HF_wild_card,2022.2.4,Win32,145.4757056,574c17587fd0ec0006b655cc,64d2fd46c836a06233681665,64dc7e957b02033fd7e2ecf9,,,,,,,ctch,resources/DBN.BMP,resources/DB.BMP,Door4,0.436078007,-0.015709642,1,0,0,1.1363,optionRight,80,835,1,14,0,14,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h49.45.555,HF_wild_card,2022.2.4,Win32,145.4757056,574c17587fd0ec0006b655cc,64d2fd46c836a06233681665,64dc7e957b02033fd7e2ecf9,,,,,,,ctch,resources/DB.BMP,resources/DBN.BMP,Door4,-0.299024919,0.009750813,1,0,0,1.4565,optionLeft,60,895,1,15,0,15,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h49.45.555,HF_wild_card,2022.2.4,Win32,145.4757056,574c17587fd0ec0006b655cc,64d2fd46c836a06233681665,64dc7e957b02033fd7e2ecf9,,,,,,,decisionTrl,resources/DG.BMP,resources/DP.BMP,WildCard_Ex,0.446370531,-0.082340195,1,0,0,0.8735,optionRight,95,990,1,16,0,16,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h49.45.555,HF_wild_card,2022.2.4,Win32,145.4757056,574c17587fd0ec0006b655cc,64d2fd46c836a06233681665,64dc7e957b02033fd7e2ecf9,,,,,,,sngl,resources/DP.BMP,resources/Empty.png,WildCard_Ex,-0.258396533,-0.062296858,1,0,0,0.5407,optionLeft,5,995,1,17,0,17,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h49.45.555,HF_wild_card,2022.2.4,Win32,145.4757056,574c17587fd0ec0006b655cc,64d2fd46c836a06233681665,64dc7e957b02033fd7e2ecf9,,,,,,,decisionTrl,resources/DR.BMP,resources/DBN.BMP,Door2,-0.173889491,-0.071505959,1,0,0,2.4027,optionLeft,20,1015,1,18,0,18,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h49.45.555,HF_wild_card,2022.2.4,Win32,145.4757056,574c17587fd0ec0006b655cc,64d2fd46c836a06233681665,64dc7e957b02033fd7e2ecf9,,,,,,,decisionTrl,resources/DR.BMP,resources/DBN.BMP,Door1,0.310400867,-0.042795233,1,0,0,0.9638,optionRight,30,1045,1,19,0,19,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h49.45.555,HF_wild_card,2022.2.4,Win32,145.4757056,574c17587fd0ec0006b655cc,64d2fd46c836a06233681665,64dc7e957b02033fd7e2ecf9,,,,,,,ctch,resources/DG.BMP,resources/DR.BMP,Door3,-0.429577465,-0.046587216,1,0,0,3.8976,optionLeft,70,1115,1,20,0,20,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h49.45.555,HF_wild_card,2022.2.4,Win32,145.4757056,574c17587fd0ec0006b655cc,64d2fd46c836a06233681665,64dc7e957b02033fd7e2ecf9,,,,,,,decisionTrl,resources/DB.BMP,resources/DG.BMP,Door3,0.281690141,-0.057421452,1,0,0,0.8738,optionRight,70,1185,1,21,0,21,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h49.45.555,HF_wild_card,2022.2.4,Win32,145.4757056,574c17587fd0ec0006b655cc,64d2fd46c836a06233681665,64dc7e957b02033fd7e2ecf9,,,,,,,decisionTrl,resources/DBN.BMP,resources/DR.BMP,Door2,0.453412784,-0.024918743,1,0,0,1.1309,optionRight,20,1205,1,22,0,22,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h49.45.555,HF_wild_card,2022.2.4,Win32,145.4757056,574c17587fd0ec0006b655cc,64d2fd46c836a06233681665,64dc7e957b02033fd7e2ecf9,,,,,,,decisionTrl,resources/DBN.BMP,resources/DP.BMP,WildCard_Ex,0.520043337,-0.061755146,1,0,0,1.0389,optionRight,95,1300,1,23,0,23,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
