Condition,Low fixed image (Door1),Low risky image (Door2),High fixed image (Door3),High risky image (Door4),NonExtreme Wild Card 1,NonExtreme Wild Card 2,,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,Trial Type,Left Option Image,Right Option Image,Chosen Door,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,Feedback,Cumulative Reward,Block,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,trial.ran,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,Money conversion,First Outcome Reported,Shown Door (First Outcome),Displayed Image (First Outcome),outcomes.thisRepN,outcomes.thisTrialN,outcomes.thisN,outcomes.thisIndex,outcomes.ran,judgments.thisRepN,judgments.thisTrialN,judgments.thisN,judgments.thisIndex,judgments.ran,freqMouse.x,freqMouse.y,freqMouse.leftButton,freqMouse.midButton,freqMouse.rightButton,freqMouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,FQJ for first outcome,FQJ for second outcome,Shown Door,Displayed Image,judgBlock.thisRepN,judgBlock.thisTrialN,judgBlock.thisN,judgBlock.thisIndex,judgBlock.ran
2,resources/DB.BMP,resources/DBN.BMP,resources/DG.BMP,resources/DY.BMP,resources/DP.BMP,resources/DR.BMP,,2023-08-06_08h17.44.904,HF_wild_card,2022.2.4,MacIntel,60.04202942,61475c6bb6cdf4eadb143dd8,64ce5acb97489d65b14ecc7a,64cf4888732099a712481116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-06_08h17.44.904,HF_wild_card,2022.2.4,MacIntel,60.04202942,61475c6bb6cdf4eadb143dd8,64ce5acb97489d65b14ecc7a,64cf4888732099a712481116,0.008876614,-0.415611301,1,0,0,agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-06_08h17.44.904,HF_wild_card,2022.2.4,MacIntel,60.04202942,61475c6bb6cdf4eadb143dd8,64ce5acb97489d65b14ecc7a,64cf4888732099a712481116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-06_08h17.44.904,HF_wild_card,2022.2.4,MacIntel,60.04202942,61475c6bb6cdf4eadb143dd8,64ce5acb97489d65b14ecc7a,64cf4888732099a712481116,,,,,,,decisionTrl,resources/DBN.BMP,resources/DB.BMP,Door1,0.353115099,-0.042570631,1,0,0,2.6406,optionRight,30,30,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-06_08h17.44.904,HF_wild_card,2022.2.4,MacIntel,60.04202942,61475c6bb6cdf4eadb143dd8,64ce5acb97489d65b14ecc7a,64cf4888732099a712481116,,,,,,,decisionTrl,resources/DB.BMP,resources/DBN.BMP,Door1,-0.278333469,-0.033069255,1,0,0,2.0762,optionLeft,30,60,1,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-06_08h17.44.904,HF_wild_card,2022.2.4,MacIntel,60.04202942,61475c6bb6cdf4eadb143dd8,64ce5acb97489d65b14ecc7a,64cf4888732099a712481116,,,,,,,sngl,resources/Empty.png,resources/DG.BMP,Door3,0.389376085,0.00469045,1,0,0,3.0255,optionRight,70,130,1,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-06_08h17.44.904,HF_wild_card,2022.2.4,MacIntel,60.04202942,61475c6bb6cdf4eadb143dd8,64ce5acb97489d65b14ecc7a,64cf4888732099a712481116,,,,,,,decisionTrl,resources/DR.BMP,resources/DB.BMP,Door1,0.41330702,0.078940226,1,0,0,2.9627,optionRight,30,160,1,3,0,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-06_08h17.44.904,HF_wild_card,2022.2.4,MacIntel,60.04202942,61475c6bb6cdf4eadb143dd8,64ce5acb97489d65b14ecc7a,64cf4888732099a712481116,,,,,,,sngl,resources/DB.BMP,resources/Empty.png,Door1,-0.301924167,-0.035695462,1,0,0,1.2606,optionLeft,30,190,1,4,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-06_08h17.44.904,HF_wild_card,2022.2.4,MacIntel,60.04202942,61475c6bb6cdf4eadb143dd8,64ce5acb97489d65b14ecc7a,64cf4888732099a712481116,,,,,,,sngl,resources/Empty.png,resources/DR.BMP,WildCard_NonEx,0.417679172,0.054830695,1,0,0,1.7678,optionRight,45,235,1,5,0,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-06_08h17.44.904,HF_wild_card,2022.2.4,MacIntel,60.04202942,61475c6bb6cdf4eadb143dd8,64ce5acb97489d65b14ecc7a,64cf4888732099a712481116,,,,,,,ctch,resources/DB.BMP,resources/DY.BMP,Door4,0.409679905,-0.021720988,1,0,0,1.762,optionRight,80,315,1,6,0,6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
