Condition,Low fixed image (Door1),Low risky image (Door2),High fixed image (Door3),High risky image (Door4),NonExtreme Wild Card 1,NonExtreme Wild Card 2,,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,Trial Type,Left Option Image,Right Option Image,Chosen Door,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,Feedback,Cumulative Reward,Block,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,trial.ran,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,Money conversion,First Outcome Reported,Shown Door (First Outcome),Displayed Image (First Outcome),outcomes.thisRepN,outcomes.thisTrialN,outcomes.thisN,outcomes.thisIndex,outcomes.ran,judgments.thisRepN,judgments.thisTrialN,judgments.thisN,judgments.thisIndex,judgments.ran,freqMouse.x,freqMouse.y,freqMouse.leftButton,freqMouse.midButton,freqMouse.rightButton,freqMouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,FQJ for first outcome,FQJ for second outcome,Shown Door,Displayed Image,judgBlock.thisRepN,judgBlock.thisTrialN,judgBlock.thisN,judgBlock.thisIndex,judgBlock.ran
2,resources/DY.BMP,resources/DBN.BMP,resources/DB.BMP,resources/DR.BMP,resources/DP.BMP,resources/DG.BMP,,2023-08-16_08h46.11.712,HF_wild_card,2022.2.4,Win32,60.0132029,5f9eab308e503705011ad793,64d2fd46c836a06233681665,64dc7e971272034764be896c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h46.11.712,HF_wild_card,2022.2.4,Win32,60.0132029,5f9eab308e503705011ad793,64d2fd46c836a06233681665,64dc7e971272034764be896c,-0.004629601,-0.416666667,1,0,0,agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h46.11.712,HF_wild_card,2022.2.4,Win32,60.0132029,5f9eab308e503705011ad793,64d2fd46c836a06233681665,64dc7e971272034764be896c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h46.11.712,HF_wild_card,2022.2.4,Win32,60.0132029,5f9eab308e503705011ad793,64d2fd46c836a06233681665,64dc7e971272034764be896c,,,,,,,decisionTrl,resources/DB.BMP,resources/DR.BMP,Door3,-0.305555556,-0.05648151,1,0,0,3.0227,optionLeft,70,70,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h46.11.712,HF_wild_card,2022.2.4,Win32,60.0132029,5f9eab308e503705011ad793,64d2fd46c836a06233681665,64dc7e971272034764be896c,,,,,,,sngl,resources/DBN.BMP,resources/Empty.png,Door2,-0.346296268,-0.022222222,1,0,0,1.2367,optionLeft,40,110,1,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h46.11.712,HF_wild_card,2022.2.4,Win32,60.0132029,5f9eab308e503705011ad793,64d2fd46c836a06233681665,64dc7e971272034764be896c,,,,,,,sngl,resources/Empty.png,resources/DB.BMP,Door3,0.420370399,-0.076851866,1,0,0,1.1135,optionRight,70,180,1,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h46.11.712,HF_wild_card,2022.2.4,Win32,60.0132029,5f9eab308e503705011ad793,64d2fd46c836a06233681665,64dc7e971272034764be896c,,,,,,,sngl,resources/Empty.png,resources/DBN.BMP,Door2,0.362963019,0.016666667,1,0,0,0.9443,optionRight,20,200,1,3,0,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h46.11.712,HF_wild_card,2022.2.4,Win32,60.0132029,5f9eab308e503705011ad793,64d2fd46c836a06233681665,64dc7e971272034764be896c,,,,,,,ctch,resources/DBN.BMP,resources/DB.BMP,Door3,0.261111111,0.016666667,1,0,0,0.961,optionRight,70,270,1,4,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h46.11.712,HF_wild_card,2022.2.4,Win32,60.0132029,5f9eab308e503705011ad793,64d2fd46c836a06233681665,64dc7e971272034764be896c,,,,,,,decisionTrl,resources/DY.BMP,resources/DBN.BMP,Door1,-0.321296268,-0.028703732,1,0,0,0.8792,optionLeft,30,300,1,5,0,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2023-08-16_08h46.11.712,HF_wild_card,2022.2.4,Win32,60.0132029,5f9eab308e503705011ad793,64d2fd46c836a06233681665,64dc7e971272034764be896c,,,,,,,sngl,resources/Empty.png,resources/DG.BMP,WildCard_NonEx,0.428703732,0.015740712,1,0,0,0.7466,optionRight,55,355,1,6,0,6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
