Condition,Low fixed image (Door1),Low risky image (Door2),High fixed image (Door3),High risky image (Door4),NonExtreme Wild Card 1,NonExtreme Wild Card 2,,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,Trial Type,Left Option Image,Right Option Image,Chosen Door,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,Feedback,Cumulative Reward,Block,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,trial.ran,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,Money conversion,First Outcome Reported,Shown Door (First Outcome),Displayed Image (First Outcome),outcomes.thisRepN,outcomes.thisTrialN,outcomes.thisN,outcomes.thisIndex,outcomes.ran,judgments.thisRepN,judgments.thisTrialN,judgments.thisN,judgments.thisIndex,judgments.ran,freqMouse.x,freqMouse.y,freqMouse.leftButton,freqMouse.midButton,freqMouse.rightButton,freqMouse.clicked_name,FQJ for first outcome,FQJ for second outcome,Shown Door,Displayed Image,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,judgBlock.thisRepN,judgBlock.thisTrialN,judgBlock.thisN,judgBlock.thisIndex,judgBlock.ran
2,resources/DB.BMP,resources/DG.BMP,resources/DR.BMP,resources/DY.BMP,resources/DP.BMP,resources/DBN.BMP,UNITED KINGDOM,2023-08-16_08h42.29.801,HF_wild_card,2022.2.4,MacIntel,60.0024001,63ebc2bce05579ac6b13affc,64d2fd46c836a06233681665,64dc7d55ad403bec63a1d43f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,UNITED KINGDOM,2023-08-16_08h42.29.801,HF_wild_card,2022.2.4,MacIntel,60.0024001,63ebc2bce05579ac6b13affc,64d2fd46c836a06233681665,64dc7d55ad403bec63a1d43f,-0.004073368,-0.423284567,1,0,0,agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,UNITED KINGDOM,2023-08-16_08h42.29.801,HF_wild_card,2022.2.4,MacIntel,60.0024001,63ebc2bce05579ac6b13affc,64d2fd46c836a06233681665,64dc7d55ad403bec63a1d43f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,UNITED KINGDOM,2023-08-16_08h42.29.801,HF_wild_card,2022.2.4,MacIntel,60.0024001,63ebc2bce05579ac6b13affc,64d2fd46c836a06233681665,64dc7d55ad403bec63a1d43f,,,,,,,sngl,resources/Empty.png,resources/DG.BMP,Door2,0.418277787,0.005155337,1,0,0,5.9292,optionRight,20,20,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,UNITED KINGDOM,2023-08-16_08h42.29.801,HF_wild_card,2022.2.4,MacIntel,60.0024001,63ebc2bce05579ac6b13affc,64d2fd46c836a06233681665,64dc7d55ad403bec63a1d43f,,,,,,,ctch,resources/DR.BMP,resources/DG.BMP,Door3,-0.433250266,0.003257353,1,0,0,5.0479,optionLeft,70,90,1,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,UNITED KINGDOM,2023-08-16_08h42.29.801,HF_wild_card,2022.2.4,MacIntel,60.0024001,63ebc2bce05579ac6b13affc,64d2fd46c836a06233681665,64dc7d55ad403bec63a1d43f,,,,,,,decisionTrl,resources/DG.BMP,resources/DBN.BMP,WildCard_NonEx,0.347421729,0.012607452,1,0,0,3.3351,optionRight,55,145,1,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,UNITED KINGDOM,2023-08-16_08h42.29.801,HF_wild_card,2022.2.4,MacIntel,60.0024001,63ebc2bce05579ac6b13affc,64d2fd46c836a06233681665,64dc7d55ad403bec63a1d43f,,,,,,,decisionTrl,resources/DR.BMP,resources/DY.BMP,Door4,0.399900041,-0.023458771,1,0,0,3.118,optionRight,60,205,1,3,0,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,UNITED KINGDOM,2023-08-16_08h42.29.801,HF_wild_card,2022.2.4,MacIntel,60.0024001,63ebc2bce05579ac6b13affc,64d2fd46c836a06233681665,64dc7d55ad403bec63a1d43f,,,,,,,decisionTrl,resources/DBN.BMP,resources/DR.BMP,WildCard_NonEx,-0.352104839,0.085423985,1,0,0,1.9698,optionLeft,45,250,1,4,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,UNITED KINGDOM,2023-08-16_08h42.29.801,HF_wild_card,2022.2.4,MacIntel,60.0024001,63ebc2bce05579ac6b13affc,64d2fd46c836a06233681665,64dc7d55ad403bec63a1d43f,,,,,,,sngl,resources/DBN.BMP,resources/Empty.png,WildCard_NonEx,-0.301702739,-0.005447337,1,0,0,1.9882,optionLeft,45,295,1,5,0,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,UNITED KINGDOM,2023-08-16_08h42.29.801,HF_wild_card,2022.2.4,MacIntel,60.0024001,63ebc2bce05579ac6b13affc,64d2fd46c836a06233681665,64dc7d55ad403bec63a1d43f,,,,,,,sngl,resources/Empty.png,resources/DR.BMP,Door3,0.400184284,0.009216207,1,0,0,2.9199,optionRight,70,365,1,6,0,6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,UNITED KINGDOM,2023-08-16_08h42.29.801,HF_wild_card,2022.2.4,MacIntel,60.0024001,63ebc2bce05579ac6b13affc,64d2fd46c836a06233681665,64dc7d55ad403bec63a1d43f,,,,,,,decisionTrl,resources/DBN.BMP,resources/DY.BMP,Door4,0.322772196,0.010237445,1,0,0,5.801,optionRight,80,445,1,7,0,7,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
