Condition,Low fixed image (Door1),Low risky image (Door2),High fixed image (Door3),High risky image (Door4),Extreme Wild Card,NonExtreme Wild Card,,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,Trial Type,Left Option Image,Right Option Image,Chosen Door,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,Feedback,Cumulative Reward,Block,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,trial.ran,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,Money conversion,First Outcome Reported,Shown Door (First Outcome),Displayed Image (First Outcome),outcomes.thisRepN,outcomes.thisTrialN,outcomes.thisN,outcomes.thisIndex,outcomes.ran,judgments.thisRepN,judgments.thisTrialN,judgments.thisN,judgments.thisIndex,judgments.ran,freqMouse.x,freqMouse.y,freqMouse.leftButton,freqMouse.midButton,freqMouse.rightButton,freqMouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,FQJ for first outcome,FQJ for second outcome,Shown Door,Displayed Image,judgBlock.thisRepN,judgBlock.thisTrialN,judgBlock.thisN,judgBlock.thisIndex,judgBlock.ran
0,resources/DG.BMP,resources/DBN.BMP,resources/DP.BMP,resources/DR.BMP,resources/DB.BMP,resources/DY.BMP,62da562ad9942a440f6986c9,2023-08-16_09h02.06.543,HF_wild_card,2022.2.4,Win32,5.454823155,62da562ad9942a440f6986c9,64d2fd46c836a06233681665,64dc824674030621af8a3d16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,62da562ad9942a440f6986c9,2023-08-16_09h02.06.543,HF_wild_card,2022.2.4,Win32,5.454823155,62da562ad9942a440f6986c9,64d2fd46c836a06233681665,64dc824674030621af8a3d16,0.013888889,-0.419444444,1,0,0,agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,62da562ad9942a440f6986c9,2023-08-16_09h02.06.543,HF_wild_card,2022.2.4,Win32,5.454823155,62da562ad9942a440f6986c9,64d2fd46c836a06233681665,64dc824674030621af8a3d16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,62da562ad9942a440f6986c9,2023-08-16_09h02.06.543,HF_wild_card,2022.2.4,Win32,5.454823155,62da562ad9942a440f6986c9,64d2fd46c836a06233681665,64dc824674030621af8a3d16,,,,,,,decisionTrl,resources/DG.BMP,resources/DBN.BMP,Door1,-0.351851852,-0.062962963,1,0,0,2.9626,optionLeft,30,30,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,62da562ad9942a440f6986c9,2023-08-16_09h02.06.543,HF_wild_card,2022.2.4,Win32,5.454823155,62da562ad9942a440f6986c9,64d2fd46c836a06233681665,64dc824674030621af8a3d16,,,,,,,sngl,resources/Empty.png,resources/DB.BMP,WildCard_Ex,0.367592593,-0.084259259,1,0,0,10.5759,optionRight,5,35,1,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,62da562ad9942a440f6986c9,2023-08-16_09h02.06.543,HF_wild_card,2022.2.4,Win32,5.454823155,62da562ad9942a440f6986c9,64d2fd46c836a06233681665,64dc824674030621af8a3d16,,,,,,,sngl,resources/DG.BMP,resources/Empty.png,Door1,-0.387962963,-0.010185185,1,0,0,7.5382,optionLeft,30,65,1,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,62da562ad9942a440f6986c9,2023-08-16_09h02.06.543,HF_wild_card,2022.2.4,Win32,5.454823155,62da562ad9942a440f6986c9,64d2fd46c836a06233681665,64dc824674030621af8a3d16,,,,,,,sngl,resources/Empty.png,resources/DG.BMP,Door1,0.409259259,-0.012037037,1,0,0,4.5216,optionRight,30,95,1,3,0,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,62da562ad9942a440f6986c9,2023-08-16_09h02.06.543,HF_wild_card,2022.2.4,Win32,5.454823155,62da562ad9942a440f6986c9,64d2fd46c836a06233681665,64dc824674030621af8a3d16,,,,,,,decisionTrl,resources/DR.BMP,resources/DB.BMP,Door4,-0.403703704,-0.05,1,0,0,5.1237,optionLeft,60,155,1,4,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,62da562ad9942a440f6986c9,2023-08-16_09h02.06.543,HF_wild_card,2022.2.4,Win32,5.454823155,62da562ad9942a440f6986c9,64d2fd46c836a06233681665,64dc824674030621af8a3d16,,,,,,,ctch,resources/DR.BMP,resources/DG.BMP,Door4,-0.411111111,-0.058333333,1,0,0,4.1223,optionLeft,80,235,1,5,0,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,62da562ad9942a440f6986c9,2023-08-16_09h02.06.543,HF_wild_card,2022.2.4,Win32,5.454823155,62da562ad9942a440f6986c9,64d2fd46c836a06233681665,64dc824674030621af8a3d16,,,,,,,sngl,resources/DR.BMP,resources/Empty.png,Door4,-0.377777778,-0.058333333,1,0,0,3.3865,optionLeft,80,315,1,6,0,6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
