Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
64dc7c92e20c1d6b74a08da3,5d6bfd6f3a9682001bd62534,APPROVED,2023-08-16T07:36:56.494000Z,2023-08-16T08:03:29.339000Z,2023-08-16T15:07:22.103000,2023-08-16T08:03:29.978516Z,1593,C2BFG2BR,697,English,49,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
64dc7c953314e6750d2ae994,5ca48653ed23650001328d9d,APPROVED,2023-08-16T07:36:55.501000Z,2023-08-16T07:56:47.002000Z,2023-08-16T15:07:22.255000,2023-08-16T07:56:47.492699Z,1192,C2BFG2BR,1620,English,43,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
64dc7c96321d9c6c9ffbb64f,60d4e8fcdb1959ca6fd4dfdd,APPROVED,2023-08-16T07:37:01.847000Z,2023-08-16T08:06:37.195000Z,2023-08-16T15:07:22.392000,2023-08-16T08:06:37.692331Z,1776,C2BFG2BR,466,English,48,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
64dc7c9aae035b106c2eb100,6389bd5d820b83080e2fc60a,APPROVED,2023-08-16T07:37:02.333000Z,2023-08-16T07:55:40.152000Z,2023-08-16T15:53:42.480000,2023-08-16T07:55:40.593182Z,1118,NOCODE,357,English,59,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
64dc7cad63a4fd7ffd42da22,5e4db49d96e3c32079f64790,APPROVED,2023-08-16T07:37:17.004000Z,2023-08-16T07:55:15.997000Z,2023-08-16T15:07:22.540000,2023-08-16T07:55:16.534537Z,1079,C2BFG2BR,1789,English,53,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
64dc7cb004826b18df2da83c,5ca356cb72a23200160ce912,APPROVED,2023-08-16T07:41:00.896000Z,2023-08-16T08:01:26.765000Z,2023-08-16T15:07:22.687000,2023-08-16T08:01:29.030542Z,1226,C2BFG2BR,1115,English,40,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
64dc7cb1d51aec2c7bc5471b,62ebcfeb8e3a52c0591fd10c,APPROVED,2023-08-16T07:37:31.381000Z,2023-08-16T08:07:57.707000Z,2023-08-16T15:07:22.816000,2023-08-16T08:07:58.221534Z,1827,C2BFG2BR,861,English,31,Male,White,Cyprus,United Kingdom,United Kingdom,English,No,Full-Time
64dc7cb512bc9838b71f2151,5ea0141f476817000946fdc5,APPROVED,2023-08-16T07:37:31.943000Z,2023-08-16T08:04:18.690000Z,2023-08-16T15:07:22.981000,2023-08-16T08:04:19.166603Z,1607,C2BFG2BR,1072,English,64,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
64dc7cb8c3e124618b4411c8,6082aa29c655ceb5b313bc03,APPROVED,2023-08-16T07:37:32.591000Z,2023-08-16T08:07:48.490000Z,2023-08-16T15:07:23.151000,2023-08-16T08:07:49.267952Z,1816,C2BFG2BR,355,"English, French",34,Male,Black,Cameroon,United Kingdom,Cameroon,English,No,Full-Time
64dc7cbb847bd98900133bee,61313bcdc465b84422b2246f,APPROVED,2023-08-16T07:37:34.037000Z,2023-08-16T07:53:50.123000Z,2023-08-16T15:07:23.303000,2023-08-16T07:53:50.590189Z,977,C2BFG2BR,509,English,22,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Part-Time
64dc7cc11d0cef07606f0a3c,62729ff6b6e5922c7cc5f2dd,APPROVED,2023-08-16T07:37:40.996000Z,2023-08-16T07:59:09.407000Z,2023-08-16T15:07:23.481000,2023-08-16T07:59:09.924098Z,1289,C2BFG2BR,540,English,51,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
64dc7cc2807e6bcc56f75d06,632892646eb1fff474584dd7,APPROVED,2023-08-16T07:37:40.768000Z,2023-08-16T08:02:02.329000Z,2023-08-16T15:07:23.641000,2023-08-16T08:02:02.851935Z,1462,C2BFG2BR,653,English,45,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
64dc7cc840f663fcc38a3d53,5f43c9fbe038cc0b2deb75d8,APPROVED,2023-08-16T07:37:57.522000Z,2023-08-16T07:59:25.787000Z,2023-08-16T15:07:24.178000,2023-08-16T07:59:26.296215Z,1289,C2BFG2BR,427,English,50,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
