Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
64cb352a2290629906618e39,5f3172eea47594017768b6f5,APPROVED,2023-08-03T05:03:41.626000Z,2023-08-03T05:24:28.257000Z,2023-08-03T22:30:59.656000,2023-08-03T05:24:28.701412Z,1247,C2BFG2BR,956,English,39,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
64cb357fbbe96171de70dd4d,605e9cc770aa6d1947d02bfa,APPROVED,2023-08-03T05:14:39.765000Z,2023-08-03T06:09:09.561000Z,2023-08-03T22:06:02.583000,2023-08-03T06:09:10.072778Z,3270,C2BFG2BR,538,English,31,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
64cb3716888eff33011781e3,6473924c2cae5ee4db5082d2,APPROVED,2023-08-03T05:11:55.305000Z,2023-08-03T05:33:40.166000Z,2023-08-03T22:29:32.808000,2023-08-03T05:33:40.647561Z,1305,C2BFG2BR,53,English,57,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
64cb378ac069a8412117aa1c,55e56224c70c7a00112a6565,APPROVED,2023-08-03T05:13:51.854000Z,2023-08-03T05:36:06.005000Z,2023-08-03T22:27:29.748000,2023-08-03T05:36:06.443160Z,1335,C2BFG2BR,592,English,35,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
64cb390c813a2d78b4dd6557,5f8b4560fc6686262722efdb,APPROVED,2023-08-03T05:20:16.868000Z,2023-08-03T05:37:25.896000Z,2023-08-03T22:25:56.400000,2023-08-03T05:37:26.344282Z,1030,C2BFG2BR,1131,English,42,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
64cb5075f8aa335d717cb388,63d7be523261fcaf84e94668,APPROVED,2023-08-03T07:01:55.686000Z,2023-08-03T07:18:58.015000Z,2023-08-03T22:04:39.170000,2023-08-03T07:18:58.642732Z,1023,C2BFG2BR,359,"Chinese, English",26,Female,Asian,China,United Kingdom,United Kingdom,Chinese,No,Full-Time
